pref,Positive,Tested,Percent
北海道,267,2836.0,9.41
青森県,22,313.0,7.03
岩手県,0,136.0,0.0
宮城県,52,660.0,7.88
秋田県,15,491.0,3.05
山形県,34,782.0,4.35
福島県,38,541.0,7.02
茨城県,109,2221.0,4.91
栃木県,35,1003.0,3.49
群馬県,90,1495.0,6.02
埼玉県,386,2216.0,17.42
千葉県,455,1743.0,26.1
東京都,2080,5660.0,36.75
神奈川県,478,2604.0,18.36
新潟県,42,1587.0,2.65
富山県,30,646.0,4.64
石川県,113,562.0,20.11
福井県,88,515.0,17.09
山梨県,35,1013.0,3.46
長野県,29,899.0,3.23
岐阜県,105,1185.0,8.86
静岡県,41,1426.0,2.88
愛知県,319,3990.0,7.99
三重県,17,906.0,1.88
滋賀県,38,487.0,7.8
京都府,193,1968.0,9.81
大阪府,812,2362.0,34.38
兵庫県,375,3830.0,9.79
奈良県,41,539.0,7.61
和歌山県,34,1989.0,1.71
鳥取県,1,299.0,0.33
島根県,7,205.0,3.41
岡山県,16,595.0,2.69
広島県,56,1754.0,3.19
山口県,23,557.0,4.13
徳島県,3,228.0,1.32
香川県,8,480.0,1.67
愛媛県,30,545.0,5.5
高知県,60,814.0,7.37
福岡県,362,4137.0,8.75
佐賀県,13,367.0,3.54
長崎県,14,933.0,1.5
熊本県,28,1728.0,1.62
大分県,42,2070.0,2.03
宮崎県,17,612.0,2.78
鹿児島県,4,523.0,0.76
沖縄県,66,680.0,9.71
