pref,Positive,Tested,Percent
北海道,1294,23417.0,5.53
青森県,29,1086.0,2.67
岩手県,0,1149.0,0.0
宮城県,106,4609.0,2.3
秋田県,16,1018.0,1.57
山形県,72,2642.0,2.73
福島県,83,7891.0,1.05
茨城県,202,5846.0,3.46
栃木県,95,9301.0,1.02
群馬県,156,5802.0,2.69
埼玉県,1488,43923.0,3.39
千葉県,1137,20924.0,5.43
東京都,8046,118435.0,6.79
神奈川県,1760,14411.0,12.21
新潟県,87,5305.0,1.64
富山県,230,4294.0,5.36
石川県,300,2964.0,10.12
福井県,124,3686.0,3.36
山梨県,76,6249.0,1.22
長野県,79,4564.0,1.73
岐阜県,162,5829.0,2.78
静岡県,94,8933.0,1.05
愛知県,530,14450.0,3.67
三重県,50,3084.0,1.62
滋賀県,106,2742.0,3.87
京都府,447,12044.0,3.71
大阪府,2045,46112.0,4.43
兵庫県,738,16846.0,4.38
奈良県,123,4383.0,2.81
和歌山県,83,4556.0,1.82
鳥取県,5,2022.0,0.25
島根県,24,1286.0,1.87
岡山県,28,2046.0,1.37
広島県,179,8393.0,2.13
山口県,37,2675.0,1.38
徳島県,10,1200.0,0.83
香川県,29,2991.0,0.97
愛媛県,82,2678.0,3.06
高知県,75,2028.0,3.7
福岡県,922,18029.0,5.11
佐賀県,47,1703.0,2.76
長崎県,26,4071.0,0.64
熊本県,49,4456.0,1.1
大分県,60,5390.0,1.11
宮崎県,20,1701.0,1.18
鹿児島県,150,6949.0,2.16
沖縄県,148,3177.0,4.66
