pref,Positive,Tested,Percent
滋賀県,96,1289.0,7.45
京都府,319,4177.0,7.64
大阪府,1627,8965.0,18.15
兵庫県,645,7481.0,8.62
奈良県,82,1508.0,5.44
和歌山県,62,3033.0,2.04
鳥取県,3,1048.0,0.29
島根県,23,820.0,2.8
岡山県,23,1196.0,1.92
広島県,155,4959.0,3.13
山口県,32,1285.0,2.49
徳島県,5,459.0,1.09
香川県,28,1613.0,1.74
愛媛県,47,1095.0,4.29
高知県,74,1439.0,5.14
福岡県,642,9254.0,6.94
佐賀県,41,1027.0,3.99
長崎県,17,2008.0,0.85
熊本県,47,3148.0,1.49
大分県,60,3157.0,1.9
宮崎県,17,1105.0,1.54
鹿児島県,10,1260.0,0.79
沖縄県,142,2113.0,6.72
北海道,767,6892.0,11.13
青森県,26,639.0,4.07
岩手県,0,343.0,0.0
宮城県,88,1885.0,4.67
秋田県,16,850.0,1.88
山形県,68,2159.0,3.15
福島県,73,1812.0,4.03
茨城県,163,4623.0,3.53
栃木県,54,2010.0,2.69
群馬県,146,1630.0,8.96
埼玉県,851,7818.0,10.89
千葉県,810,6141.0,13.19
東京都,4166,10981.0,37.94
神奈川県,1028,5871.0,17.51
新潟県,75,2903.0,2.58
富山県,202,2535.0,7.97
石川県,251,1937.0,12.96
福井県,122,1696.0,7.19
山梨県,52,2292.0,2.27
長野県,66,1798.0,3.67
岐阜県,146,2400.0,6.08
静岡県,72,2736.0,2.63
愛知県,488,7327.0,6.66
三重県,45,1903.0,2.36
