pref,Positive,Tested,Percent
滋賀県,283,5474.0,5.17
京都府,923,20966.0,4.4
大阪府,5574,89268.0,6.24
兵庫県,1533,30984.0,4.95
奈良県,318,9920.0,3.21
和歌山県,174,6855.0,2.54
鳥取県,21,4016.0,0.52
島根県,29,3060.0,0.95
岡山県,110,3466.0,3.17
広島県,397,14241.0,2.79
山口県,70,4357.0,1.61
徳島県,57,2770.0,2.06
香川県,58,5419.0,1.07
愛媛県,101,3227.0,3.13
高知県,83,2383.0,3.48
福岡県,2754,29739.0,9.26
佐賀県,145,3305.0,4.39
⾧崎県,159,9187.0,1.73
熊本県,341,7611.0,4.48
大分県,80,7864.0,1.02
宮崎県,215,5940.0,3.62
鹿児島県,275,12147.0,2.26
沖縄県,968,14460.0,6.69
北海道,1528,32693.0,4.67
青森県,32,1549.0,2.07
岩手県,7,1907.0,0.37
宮城県,181,6636.0,2.73
秋田県,34,1201.0,2.83
山形県,76,2966.0,2.56
福島県,96,10850.0,0.88
茨城県,380,8181.0,4.64
栃木県,243,15967.0,1.52
群馬県,221,9195.0,2.4
埼玉県,2822,78427.0,3.6
千葉県,2114,32150.0,6.58
東京都,15536,221676.0,7.01
神奈川県,3187,42717.0,7.46
新潟県,128,7408.0,1.73
富山県,275,5841.0,4.71
石川県,342,3444.0,9.93
福井県,153,5520.0,2.77
山梨県,124,7778.0,1.59
⾧野県,127,9345.0,1.36
岐阜県,450,13248.0,3.4
静岡県,345,16211.0,2.13
愛知県,2675,29908.0,8.94
三重県,212,5857.0,3.62
