pref,Positive,Tested,Percent
北海道,1239,20523.0,6.04
青森県,27,974.0,2.77
岩手県,0,929.0,0.0
宮城県,94,3698.0,2.54
秋田県,16,992.0,1.61
山形県,69,2538.0,2.72
福島県,82,6649.0,1.23
茨城県,174,5278.0,3.3
栃木県,76,7018.0,1.08
群馬県,152,4934.0,3.08
埼玉県,1122,33985.0,3.3
千葉県,949,18047.0,5.26
東京都,6171,80514.0,7.66
神奈川県,1471,12480.0,11.79
新潟県,84,4913.0,1.71
富山県,227,3914.0,5.8
石川県,300,2904.0,10.33
福井県,122,3372.0,3.62
山梨県,74,5606.0,1.32
長野県,77,3264.0,2.36
岐阜県,156,5131.0,3.04
静岡県,81,7448.0,1.09
愛知県,523,12620.0,4.14
三重県,46,2856.0,1.61
滋賀県,101,2345.0,4.31
京都府,375,10074.0,3.72
大阪府,1816,39970.0,4.54
兵庫県,705,14695.0,4.8
奈良県,92,3760.0,2.45
和歌山県,64,3979.0,1.61
鳥取県,3,1478.0,0.2
島根県,24,1240.0,1.94
岡山県,26,1926.0,1.35
広島県,168,7802.0,2.15
山口県,37,2267.0,1.63
徳島県,6,900.0,0.67
香川県,28,2649.0,1.06
愛媛県,82,2605.0,3.15
高知県,74,1971.0,3.75
福岡県,845,16383.0,5.16
佐賀県,47,1618.0,2.9
長崎県,17,3199.0,0.53
熊本県,49,4273.0,1.15
大分県,60,4834.0,1.24
宮崎県,17,1562.0,1.09
鹿児島県,11,2563.0,0.43
沖縄県,142,3016.0,4.71
