pref,Positive,Tested,Percent
滋賀県,101,2310.0,4.37
京都府,366,9896.0,3.7
大阪府,1812,39103.0,4.63
兵庫県,704,14483.0,4.86
奈良県,92,3760.0,2.45
和歌山県,64,3955.0,1.62
鳥取県,3,1466.0,0.2
島根県,24,1232.0,1.95
岡山県,26,1900.0,1.37
広島県,168,7744.0,2.17
山口県,37,2202.0,1.68
徳島県,6,858.0,0.7
香川県,28,2593.0,1.08
愛媛県,82,2586.0,3.17
高知県,74,1953.0,3.79
福岡県,844,15995.0,5.28
佐賀県,47,1609.0,2.92
長崎県,17,3177.0,0.54
熊本県,49,4234.0,1.16
大分県,60,4772.0,1.26
宮崎県,17,1549.0,1.1
鹿児島県,11,2534.0,0.43
沖縄県,142,3012.0,4.71
北海道,1216,19905.0,6.11
青森県,27,965.0,2.8
岩手県,0,918.0,0.0
宮城県,91,3623.0,2.51
秋田県,16,990.0,1.62
山形県,69,2526.0,2.73
福島県,82,6507.0,1.26
茨城県,172,5235.0,3.29
栃木県,66,6699.0,0.99
群馬県,152,4821.0,3.15
埼玉県,1090,33065.0,3.3
千葉県,941,17723.0,5.31
東京都,5997,75566.0,7.94
神奈川県,1451,12347.0,11.75
新潟県,84,4860.0,1.73
富山県,227,3896.0,5.83
石川県,300,2884.0,10.4
福井県,122,3339.0,3.65
山梨県,72,5495.0,1.31
長野県,77,3210.0,2.4
岐阜県,156,5051.0,3.09
静岡県,80,7324.0,1.09
愛知県,523,12445.0,4.2
三重県,46,2823.0,1.63
