pref,Positive,Tested,Percent
滋賀県,100,1978.0,5.06
京都府,359,8644.0,4.15
大阪府,1785,33639.0,5.31
兵庫県,699,11640.0,6.01
奈良県,92,2898.0,3.17
和歌山県,63,3797.0,1.66
鳥取県,3,1402.0,0.21
島根県,24,1169.0,2.05
岡山県,25,1780.0,1.4
広島県,168,7297.0,2.3
山口県,37,1873.0,1.98
徳島県,5,784.0,0.64
香川県,28,2312.0,1.21
愛媛県,82,2477.0,3.31
高知県,74,1848.0,4.0
福岡県,805,14385.0,5.6
佐賀県,47,1505.0,3.12
長崎県,17,2956.0,0.58
熊本県,48,4055.0,1.18
大分県,60,4278.0,1.4
宮崎県,17,1441.0,1.18
鹿児島県,10,2009.0,0.5
沖縄県,142,2925.0,4.85
北海道,1125,16302.0,6.9
青森県,27,889.0,3.04
岩手県,0,761.0,0.0
宮城県,88,3119.0,2.82
秋田県,16,952.0,1.68
山形県,69,2459.0,2.81
福島県,81,5159.0,1.57
茨城県,168,4872.0,3.45
栃木県,66,5034.0,1.31
群馬県,151,4076.0,3.7
埼玉県,1008,24572.0,4.1
千葉県,910,15743.0,5.78
東京都,5408,16143.0,33.5
神奈川県,1398,10756.0,13.0
新潟県,83,4428.0,1.87
富山県,227,3537.0,6.42
石川県,299,2800.0,10.68
福井県,122,2875.0,4.24
山梨県,67,4487.0,1.49
長野県,76,2901.0,2.62
岐阜県,153,3951.0,3.87
静岡県,75,3637.0,2.06
愛知県,511,10844.0,4.71
三重県,45,2587.0,1.74
