pref,Positive,Tested,Percent
北海道,1478,30526.0,4.84
青森県,32,1476.0,2.17
岩手県,4,1641.0,0.24
宮城県,174,6163.0,2.82
秋田県,18,1177.0,1.53
山形県,76,2934.0,2.59
福島県,89,10284.0,0.87
茨城県,334,7520.0,4.44
栃木県,202,14485.0,1.39
群馬県,197,8595.0,2.29
埼玉県,2559,71677.0,3.57
千葉県,1870,29812.0,6.27
東京都,14022,205452.0,6.82
神奈川県,2752,18776.0,14.66
新潟県,120,6853.0,1.75
富山県,254,5545.0,4.58
石川県,324,3334.0,9.72
福井県,145,5090.0,2.85
山梨県,107,7478.0,1.43
長野県,122,8435.0,1.45
岐阜県,379,11573.0,3.27
静岡県,321,14647.0,2.19
愛知県,2268,26790.0,8.47
三重県,144,4855.0,2.97
滋賀県,207,4676.0,4.43
京都府,855,19482.0,4.39
大阪府,4720,80161.0,5.89
兵庫県,1339,28241.0,4.74
奈良県,277,8733.0,3.17
和歌山県,170,6495.0,2.62
鳥取県,19,3334.0,0.57
島根県,29,2987.0,0.97
岡山県,94,3164.0,2.97
広島県,376,13026.0,2.89
山口県,59,4152.0,1.42
徳島県,30,2116.0,1.42
香川県,46,4941.0,0.93
愛媛県,100,3117.0,3.21
高知県,82,2307.0,3.55
福岡県,2269,26900.0,8.43
佐賀県,111,2726.0,4.07
長崎県,135,7668.0,1.76
熊本県,280,6504.0,4.31
大分県,73,7292.0,1.0
宮崎県,175,5342.0,3.28
鹿児島県,262,11128.0,2.35
沖縄県,637,9612.0,6.63
