pref,Positive,Tested,Percent
北海道,194,2296.0,8.45
青森県,11,199.0,5.53
岩手県,0,76.0,0.0
宮城県,23,348.0,6.61
秋田県,11,349.0,3.15
山形県,10,369.0,2.71
福島県,16,264.0,6.06
茨城県,64,1383.0,4.63
栃木県,14,657.0,2.13
群馬県,26,866.0,3.0
埼玉県,174,1550.0,11.23
千葉県,238,876.0,27.17
東京都,1040,3806.0,27.33
神奈川県,226,1100.0,20.55
新潟県,32,1248.0,2.56
富山県,10,198.0,5.05
石川県,43,264.0,16.29
福井県,51,310.0,16.45
山梨県,13,625.0,2.08
長野県,12,670.0,1.79
岐阜県,50,842.0,5.94
静岡県,10,1006.0,0.99
愛知県,227,2917.0,7.78
三重県,13,598.0,2.17
滋賀県,18,293.0,6.14
京都府,111,1405.0,7.9
大阪府,409,1311.0,31.2
兵庫県,195,2805.0,6.95
奈良県,25,368.0,6.79
和歌山県,25,1580.0,1.58
鳥取県,0,227.0,0.0
島根県,0,163.0,0.0
岡山県,11,390.0,2.82
広島県,16,1053.0,1.52
山口県,8,409.0,1.96
徳島県,3,164.0,1.83
香川県,2,344.0,0.58
愛媛県,12,350.0,3.43
高知県,31,498.0,6.22
福岡県,109,1595.0,6.83
佐賀県,8,189.0,4.23
長崎県,9,505.0,1.78
熊本県,20,1144.0,1.75
大分県,31,1739.0,1.78
宮崎県,6,356.0,1.69
鹿児島県,3,346.0,0.87
沖縄県,9,430.0,2.09
