pref,Positive,Tested,Percent
滋賀県,273,5275.0,5.18
京都府,923,20966.0,4.4
大阪府,5396,87307.0,6.18
兵庫県,1484,30276.0,4.9
奈良県,302,9920.0,3.04
和歌山県,173,6799.0,2.54
鳥取県,21,3960.0,0.53
島根県,29,3045.0,0.95
岡山県,107,3328.0,3.22
広島県,393,14241.0,2.76
山口県,64,4232.0,1.51
徳島県,55,2584.0,2.13
香川県,57,5169.0,1.1
愛媛県,100,3183.0,3.14
高知県,83,2365.0,3.51
福岡県,2614,28979.0,9.02
佐賀県,141,3262.0,4.32
⾧崎県,149,8801.0,1.69
熊本県,332,7142.0,4.65
大分県,78,7718.0,1.01
宮崎県,208,5940.0,3.5
鹿児島県,273,11730.0,2.33
沖縄県,884,11078.0,7.98
北海道,1514,32178.0,4.71
青森県,32,1549.0,2.07
岩手県,6,1833.0,0.33
宮城県,180,6523.0,2.76
秋田県,32,1201.0,2.66
山形県,76,2959.0,2.57
福島県,95,10678.0,0.89
茨城県,368,8181.0,4.5
栃木県,230,15411.0,1.49
群馬県,211,9098.0,2.32
埼玉県,2738,78160.0,3.5
千葉県,2061,31557.0,6.53
東京都,15107,221676.0,6.81
神奈川県,3059,42717.0,7.16
新潟県,126,7248.0,1.74
富山県,268,5841.0,4.59
石川県,331,3393.0,9.76
福井県,153,5420.0,2.82
山梨県,124,7778.0,1.59
⾧野県,127,9249.0,1.37
岐阜県,435,12857.0,3.38
静岡県,345,16211.0,2.13
愛知県,2675,29046.0,9.21
三重県,189,5594.0,3.38
