pref,Positive,Tested,Percent
北海道,615,5362.0,11.47
青森県,22,540.0,4.07
岩手県,0,300.0,0.0
宮城県,85,1568.0,5.42
秋田県,16,786.0,2.04
山形県,66,1947.0,3.39
福島県,69,1585.0,4.35
茨城県,161,4031.0,3.99
栃木県,52,1673.0,3.11
群馬県,141,2448.0,5.76
埼玉県,806,6256.0,12.88
千葉県,786,5163.0,15.22
東京都,3922,9827.0,39.91
神奈川県,959,5075.0,18.9
新潟県,69,2491.0,2.77
富山県,177,1885.0,9.39
石川県,229,1424.0,16.08
福井県,121,1313.0,9.22
山梨県,51,1922.0,2.65
長野県,66,1553.0,4.25
岐阜県,146,2272.0,6.43
静岡県,63,2366.0,2.66
愛知県,476,6488.0,7.34
三重県,45,1653.0,2.72
滋賀県,94,1141.0,8.24
京都府,294,3614.0,8.14
大阪府,1493,6937.0,21.52
兵庫県,627,6831.0,9.18
奈良県,76,1173.0,6.48
和歌山県,58,2563.0,2.26
鳥取県,3,971.0,0.31
島根県,22,757.0,2.91
岡山県,22,1041.0,2.11
広島県,145,4245.0,3.42
山口県,31,1251.0,2.48
徳島県,5,386.0,1.3
香川県,28,1427.0,1.96
愛媛県,47,1002.0,4.69
高知県,73,1344.0,5.43
福岡県,606,8000.0,7.58
佐賀県,36,750.0,4.8
長崎県,16,1728.0,0.93
熊本県,45,2623.0,1.72
大分県,60,2910.0,2.06
宮崎県,17,1010.0,1.68
鹿児島県,10,1109.0,0.9
沖縄県,133,1715.0,7.76
