pref,Positive,Tested,Percent
滋賀県,103,2409.0,4.28
京都府,383,10442.0,3.67
大阪府,1851,41726.0,4.44
兵庫県,708,15056.0,4.7
奈良県,92,3943.0,2.33
和歌山県,64,4029.0,1.59
鳥取県,4,1497.0,0.27
島根県,24,1249.0,1.92
岡山県,28,1954.0,1.43
広島県,169,7880.0,2.14
山口県,37,2372.0,1.56
徳島県,6,935.0,0.64
香川県,28,2754.0,1.02
愛媛県,82,2622.0,3.13
高知県,74,1980.0,3.74
福岡県,854,16689.0,5.12
佐賀県,47,1649.0,2.85
⻑崎県,17,3294.0,0.52
熊本県,49,4310.0,1.14
大分県,60,4977.0,1.21
宮崎県,17,1582.0,1.07
鹿児島県,21,2628.0,0.8
沖縄県,142,3028.0,4.69
⻑崎船その他県,149,,
北海道,1267,21190.0,5.98
⻘森県,27,999.0,2.7
岩手県,0,996.0,0.0
宮城県,95,3868.0,2.46
秋田県,16,998.0,1.6
山形県,69,2549.0,2.71
福島県,82,6990.0,1.17
茨城県,176,5366.0,3.28
栃木県,82,7456.0,1.1
群馬県,153,5155.0,2.97
埼玉県,1165,36009.0,3.24
千葉県,978,18548.0,5.27
東京都,6399,87151.0,7.34
神奈川県,1521,12813.0,11.87
新潟県,84,5020.0,1.67
富山県,228,3984.0,5.72
石川県,300,2918.0,10.28
福井県,122,3461.0,3.52
山梨県,75,5756.0,1.3
⻑野県,77,3312.0,2.32
岐阜県,160,5301.0,3.02
静岡県,81,7766.0,1.04
愛知県,525,12859.0,4.08
三重県,46,2901.0,1.59
