pref,Positive,Tested,Percent
滋賀県,955,34089.0,2.8
京都府,3829,83002.0,4.61
大阪府,27500,419310.0,6.56
兵庫県,8248,124566.0,6.62
奈良県,1712,43905.0,3.9
和歌山県,587,15857.0,3.7
鳥取県,70,21680.0,0.32
島根県,181,8556.0,2.12
岡山県,1124,27231.0,4.13
広島県,2377,60968.0,3.9
山口県,472,24734.0,1.91
徳島県,192,14398.0,1.33
香川県,211,20806.0,1.01
愛媛県,379,10881.0,3.48
高知県,549,5379.0,10.21
福岡県,7547,243185.0,3.1
佐賀県,417,13682.0,3.05
長崎県,419,35060.0,1.2
熊本県,1468,30918.0,4.75
大分県,580,38198.0,1.52
宮崎県,669,11785.0,5.68
鹿児島県,890,34915.0,2.55
沖縄県,5010,84362.0,5.94
北海道,12381,215175.0,5.75
青森県,396,8697.0,4.55
岩手県,341,13054.0,2.61
宮城県,1801,23979.0,7.51
秋田県,96,3955.0,2.43
山形県,330,9675.0,3.41
福島県,758,50811.0,1.49
茨城県,2168,18305.0,11.84
栃木県,1073,66600.0,1.61
群馬県,1973,49001.0,4.03
埼玉県,11985,292587.0,4.1
千葉県,9324,207373.0,4.5
東京都,52382,915116.0,5.72
神奈川県,17387,321144.0,5.41
新潟県,448,26017.0,1.72
富山県,503,20475.0,2.46
石川県,974,27413.0,3.55
福井県,337,17946.0,1.88
山梨県,488,14349.0,3.4
長野県,1053,42266.0,2.49
岐阜県,1783,57821.0,3.08
静岡県,2405,78638.0,3.06
愛知県,14219,171494.0,8.29
三重県,1161,26913.0,4.31
