pref,Positive,Tested,Percent
北海道,12618,221431.0,5.7
青森県,407,8815.0,4.62
岩手県,348,13412.0,2.59
宮城県,1888,23979.0,7.87
秋田県,105,3981.0,2.64
山形県,345,9840.0,3.51
福島県,801,52405.0,1.53
茨城県,2226,18395.0,12.1
栃木県,1130,67978.0,1.66
群馬県,2044,49855.0,4.1
埼玉県,12466,299420.0,4.16
千葉県,9700,215977.0,4.49
東京都,54018,943733.0,5.72
神奈川県,18227,330515.0,5.51
新潟県,472,26589.0,1.78
富山県,517,20986.0,2.46
石川県,998,28122.0,3.55
福井県,339,18198.0,1.86
山梨県,502,14393.0,3.49
長野県,1071,44772.0,2.39
岐阜県,1895,60108.0,3.15
静岡県,2480,87010.0,2.85
愛知県,14648,187452.0,7.81
三重県,1187,26913.0,4.41
滋賀県,985,34974.0,2.82
京都府,3998,85844.0,4.66
大阪府,28101,431240.0,6.52
兵庫県,8605,127869.0,6.73
奈良県,1782,45756.0,3.89
和歌山県,590,16018.0,3.68
鳥取県,79,22166.0,0.36
島根県,189,8556.0,2.21
岡山県,1186,27231.0,4.36
広島県,2571,63829.0,4.03
山口県,494,26760.0,1.85
徳島県,194,14581.0,1.33
香川県,258,21873.0,1.18
愛媛県,389,10961.0,3.55
高知県,592,5471.0,10.82
福岡県,7852,248984.0,3.15
佐賀県,433,14290.0,3.03
長崎県,457,36313.0,1.26
熊本県,1545,32438.0,4.76
大分県,596,39423.0,1.51
宮崎県,686,12057.0,5.69
鹿児島県,890,35610.0,2.5
沖縄県,5095,85518.0,5.96
