pref,Positive,Tested,Percent
北海道,2559,70602.0,3.62
青森県,134,3292.0,4.07
岩手県,26,4920.0,0.53
宮城県,529,12420.0,4.26
秋田県,60,2385.0,2.52
山形県,81,5455.0,1.48
福島県,369,25607.0,1.44
茨城県,730,13450.0,5.43
栃木県,471,34579.0,1.36
群馬県,797,26713.0,2.98
埼玉県,5426,165888.0,3.27
千葉県,4588,113803.0,4.03
東京都,29185,548184.0,5.32
神奈川県,8012,181055.0,4.43
新潟県,180,17023.0,1.06
富山県,422,14109.0,2.99
石川県,795,15522.0,5.12
福井県,256,10592.0,2.42
山梨県,199,11267.0,1.77
⾧野県,326,21361.0,1.53
岐阜県,647,25188.0,2.57
静岡県,580,40000.0,1.45
愛知県,5700,90514.0,6.3
三重県,550,14854.0,3.7
滋賀県,530,13369.0,3.96
京都府,1931,49391.0,3.91
大阪府,11620,215799.0,5.38
兵庫県,3013,64193.0,4.69
奈良県,615,23410.0,2.63
和歌山県,259,9994.0,2.59
鳥取県,36,5559.0,0.65
島根県,140,6049.0,2.31
岡山県,174,8654.0,2.01
広島県,651,25832.0,2.52
山口県,209,11132.0,1.88
徳島県,162,7267.0,2.23
香川県,99,12599.0,0.79
愛媛県,116,4258.0,2.72
高知県,140,3588.0,3.9
福岡県,5146,152905.0,3.37
佐賀県,252,6690.0,3.77
⾧崎県,242,20984.0,1.15
熊本県,750,18571.0,4.04
大分県,159,19474.0,0.82
宮崎県,366,8725.0,4.19
鹿児島県,463,21538.0,2.15
沖縄県,2975,48352.0,6.15
