pref,Positive,Tested,Percent
北海道,2933,78717.0,3.73
青森県,217,4702.0,4.62
岩手県,27,5261.0,0.51
宮城県,679,13738.0,4.94
秋田県,61,2481.0,2.46
山形県,86,6031.0,1.43
福島県,387,28628.0,1.35
茨城県,757,13808.0,5.48
栃木県,484,41786.0,1.16
群馬県,890,28891.0,3.08
埼玉県,5765,181338.0,3.18
千葉県,4963,124723.0,3.98
東京都,30677,591157.0,5.19
神奈川県,8588,197734.0,4.34
新潟県,183,17662.0,1.04
富山県,423,14459.0,2.93
石川県,803,16885.0,4.76
福井県,256,11032.0,2.32
山梨県,212,11562.0,1.83
⾧野県,338,22862.0,1.48
岐阜県,677,26668.0,2.54
静岡県,636,42455.0,1.5
愛知県,5992,96926.0,6.18
三重県,556,15464.0,3.6
滋賀県,546,13979.0,3.91
京都府,2003,52073.0,3.85
大阪府,12473,232501.0,5.36
兵庫県,3186,67698.0,4.71
奈良県,635,24518.0,2.59
和歌山県,273,10380.0,2.63
鳥取県,38,5729.0,0.66
島根県,141,6212.0,2.27
岡山県,261,10217.0,2.55
広島県,658,27316.0,2.41
山口県,213,11901.0,1.79
徳島県,164,7448.0,2.2
香川県,101,13385.0,0.75
愛媛県,116,4353.0,2.66
高知県,144,3630.0,3.97
福岡県,5207,162761.0,3.2
佐賀県,254,7054.0,3.6
⾧崎県,244,22202.0,1.1
熊本県,786,19224.0,4.09
大分県,159,20662.0,0.77
宮崎県,367,8784.0,4.18
鹿児島県,468,22105.0,2.12
沖縄県,3277,56978.0,5.75
