pref,Positive,Tested,Percent
北海道,3055,81092.0,3.77
青森県,227,4905.0,4.63
岩手県,27,5309.0,0.51
宮城県,700,14012.0,5.0
秋田県,63,2487.0,2.53
山形県,86,6112.0,1.41
福島県,388,29196.0,1.33
茨城県,768,13826.0,5.55
栃木県,489,42067.0,1.16
群馬県,900,29312.0,3.07
埼玉県,5856,184967.0,3.17
千葉県,5034,126729.0,3.97
東京都,31096,598993.0,5.19
神奈川県,8711,199811.0,4.36
新潟県,184,17765.0,1.04
富山県,423,14487.0,2.92
石川県,810,17272.0,4.69
福井県,257,11058.0,2.32
山梨県,212,11693.0,1.81
⾧野県,341,23025.0,1.48
岐阜県,686,26934.0,2.55
静岡県,636,42455.0,1.5
愛知県,6130,98303.0,6.24
三重県,565,15683.0,3.6
滋賀県,552,14455.0,3.82
京都府,2014,52347.0,3.85
大阪府,12753,236613.0,5.39
兵庫県,3222,68579.0,4.7
奈良県,648,24620.0,2.63
和歌山県,275,10428.0,2.64
鳥取県,38,5770.0,0.66
島根県,141,6271.0,2.25
岡山県,286,11198.0,2.55
広島県,659,27466.0,2.4
山口県,213,11915.0,1.79
徳島県,164,7477.0,2.19
香川県,101,13518.0,0.75
愛媛県,116,4371.0,2.65
高知県,144,3644.0,3.95
福岡県,5226,164668.0,3.17
佐賀県,254,7081.0,3.59
⾧崎県,244,22417.0,1.09
熊本県,786,19224.0,4.09
大分県,159,20960.0,0.76
宮崎県,367,8791.0,4.17
鹿児島県,468,22179.0,2.11
沖縄県,3336,57775.0,5.77
