pref,Positive,Tested,Percent
北海道,2390,65584.0,3.64
青森県,39,2619.0,1.49
岩手県,24,4682.0,0.51
宮城県,491,11617.0,4.23
秋田県,59,2349.0,2.51
山形県,81,5298.0,1.53
福島県,319,23265.0,1.37
茨城県,710,13060.0,5.44
栃木県,444,33555.0,1.32
群馬県,763,25367.0,3.01
埼玉県,5131,157456.0,3.26
千葉県,4346,106437.0,4.08
東京都,27959,515503.0,5.42
神奈川県,7591,172457.0,4.4
新潟県,179,16452.0,1.09
富山県,422,13531.0,3.12
石川県,782,14607.0,5.35
福井県,249,10254.0,2.43
山梨県,197,11057.0,1.78
長野県,320,20367.0,1.57
岐阜県,636,24420.0,2.6
静岡県,567,37931.0,1.49
愛知県,5557,85912.0,6.47
三重県,542,14328.0,3.78
滋賀県,518,13058.0,3.97
京都府,1863,46776.0,3.98
大阪府,11249,204301.0,5.51
兵庫県,2913,61514.0,4.74
奈良県,603,22589.0,2.67
和歌山県,252,9793.0,2.57
鳥取県,36,5539.0,0.65
島根県,140,5943.0,2.36
岡山県,164,8654.0,1.9
広島県,641,24634.0,2.6
山口県,209,10725.0,1.95
徳島県,149,7104.0,2.1
香川県,96,11827.0,0.81
愛媛県,115,4192.0,2.74
高知県,139,3542.0,3.92
福岡県,5105,145841.0,3.5
佐賀県,249,6322.0,3.94
長崎県,241,20210.0,1.19
熊本県,714,17813.0,4.01
大分県,158,18432.0,0.86
宮崎県,344,8677.0,3.96
鹿児島県,456,20797.0,2.19
沖縄県,2769,45025.0,6.15
