pref,Positive,Tested,Percent
滋賀県,465,10102.0,4.6
京都府,1583,34296.0,4.62
大阪府,9169,149366.0,6.14
兵庫県,2360,47485.0,4.97
奈良県,539,15262.0,3.53
和歌山県,235,8816.0,2.67
鳥取県,22,4592.0,0.48
島根県,137,5027.0,2.73
岡山県,146,7049.0,2.07
広島県,460,18408.0,2.5
山口県,184,7349.0,2.5
徳島県,146,6389.0,2.29
香川県,85,8883.0,0.96
愛媛県,114,3884.0,2.94
高知県,134,3234.0,4.14
福岡県,4834,43293.0,11.17
佐賀県,242,5310.0,4.56
⾧崎県,234,15654.0,1.49
熊本県,551,12359.0,4.46
大分県,157,13756.0,1.14
宮崎県,339,8198.0,4.14
鹿児島県,371,16769.0,2.21
沖縄県,2238,26337.0,8.5
北海道,1834,47473.0,3.86
青森県,35,2153.0,1.63
岩手県,23,3458.0,0.67
宮城県,249,8369.0,2.98
秋田県,50,1841.0,2.72
山形県,78,3133.0,2.49
福島県,184,16069.0,1.15
茨城県,588,11350.0,5.18
栃木県,316,24434.0,1.29
群馬県,497,16123.0,3.08
埼玉県,4148,119096.0,3.48
千葉県,3258,60485.0,5.39
東京都,22019,360918.0,6.1
神奈川県,5523,125034.0,4.42
新潟県,146,13473.0,1.08
富山県,407,10437.0,3.9
石川県,712,9728.0,7.32
福井県,244,8967.0,2.72
山梨県,178,9851.0,1.81
⾧野県,292,16526.0,1.77
岐阜県,566,19111.0,2.96
静岡県,494,27924.0,1.77
愛知県,4719,59105.0,7.98
三重県,435,10665.0,4.08
