pref,Positive,Tested,Percent
滋賀県,696,14966.0,4.65
京都府,2356,58824.0,4.01
大阪府,16036,280378.0,5.72
兵庫県,4120,79834.0,5.16
奈良県,896,28985.0,3.09
和歌山県,346,11643.0,2.97
鳥取県,53,6156.0,0.86
島根県,142,6354.0,2.23
岡山県,430,14762.0,2.91
広島県,710,30887.0,2.3
山口県,285,13795.0,2.07
徳島県,174,7682.0,2.27
香川県,122,15450.0,0.79
愛媛県,144,4819.0,2.99
高知県,144,3693.0,3.9
福岡県,5420,184084.0,2.94
佐賀県,284,8340.0,3.41
⾧崎県,252,25087.0,1.0
熊本県,939,22475.0,4.18
大分県,189,23843.0,0.79
宮崎県,385,8852.0,4.35
鹿児島県,558,25132.0,2.22
沖縄県,3833,65427.0,5.86
北海道,5880,113037.0,5.2
青森県,280,6271.0,4.46
岩手県,86,6865.0,1.25
宮城県,1027,16829.0,6.1
秋田県,74,3152.0,2.35
山形県,100,7078.0,1.41
福島県,453,36109.0,1.25
茨城県,1071,15243.0,7.03
栃木県,527,48922.0,1.08
群馬県,974,33422.0,2.91
埼玉県,7122,212609.0,3.35
千葉県,6003,148372.0,4.05
東京都,35722,686965.0,5.2
神奈川県,10575,229196.0,4.61
新潟県,273,20328.0,1.34
富山県,435,15674.0,2.78
石川県,830,20120.0,4.13
福井県,289,12776.0,2.26
山梨県,291,12727.0,2.29
⾧野県,525,27127.0,1.94
岐阜県,855,30444.0,2.81
静岡県,978,50183.0,1.95
愛知県,7902,119953.0,6.59
三重県,645,17127.0,3.77
