pref,Positive,Tested,Percent
北海道,1399,27517.0,5.08
青森県,31,1410.0,2.2
岩手県,0,1438.0,0.0
宮城県,149,5668.0,2.63
秋田県,18,1115.0,1.61
山形県,75,2875.0,2.61
福島県,87,9499.0,0.92
茨城県,266,6889.0,3.86
栃木県,169,12860.0,1.31
群馬県,183,7869.0,2.33
埼玉県,2199,63477.0,3.46
千葉県,1571,26976.0,5.82
東京都,11861,176038.0,6.74
神奈川県,2356,17592.0,13.39
新潟県,99,6188.0,1.6
富山県,236,5165.0,4.57
石川県,316,3225.0,9.8
福井県,135,4729.0,2.85
山梨県,90,7130.0,1.26
長野県,102,6593.0,1.55
岐阜県,295,9692.0,3.04
静岡県,234,12049.0,1.94
愛知県,1282,21258.0,6.03
三重県,77,3977.0,1.94
滋賀県,163,4162.0,3.92
京都府,708,16927.0,4.18
大阪府,3651,68263.0,5.35
兵庫県,1059,24520.0,4.32
奈良県,221,8733.0,2.53
和歌山県,140,5954.0,2.35
鳥取県,10,2538.0,0.39
島根県,29,2782.0,1.04
岡山県,71,2765.0,2.57
広島県,286,11265.0,2.54
山口県,53,3779.0,1.4
徳島県,18,1621.0,1.11
香川県,46,4579.0,1.0
愛媛県,89,2930.0,3.04
高知県,80,2228.0,3.59
福岡県,1535,22681.0,6.77
佐賀県,72,2252.0,3.2
長崎県,61,6270.0,0.97
熊本県,157,5250.0,2.99
大分県,62,6408.0,0.97
宮崎県,106,3246.0,3.27
鹿児島県,232,10026.0,2.31
沖縄県,231,7034.0,3.28
