pref,Positive,Tested,Percent
滋賀県,593,14643.0,4.05
京都府,2101,54297.0,3.87
大阪府,13485,248414.0,5.43
兵庫県,3406,71350.0,4.77
奈良県,713,25726.0,2.77
和歌山県,280,10566.0,2.65
鳥取県,38,5786.0,0.66
島根県,141,6281.0,2.24
岡山県,323,11198.0,2.88
広島県,667,28463.0,2.34
山口県,223,11960.0,1.86
徳島県,167,7536.0,2.22
香川県,104,13911.0,0.75
愛媛県,117,4434.0,2.64
高知県,144,3667.0,3.93
福岡県,5268,170366.0,3.09
佐賀県,267,7480.0,3.57
長崎県,246,23361.0,1.05
熊本県,843,20618.0,4.09
大分県,160,21701.0,0.74
宮崎県,372,8807.0,4.22
鹿児島県,505,23324.0,2.17
沖縄県,3456,60623.0,5.7
北海道,3566,88202.0,4.04
青森県,269,5625.0,4.78
岩手県,29,5633.0,0.51
宮城県,822,14848.0,5.54
秋田県,67,2642.0,2.54
山形県,86,6747.0,1.27
福島県,410,30813.0,1.33
茨城県,796,14162.0,5.62
栃木県,496,45618.0,1.09
群馬県,918,30277.0,3.03
埼玉県,6132,194330.0,3.16
千葉県,5249,134785.0,3.89
東京都,32135,624458.0,5.15
神奈川県,9124,209445.0,4.36
新潟県,186,18193.0,1.02
富山県,424,15001.0,2.83
石川県,816,18304.0,4.46
福井県,257,11220.0,2.29
山梨県,225,11926.0,1.89
長野県,351,24098.0,1.46
岐阜県,726,27736.0,2.62
静岡県,707,44670.0,1.58
愛知県,6536,104509.0,6.25
三重県,587,16342.0,3.59
