pref,Positive,Tested,Percent
滋賀県,88,971.0,9.06
京都府,275,2906.0,9.46
大阪府,1382,5798.0,23.84
兵庫県,563,5972.0,9.43
奈良県,75,1071.0,7.0
和歌山県,49,2422.0,2.02
鳥取県,3,823.0,0.36
島根県,16,719.0,2.23
岡山県,19,908.0,2.09
広島県,139,3783.0,3.67
山口県,31,1144.0,2.71
徳島県,5,353.0,1.42
香川県,26,1350.0,1.93
愛媛県,47,938.0,5.01
高知県,70,1230.0,5.69
福岡県,560,7467.0,7.5
佐賀県,18,636.0,2.83
長崎県,16,1612.0,0.99
熊本県,41,2518.0,1.63
大分県,60,2752.0,2.18
宮崎県,17,965.0,1.76
鹿児島県,10,895.0,1.12
沖縄県,130,1583.0,8.21
北海道,495,4803.0,10.31
青森県,22,501.0,4.39
岩手県,0,256.0,0.0
宮城県,84,1438.0,5.84
秋田県,16,767.0,2.09
山形県,65,1759.0,3.7
福島県,65,1238.0,5.25
茨城県,151,3687.0,4.1
栃木県,52,1560.0,3.33
群馬県,131,2290.0,5.72
埼玉県,714,5432.0,13.14
千葉県,725,4284.0,16.92
東京都,3452,8959.0,38.53
神奈川県,841,4628.0,18.17
新潟県,61,2283.0,2.67
富山県,115,1633.0,7.04
石川県,199,1244.0,16.0
福井県,119,1233.0,9.65
山梨県,51,1813.0,2.81
長野県,56,1468.0,3.81
岐阜県,143,2197.0,6.51
静岡県,57,2292.0,2.49
愛知県,441,6033.0,7.31
三重県,43,1494.0,2.88
