pref,Positive,Tested,Percent
北海道,3868,91667.0,4.22
青森県,273,5899.0,4.63
岩手県,30,5655.0,0.53
宮城県,852,15141.0,5.63
秋田県,67,2642.0,2.54
山形県,87,6750.0,1.29
福島県,415,31746.0,1.31
茨城県,818,14162.0,5.78
栃木県,498,45794.0,1.09
群馬県,925,30551.0,3.03
埼玉県,6246,195066.0,3.2
千葉県,5354,135791.0,3.94
東京都,32618,627902.0,5.19
神奈川県,9340,209445.0,4.46
新潟県,195,18323.0,1.06
富山県,424,15001.0,2.83
石川県,822,18534.0,4.44
福井県,259,11262.0,2.3
山梨県,225,11926.0,1.89
⾧野県,370,24098.0,1.54
岐阜県,735,27945.0,2.63
静岡県,707,44670.0,1.58
愛知県,6731,106326.0,6.33
三重県,596,16342.0,3.65
滋賀県,601,14787.0,4.06
京都府,2101,54297.0,3.87
大阪府,13816,252221.0,5.48
兵庫県,3486,72674.0,4.8
奈良県,737,25726.0,2.86
和歌山県,288,10645.0,2.71
鳥取県,43,5889.0,0.73
島根県,141,6281.0,2.24
岡山県,338,11198.0,3.02
広島県,671,28463.0,2.36
山口県,225,11960.0,1.88
徳島県,167,7583.0,2.2
香川県,105,14148.0,0.74
愛媛県,117,4434.0,2.64
高知県,144,3680.0,3.91
福岡県,5280,171745.0,3.07
佐賀県,268,7618.0,3.52
⾧崎県,246,23574.0,1.04
熊本県,854,20847.0,4.1
大分県,161,21923.0,0.73
宮崎県,372,8807.0,4.22
鹿児島県,523,23324.0,2.24
沖縄県,3518,61098.0,5.76
