pref,Positive,Tested,Percent
滋賀県,740,25153.0,2.94
京都府,2409,60062.0,4.01
大阪府,17930,296260.0,6.05
兵庫県,4775,86024.0,5.55
奈良県,1010,29663.0,3.4
和歌山県,395,12428.0,3.18
鳥取県,53,15397.0,0.34
島根県,142,6498.0,2.19
岡山県,508,17220.0,2.95
広島県,750,31670.0,2.37
山口県,356,13795.0,2.58
徳島県,179,7750.0,2.31
香川県,131,15835.0,0.83
愛媛県,234,5534.0,4.23
高知県,148,3729.0,3.97
福岡県,5552,190077.0,2.92
佐賀県,293,8901.0,3.29
⾧崎県,254,25798.0,0.98
熊本県,970,23064.0,4.21
大分県,223,25048.0,0.89
宮崎県,433,8918.0,4.86
鹿児島県,592,25683.0,2.31
沖縄県,4015,67667.0,5.93
北海道,7163,128775.0,5.56
青森県,281,6373.0,4.41
岩手県,137,7787.0,1.76
宮城県,1100,18124.0,6.07
秋田県,74,3155.0,2.35
山形県,109,7236.0,1.51
福島県,478,37883.0,1.26
茨城県,1284,15503.0,8.28
栃木県,573,51197.0,1.12
群馬県,1045,34203.0,3.06
埼玉県,7704,217890.0,3.54
千葉県,6447,155589.0,4.14
東京都,38022,707444.0,5.37
神奈川県,11414,234414.0,4.87
新潟県,313,21125.0,1.48
富山県,446,16124.0,2.77
石川県,835,20711.0,4.03
福井県,303,13642.0,2.22
山梨県,298,12801.0,2.33
⾧野県,618,27741.0,2.23
岐阜県,932,31534.0,2.96
静岡県,1111,51416.0,2.16
愛知県,8819,125338.0,7.04
三重県,732,18271.0,4.01
