pref,Positive,Tested,Percent
滋賀県,96,1246.0,7.7
京都府,316,3950.0,8.0
大阪府,1599,8186.0,19.53
兵庫県,642,7076.0,9.07
奈良県,82,1397.0,5.87
和歌山県,60,2906.0,2.06
鳥取県,3,1003.0,0.3
島根県,23,806.0,2.85
岡山県,23,1141.0,2.02
広島県,153,4610.0,3.32
山口県,32,1265.0,2.53
徳島県,5,440.0,1.14
香川県,28,1537.0,1.82
愛媛県,47,1043.0,4.51
高知県,74,1398.0,5.29
福岡県,639,8736.0,7.31
佐賀県,38,950.0,4.0
長崎県,17,1911.0,0.89
熊本県,47,3002.0,1.57
大分県,60,3065.0,1.96
宮崎県,17,1068.0,1.59
鹿児島県,10,1199.0,0.83
沖縄県,141,1918.0,7.35
北海道,726,6312.0,11.5
青森県,26,613.0,4.24
岩手県,0,314.0,0.0
宮城県,88,1744.0,5.05
秋田県,16,827.0,1.93
山形県,68,2103.0,3.23
福島県,72,1664.0,4.33
茨城県,162,4473.0,3.62
栃木県,54,1857.0,2.91
群馬県,146,2596.0,5.62
埼玉県,843,7007.0,12.03
千葉県,806,5753.0,14.01
東京都,4120,10702.0,38.5
神奈川県,1002,5536.0,18.1
新潟県,75,2775.0,2.7
富山県,190,2137.0,8.89
石川県,250,1796.0,13.92
福井県,122,1588.0,7.68
山梨県,52,2117.0,2.46
長野県,66,1703.0,3.88
岐阜県,146,2362.0,6.18
静岡県,68,2635.0,2.58
愛知県,486,7036.0,6.91
三重県,45,1835.0,2.45
