pref,Positive,Tested,Percent
滋賀県,171,4368.0,3.91
京都府,758,17749.0,4.27
大阪府,4057,72661.0,5.58
兵庫県,1158,25952.0,4.46
奈良県,235,8733.0,2.69
和歌山県,150,6159.0,2.44
鳥取県,15,2785.0,0.54
島根県,29,2916.0,0.99
岡山県,79,2974.0,2.66
広島県,312,11610.0,2.69
山口県,53,3872.0,1.37
徳島県,25,1788.0,1.4
香川県,46,4635.0,0.99
愛媛県,89,3006.0,2.96
高知県,80,2252.0,3.55
福岡県,1756,23888.0,7.35
佐賀県,82,2407.0,3.41
長崎県,74,6830.0,1.08
熊本県,191,5498.0,3.47
大分県,66,6680.0,0.99
宮崎県,121,3985.0,3.04
鹿児島県,236,10464.0,2.26
沖縄県,395,8033.0,4.92
北海道,1413,28554.0,4.95
青森県,32,1445.0,2.21
岩手県,3,1480.0,0.2
宮城県,158,5843.0,2.7
秋田県,18,1146.0,1.57
山形県,76,2894.0,2.63
福島県,89,9845.0,0.9
茨城県,280,7081.0,3.95
栃木県,195,13517.0,1.44
群馬県,190,8173.0,2.32
埼玉県,2313,66219.0,3.49
千葉県,1656,28022.0,5.91
東京都,12691,187764.0,6.76
神奈川県,2484,18126.0,13.7
新潟県,111,6417.0,1.73
富山県,238,5323.0,4.47
石川県,321,3266.0,9.83
福井県,139,4852.0,2.86
山梨県,94,7260.0,1.29
長野県,105,7146.0,1.47
岐阜県,331,10353.0,3.2
静岡県,269,13280.0,2.03
愛知県,1609,22910.0,7.02
三重県,91,4322.0,2.11
