pref,Positive,Tested,Percent
滋賀県,100,2024.0,4.94
京都府,360,8864.0,4.06
大阪府,1785,34423.0,5.19
兵庫県,699,11771.0,5.94
奈良県,92,3240.0,2.84
和歌山県,63,3824.0,1.65
鳥取県,3,1411.0,0.21
島根県,24,1182.0,2.03
岡山県,25,1800.0,1.39
広島県,168,7360.0,2.28
山口県,37,1898.0,1.95
徳島県,5,798.0,0.63
香川県,28,2362.0,1.19
愛媛県,82,2497.0,3.28
高知県,74,1873.0,3.95
福岡県,810,14641.0,5.53
佐賀県,47,1523.0,3.09
長崎県,17,2993.0,0.57
熊本県,48,4080.0,1.18
大分県,60,4342.0,1.38
宮崎県,17,1461.0,1.16
鹿児島県,10,2157.0,0.46
沖縄県,142,2935.0,4.84
北海道,1137,16633.0,6.84
青森県,27,899.0,3.0
岩手県,0,769.0,0.0
宮城県,88,3168.0,2.78
秋田県,16,961.0,1.66
山形県,69,2470.0,2.79
福島県,81,5353.0,1.51
茨城県,168,4962.0,3.39
栃木県,66,5264.0,1.25
群馬県,151,4232.0,3.57
埼玉県,1017,25662.0,3.96
千葉県,915,15991.0,5.72
東京都,5448,16267.0,33.49
神奈川県,1399,11046.0,12.67
新潟県,83,4507.0,1.84
富山県,227,3587.0,6.33
石川県,299,2815.0,10.62
福井県,122,2953.0,4.13
山梨県,68,4648.0,1.46
長野県,76,2957.0,2.57
岐阜県,153,4095.0,3.74
静岡県,77,3653.0,2.11
愛知県,513,11072.0,4.63
三重県,45,2609.0,1.72
