pref,Positive,Tested,Percent
北海道,2986,80053.0,3.73
青森県,222,4814.0,4.61
岩手県,27,5309.0,0.51
宮城県,689,13900.0,4.96
秋田県,61,2487.0,2.45
山形県,86,6112.0,1.41
福島県,387,28967.0,1.34
茨城県,764,13826.0,5.53
栃木県,487,41890.0,1.16
群馬県,894,29150.0,3.07
埼玉県,5826,184831.0,3.15
千葉県,4997,125480.0,3.98
東京都,30881,595581.0,5.19
神奈川県,8646,199811.0,4.33
新潟県,183,17727.0,1.03
富山県,423,14487.0,2.92
石川県,806,17083.0,4.72
福井県,256,11058.0,2.32
山梨県,212,11693.0,1.81
長野県,339,23025.0,1.47
岐阜県,681,26803.0,2.54
静岡県,636,42455.0,1.5
愛知県,6079,97852.0,6.21
三重県,563,15683.0,3.59
滋賀県,547,14156.0,3.86
京都府,2014,52347.0,3.85
大阪府,12610,234636.0,5.37
兵庫県,3202,68117.0,4.7
奈良県,639,24620.0,2.6
和歌山県,274,10406.0,2.63
鳥取県,38,5770.0,0.66
島根県,141,6245.0,2.26
岡山県,273,11198.0,2.44
広島県,659,27466.0,2.4
山口県,213,11913.0,1.79
徳島県,164,7462.0,2.2
香川県,101,13467.0,0.75
愛媛県,116,4371.0,2.65
高知県,144,3640.0,3.96
福岡県,5217,163838.0,3.18
佐賀県,254,7074.0,3.59
長崎県,244,22311.0,1.09
熊本県,786,19224.0,4.09
大分県,159,20779.0,0.77
宮崎県,367,8791.0,4.17
鹿児島県,468,22179.0,2.11
沖縄県,3304,57775.0,5.72
