pref,Positive,Tested,Percent
北海道,8274,143394.0,5.77
青森県,287,6569.0,4.37
岩手県,183,9057.0,2.02
宮城県,1181,18642.0,6.34
秋田県,90,3500.0,2.57
山形県,122,7425.0,1.64
福島県,496,39392.0,1.26
茨城県,1508,16407.0,9.19
栃木県,619,53084.0,1.17
群馬県,1177,35486.0,3.32
埼玉県,8222,230760.0,3.56
千葉県,6864,161405.0,4.25
東京都,40210,750084.0,5.36
神奈川県,12327,249352.0,4.94
新潟県,329,22133.0,1.49
富山県,457,16966.0,2.69
石川県,846,21792.0,3.88
福井県,314,14585.0,2.15
山梨県,336,13459.0,2.5
⾧野県,691,30587.0,2.26
岐阜県,1034,33315.0,3.1
静岡県,1447,55546.0,2.61
愛知県,9632,135512.0,7.11
三重県,826,19848.0,4.16
滋賀県,777,27370.0,2.84
京都府,2585,64192.0,4.03
大阪府,19630,317766.0,6.18
兵庫県,5314,93326.0,5.69
奈良県,1106,31912.0,3.47
和歌山県,436,13187.0,3.31
鳥取県,58,16327.0,0.36
島根県,146,6772.0,2.16
岡山県,583,19205.0,3.04
広島県,785,34211.0,2.29
山口県,381,17013.0,2.24
徳島県,181,7809.0,2.32
香川県,138,16739.0,0.82
愛媛県,304,6862.0,4.43
高知県,149,3752.0,3.97
福岡県,5758,199025.0,2.89
佐賀県,307,9571.0,3.21
⾧崎県,265,26776.0,0.99
熊本県,1006,23727.0,4.24
大分県,273,27113.0,1.01
宮崎県,477,9431.0,5.06
鹿児島県,612,27152.0,2.25
沖縄県,4247,72029.0,5.9
