pref,Positive,Tested,Percent
滋賀県,478,11177.0,4.28
京都府,1659,38110.0,4.35
大阪府,10060,170193.0,5.91
兵庫県,2570,52326.0,4.91
奈良県,554,19076.0,2.9
和歌山県,236,9019.0,2.62
鳥取県,36,5218.0,0.69
島根県,137,5302.0,2.58
岡山県,148,7861.0,1.88
広島県,475,19573.0,2.43
山口県,195,8829.0,2.21
徳島県,147,6765.0,2.17
香川県,93,10074.0,0.92
愛媛県,114,3973.0,2.87
高知県,137,3400.0,4.03
福岡県,5003,46542.0,10.75
佐賀県,244,5686.0,4.29
長崎県,236,17268.0,1.37
熊本県,571,16066.0,3.55
大分県,158,15504.0,1.02
宮崎県,344,8455.0,4.07
鹿児島県,376,17562.0,2.14
沖縄県,2352,36091.0,6.52
北海道,1944,52889.0,3.68
青森県,35,2282.0,1.53
岩手県,23,3860.0,0.6
宮城県,365,9688.0,3.77
秋田県,53,1964.0,2.7
山形県,78,5035.0,1.55
福島県,221,18347.0,1.2
茨城県,624,12026.0,5.19
栃木県,387,27769.0,1.39
群馬県,663,18946.0,3.5
埼玉県,4433,131233.0,3.38
千葉県,3637,74434.0,4.89
東京都,24208,411359.0,5.88
神奈川県,6383,138519.0,4.61
新潟県,165,14589.0,1.13
富山県,410,11364.0,3.61
石川県,754,11545.0,6.53
福井県,244,9491.0,2.57
山梨県,180,10263.0,1.75
長野県,301,17873.0,1.68
岐阜県,597,21233.0,2.81
静岡県,517,31367.0,1.65
愛知県,5070,68983.0,7.35
三重県,470,11810.0,3.98
