pref,Positive,Tested,Percent
滋賀県,1,88.0,1.14
京都府,15,440.0,3.41
大阪府,81,,
兵庫県,35,443.0,7.9
奈良県,8,102.0,7.84
和歌山県,14,982.0,1.43
鳥取県,0,82.0,0.0
島根県,0,64.0,0.0
岡山県,0,125.0,0.0
広島県,1,290.0,0.34
山口県,3,113.0,2.65
徳島県,1,62.0,1.61
香川県,0,88.0,0.0
愛媛県,2,149.0,1.34
高知県,12,157.0,7.64
福岡県,3,492.0,0.61
佐賀県,0,47.0,0.0
長崎県,0,133.0,0.0
熊本県,6,,
大分県,1,137.0,0.73
宮崎県,1,78.0,1.28
鹿児島県,0,,
沖縄県,3,190.0,1.58
北海道,118,1069.0,11.04
青森県,0,58.0,0.0
岩手県,0,20.0,0.0
宮城県,1,94.0,1.06
秋田県,2,40.0,5.0
山形県,0,96.0,0.0
福島県,1,93.0,1.08
茨城県,0,302.0,0.0
栃木県,2,170.0,1.18
群馬県,1,81.0,1.23
埼玉県,12,264.0,4.55
千葉県,25,559.0,4.47
東京都,79,922.0,8.57
神奈川県,43,,
新潟県,11,,
富山県,0,44.0,0.0
石川県,7,134.0,5.22
福井県,0,71.0,0.0
山梨県,2,236.0,0.85
長野県,3,231.0,1.3
岐阜県,2,201.0,1.0
静岡県,2,,
愛知県,104,274.0,37.96
三重県,2,155.0,1.29
