pref,Positive,Tested,Percent
北海道,1809,45969.0,3.94
青森県,35,2104.0,1.66
岩手県,22,3307.0,0.67
宮城県,226,8111.0,2.79
秋田県,50,1816.0,2.75
山形県,78,3123.0,2.5
福島県,173,15569.0,1.11
茨城県,567,11063.0,5.13
栃木県,309,23568.0,1.31
群馬県,471,15322.0,3.07
埼玉県,4079,114213.0,3.57
千葉県,3160,58263.0,5.42
東京都,21475,344966.0,6.23
神奈川県,5285,120662.0,4.38
新潟県,145,13153.0,1.1
富山県,401,9850.0,4.07
石川県,681,9173.0,7.42
福井県,241,8577.0,2.81
山梨県,174,9693.0,1.8
長野県,284,15619.0,1.82
岐阜県,564,18722.0,3.01
静岡県,487,26858.0,1.81
愛知県,4604,56596.0,8.13
三重県,388,10081.0,3.85
滋賀県,459,9588.0,4.79
京都府,1512,32853.0,4.6
大阪府,8900,142305.0,6.25
兵庫県,2322,46127.0,5.03
奈良県,531,15262.0,3.48
和歌山県,231,8730.0,2.65
鳥取県,22,4575.0,0.48
島根県,137,4949.0,2.77
岡山県,146,7049.0,2.07
広島県,459,18176.0,2.53
山口県,178,7153.0,2.49
徳島県,145,6190.0,2.34
香川県,82,8602.0,0.95
愛媛県,114,3855.0,2.96
高知県,130,3174.0,4.1
福岡県,4755,42536.0,11.18
佐賀県,239,5259.0,4.54
長崎県,234,15279.0,1.53
熊本県,537,11869.0,4.52
大分県,153,13261.0,1.15
宮崎県,338,8161.0,4.14
鹿児島県,370,16322.0,2.27
沖縄県,2200,25134.0,8.75
(その他)県,149,0.0,inf
