pref,Positive,Tested,Percent
滋賀県,99,1686.0,5.87
京都府,358,7493.0,4.78
大阪府,1780,27552.0,6.46
兵庫県,699,10537.0,6.63
奈良県,91,2754.0,3.3
和歌山県,63,3602.0,1.75
鳥取県,3,1288.0,0.23
島根県,24,1078.0,2.23
岡山県,25,1621.0,1.54
広島県,167,6696.0,2.49
山口県,37,1653.0,2.24
徳島県,5,699.0,0.72
香川県,28,2065.0,1.36
愛媛県,78,1824.0,4.28
高知県,74,1732.0,4.27
福岡県,658,11715.0,5.62
佐賀県,47,1372.0,3.43
⾧崎県,17,2645.0,0.64
熊本県,48,3820.0,1.26
大分県,60,3801.0,1.58
宮崎県,17,1339.0,1.27
鹿児島県,10,1685.0,0.59
沖縄県,142,2806.0,5.06
北海道,1024,11648.0,8.79
青森県,27,810.0,3.33
岩手県,0,598.0,0.0
宮城県,88,2684.0,3.28
秋田県,16,920.0,1.74
山形県,69,2606.0,2.65
福島県,81,3682.0,2.2
茨城県,168,4469.0,3.76
栃木県,64,3336.0,1.92
群馬県,149,3396.0,4.39
埼玉県,998,18101.0,5.51
千葉県,904,13586.0,6.65
東京都,5136,14653.0,35.05
神奈川県,1322,8780.0,15.06
新潟県,83,3994.0,2.08
富山県,227,3067.0,7.4
石川県,294,2579.0,11.4
福井県,122,2430.0,5.02
山梨県,60,3602.0,1.67
⾧野県,76,2552.0,2.98
岐阜県,150,3173.0,4.73
静岡県,74,3369.0,2.2
愛知県,506,9525.0,5.31
三重県,45,2422.0,1.86
