pref,Positive,Tested,Percent
北海道,12715,224416.0,5.67
青森県,414,8969.0,4.62
岩手県,353,13489.0,2.62
宮城県,1930,23979.0,8.05
秋田県,113,4020.0,2.81
山形県,355,9902.0,3.59
福島県,844,53517.0,1.58
茨城県,2253,18432.0,12.22
栃木県,1165,68950.0,1.69
群馬県,2097,50358.0,4.16
埼玉県,12764,302203.0,4.22
千葉県,9912,217693.0,4.55
東京都,54902,953469.0,5.76
神奈川県,18693,334987.0,5.58
新潟県,486,26876.0,1.81
富山県,532,21295.0,2.5
石川県,1010,28493.0,3.54
福井県,343,18435.0,1.86
山梨県,509,14417.0,3.53
⾧野県,1088,45163.0,2.41
岐阜県,1933,61190.0,3.16
静岡県,2513,88334.0,2.84
愛知県,14918,191017.0,7.81
三重県,1198,29023.0,4.13
滋賀県,1013,35521.0,2.85
京都府,4105,87310.0,4.7
大阪府,28395,436421.0,6.51
兵庫県,8757,129557.0,6.76
奈良県,1812,46358.0,3.91
和歌山県,591,16086.0,3.67
鳥取県,79,23024.0,0.34
島根県,190,9344.0,2.03
岡山県,1217,31723.0,3.84
広島県,2680,65962.0,4.06
山口県,503,26760.0,1.88
徳島県,195,14665.0,1.33
香川県,265,22320.0,1.19
愛媛県,398,12026.0,3.31
高知県,604,5592.0,10.8
福岡県,7852,252163.0,3.11
佐賀県,439,14468.0,3.03
⾧崎県,457,37041.0,1.23
熊本県,1613,32961.0,4.89
大分県,603,40026.0,1.51
宮崎県,695,12114.0,5.74
鹿児島県,920,36020.0,2.55
沖縄県,5133,86213.0,5.95
