pref,Positive,Tested,Percent
北海道,1275,21408.0,5.96
⻘森県,27,1002.0,2.69
岩手県,0,1005.0,0.0
宮城県,95,3925.0,2.42
秋田県,16,999.0,1.6
山形県,69,2562.0,2.69
福島県,82,7105.0,1.15
茨城県,182,5417.0,3.36
栃木県,84,7707.0,1.09
群馬県,154,5246.0,2.94
埼玉県,1191,37440.0,3.18
千葉県,987,18715.0,5.27
東京都,6523,89886.0,7.26
神奈川県,1545,12898.0,11.98
新潟県,84,5054.0,1.66
富山県,228,4009.0,5.69
石川県,300,2922.0,10.27
福井県,122,3481.0,3.5
山梨県,75,5815.0,1.29
⻑野県,77,3334.0,2.31
岐阜県,160,5348.0,2.99
静岡県,86,7829.0,1.1
愛知県,525,13199.0,3.98
三重県,46,2920.0,1.58
滋賀県,103,2471.0,4.17
京都府,386,10600.0,3.64
大阪府,1851,41726.0,4.44
兵庫県,709,15205.0,4.66
奈良県,92,3943.0,2.33
和歌山県,64,4042.0,1.58
鳥取県,4,1504.0,0.27
島根県,24,1254.0,1.91
岡山県,28,1964.0,1.43
広島県,169,7907.0,2.14
山口県,37,2425.0,1.53
徳島県,6,943.0,0.64
香川県,28,2776.0,1.01
愛媛県,82,2629.0,3.12
高知県,74,1985.0,3.73
福岡県,858,16777.0,5.11
佐賀県,47,1659.0,2.83
⻑崎県,17,3324.0,0.51
熊本県,49,4310.0,1.14
大分県,60,5018.0,1.2
宮崎県,17,1589.0,1.07
鹿児島県,21,2654.0,0.79
沖縄県,142,3037.0,4.68
⻑崎船その他県,149,,
