pref,Positive,Tested,Percent
北海道,1170,17706.0,6.61
青森県,27,917.0,2.94
岩手県,0,788.0,0.0
宮城県,88,3314.0,2.66
秋田県,16,967.0,1.65
山形県,69,2479.0,2.78
福島県,81,5599.0,1.45
茨城県,168,5050.0,3.33
栃木県,66,5520.0,1.2
群馬県,151,4353.0,3.47
埼玉県,1021,27215.0,3.75
千葉県,919,16716.0,5.5
東京都,5592,16351.0,34.2
神奈川県,1411,11329.0,12.45
新潟県,83,4595.0,1.81
富山県,227,3661.0,6.2
石川県,299,2845.0,10.51
福井県,122,3028.0,4.03
山梨県,71,4911.0,1.45
長野県,76,3021.0,2.52
岐阜県,154,4259.0,3.62
静岡県,77,3680.0,2.09
愛知県,516,11375.0,4.54
三重県,45,2645.0,1.7
滋賀県,100,2091.0,4.78
京都府,360,9129.0,3.94
大阪府,1786,35176.0,5.08
兵庫県,699,11950.0,5.85
奈良県,92,3240.0,2.84
和歌山県,63,3856.0,1.63
鳥取県,3,1425.0,0.21
島根県,24,1202.0,2.0
岡山県,25,1833.0,1.36
広島県,168,7460.0,2.25
山口県,37,1938.0,1.91
徳島県,5,824.0,0.61
香川県,28,2380.0,1.18
愛媛県,82,2527.0,3.24
高知県,74,1893.0,3.91
福岡県,825,14991.0,5.5
佐賀県,47,1559.0,3.01
長崎県,17,3034.0,0.56
熊本県,48,4092.0,1.17
大分県,60,4421.0,1.36
宮崎県,17,1480.0,1.15
鹿児島県,11,2305.0,0.48
沖縄県,142,2962.0,4.79
