,Country,Infected,Deaths
0,中国,84385,4634
1,香港,3396,31
2,マカオ,46,0
3,日本,36689,1011
4,韓国,14366,301
5,台湾,474,7
6,シンガポール,52512,27
7,ネパール,20086,56
8,タイ,3312,58
9,ベトナム,590,3
10,マレーシア,8985,125
11,豪州,17269,201
12,米国,4620444,154447
13,カナダ,118523,8986
14,フランス,188003,30265
15,ドイツ,211005,9154
16,カンボジア,240,0
17,スリランカ,2815,11
18,アラブ首長国連邦,60760,351
19,フィンランド,7443,329
20,フィリピン,98232,2039
21,インド,1750723,37364
22,イタリア,247832,35146
23,英国,305572,46278
24,ロシア,843890,14034
25,スウェーデン,80422,5743
26,スペイン,288522,28445
27,ベルギー,69402,9845
28,エジプト,94316,4834
29,イラン,306752,16982
30,イスラエル,72218,526
31,レバノン,4730,61
32,クウェート,67448,453
33,バーレーン,41190,147
34,オマーン,79159,421
35,アフガニスタン,36710,1283
36,イラク,126704,4805
37,アルジェリア,30950,1223
38,オーストリア,21212,718
39,スイス,35070,1703
40,クロアチア,5224,145
41,ブラジル,2707877,93563
42,ジョージア,1171,17
43,パキスタン,278305,5951
44,北マケドニア,10891,493
45,ギリシア,4587,206
46,ノルウェー,9253,255
47,ルーマニア,52111,2379
48,デンマーク,14028,615
49,エストニア,2072,69
50,オランダ,55021,6167
51,サンマリノ,699,42
52,リトアニア,2093,80
53,ナイジェリア,43537,883
54,アイスランド,1893,10
55,アゼルバイジャン,32157,454
56,ベラルーシ,67946,563
57,ニュージーランド,1565,22
58,メキシコ,434193,47472
59,カタール,110911,174
60,ルクセンブルク,6793,116
61,モナコ,120,4
62,エクアドル,86232,5736
63,アイルランド,26109,1763
64,チェコ,16699,383
65,アルメニア,38841,749
66,ドミニカ共和国,71415,1170
67,インドネシア,109936,5193
68,アンドラ,925,52
69,ポルトガル,51310,1737
70,ラトビア,1238,32
71,セネガル,10284,209
72,サウジアラビア,277478,2887
73,ヨルダン,1208,11
74,アルゼンチン,196543,3596
75,チリ,357658,9533
76,ウクライナ,72609,1733
77,モロッコ,25015,367
78,チュニジア,1552,51
79,ハンガリー,4526,597
80,リヒテンシュタイン,88,1
81,ポーランド,46346,1721
82,スロベニア,2171,119
83,パレスチナ,12160,83
84,ボスニア・ヘルツェゴビナ,11876,339
85,南アフリカ,503290,8153
86,ブータン,102,0
87,カメルーン,17255,391
88,トーゴ,958,19
89,セルビア,25882,582
90,スロバキア,2337,29
91,バチカン,12,0
92,コロンビア,306181,10330
93,ペルー,407492,19021
94,コスタリカ,18187,154
95,マルタ,845,9
96,パラグアイ,5485,52
97,バングラデシュ,239860,3132
98,モルドバ,25113,788
99,ブルガリア,11836,385
100,モルディブ,3949,17
101,ブルネイ,141,3
102,キプロス,1124,19
103,アルバニア,5396,161
104,ブルキナファソ,1143,53
105,モンゴル,293,0
106,パナマ,66383,1449
107,ボリビア,78793,3064
108,ホンジュラス,42685,1368
109,コンゴ民主共和国,9084,215
110,ジャマイカ,883,10
111,トルコ,231869,5710
112,コートジボワール,16109,102
113,ガイアナ,430,20
114,キューバ,2633,87
115,トリニダード・トバゴ,173,8
116,スーダン,11738,752
117,ギニア,7308,46
118,エチオピア,17999,284
119,ケニア,21363,364
120,グアテマラ,50979,1959
121,ベネズエラ,19443,169
122,ガボン,7531,50
123,ガーナ,37014,182
124,アンティグア・バーブーダ,91,3
125,カザフスタン,90367,793
126,ウルグアイ,1278,35
127,ナミビア,2224,11
128,セーシェル,114,0
129,セントルシア,25,0
130,ルワンダ,2042,5
131,エスワティニ,2706,43
132,スリナム,1760,26
133,モーリタニア,6319,157
134,コソボ,8104,212
135,コンゴ共和国,3200,54
136,セントビンセント及びクレナディーン諸島,54,0
137,中央アフリカ,4614,59
138,ウズベキスタン,24783,147
139,赤道ギニア,4821,83
140,リベリア,1189,75
141,タンザニア,509,21
142,ソマリア,3212,93
143,ベナン,1805,36
144,バハマ,599,14
145,モンテネグロ,3198,50
146,バルバドス,122,7
147,キルギス,36299,1397
148,ザンビア,6228,165
149,ジブチ,5084,58
150,ガンビア,498,9
151,モーリシャス,344,10
152,フィジー,27,1
153,エルサルバドル,17050,459
154,チャド,936,75
155,ニカラグア,3672,116
156,マダガスカル,11273,107
157,ハイチ,7468,165
158,アンゴラ,1164,54
159,ニジェール,1136,69
160,パプアニューギニア,91,2
161,ジンバブエ,3659,69
162,カーボベルデ,2480,24
163,エリトリア,279,0
164,東ティモール,24,0
165,ウガンダ,1176,4
166,シリア,780,43
167,モザンビーク,1907,12
168,グレナダ,24,0
169,ベリーズ,56,2
170,ミャンマー,353,6
171,ドミニカ国,18,0
172,ラオス,20,0
173,ギニアビサウ,1981,27
174,マリ,2535,124
175,セントクリストファー・ネービス,17,0
176,リビア,3691,80
177,シエラレオネ,1823,67
178,ブルンジ,395,1
179,ボツワナ,804,2
180,マラウイ,4186,120
181,西サハラ,10,1
182,南スーダン共和国,2352,46
183,サントメ・プリンシペ,874,15
184,イエメン共和国,1730,494
185,タジキスタン共和国,7451,60
186,コモロ連合,386,7
187,レソト王国,702,14
188,ダイヤモンド・プリンセス,712,13
189,その他,9,2
190,計,17811201,684770
