,Country,Infected,Deaths
0,中国,82967,4634
1,香港,1056,4
2,マカオ,45,0
3,日本,16424,777
4,韓国,11122,264
5,台湾,440,7
6,シンガポール,29364,22
7,ネパール,427,2
8,タイ,3034,56
9,ベトナム,324,0
10,マレーシア,7009,114
11,豪州,7068,99
12,米国,1550959,93214
13,カナダ,79502,5955
14,フランス,143845,28132
15,ドイツ,178473,8144
16,カンボジア,122,0
17,スリランカ,1028,9
18,アラブ首長国連邦,26004,227
19,フィンランド,6443,301
20,フィリピン,13221,842
21,インド,106750,3303
22,イタリア,227364,32330
23,英国,248293,35704
24,ロシア,308260,2968
25,スウェーデン,31523,3831
26,スペイン,232555,27888
27,ベルギー,55983,9150
28,エジプト,14229,659
29,イラン,126949,7183
30,イスラエル,16667,277
31,レバノン,961,26
32,クウェート,17568,121
33,バーレーン,7888,12
34,オマーン,6043,27
35,アフガニスタン,8145,187
36,イラク,3724,131
37,アルジェリア,7542,561
38,オーストリア,16353,632
39,スイス,30576,1629
40,クロアチア,2234,96
41,ブラジル,291579,18859
42,ジョージア,713,12
43,パキスタン,45898,985
44,北マケドニア,1858,106
45,ギリシア,2850,165
46,ノルウェー,8281,233
47,ルーマニア,17387,1126
48,デンマーク,11315,551
49,エストニア,1794,64
50,オランダ,44447,5748
51,サンマリノ,656,41
52,リトアニア,1577,60
53,ナイジェリア,6677,192
54,アイスランド,1803,10
55,アゼルバイジャン,3631,41
56,ベラルーシ,32426,175
57,ニュージーランド,1503,21
58,メキシコ,54346,5666
59,カタール,37097,16
60,ルクセンブルク,3971,109
61,モナコ,97,1
62,エクアドル,34854,2888
63,アイルランド,24315,1561
64,チェコ,8721,302
65,アルメニア,5271,67
66,ドミニカ共和国,13477,441
67,インドネシア,19189,1221
68,アンドラ,762,51
69,ポルトガル,29660,1247
70,ラトビア,1016,21
71,セネガル,2714,30
72,サウジアラビア,62545,339
73,ヨルダン,672,9
74,アルゼンチン,9283,382
75,チリ,53617,544
76,ウクライナ,19230,564
77,モロッコ,7133,193
78,チュニジア,1044,47
79,ハンガリー,3598,470
80,リヒテンシュタイン,82,1
81,ポーランド,19739,948
82,スロベニア,1468,104
83,パレスチナ,398,4
84,ボスニア・ヘルツェゴビナ,2338,133
85,南アフリカ,18003,312
86,ジブラルタル（英領）,147,0
87,ブータン,21,0
88,カメルーン,3733,140
89,トーゴ,340,12
90,セルビア,10833,234
91,スロバキア,1496,28
92,バチカン,12,0
93,コロンビア,17687,592
94,ペルー,104020,3024
95,コスタリカ,897,10
96,マルタ,584,6
97,パラグアイ,833,11
98,バングラデシュ,26738,370
99,モルドバ,6553,224
100,ブルガリア,2292,116
101,モルディブ,1186,4
102,ブルネイ,141,1
103,キプロス,922,17
104,アルバニア,964,31
105,ブルキナファソ,809,52
106,チャンネル諸島（英王室属領）,1,0
107,モンゴル,140,0
108,パナマ,9977,279
109,ボリビア,4481,174
110,ホンジュラス,2955,146
111,コンゴ民主共和国,1731,60
112,ジャマイカ,520,9
113,トルコ,152587,4222
114,コートジボワール,2231,28
115,ガイアナ,125,10
116,ガーンジー（英領）,252,13
117,ジャージー（英領）,303,27
118,ケイマン諸島（英領）,94,1
119,キューバ,1900,79
120,トリニダード・トバゴ,116,8
121,スーダン,2728,111
122,ギニア,2863,18
123,エチオピア,389,5
124,ケニア,1029,50
125,グアテマラ,2133,38
126,ベネズエラ,824,10
127,ガボン,1567,12
128,ガーナ,6096,31
129,アンティグア・バーブーダ,25,3
130,カザフスタン,6969,35
131,ウルグアイ,746,20
132,アルバ,101,3
133,ナミビア,16,0
134,セーシェル,11,0
135,セントルシア,18,0
136,ルワンダ,314,0
137,エスワティニ,217,2
138,キュラソー,16,1
139,スリナム,11,1
140,モーリタニア,141,4
141,コソボ,989,29
142,コンゴ共和国,420,15
143,セントビンセント及びクレナディーン諸島,17,0
144,中央アフリカ,366,0
145,ウズベキスタン,2939,13
146,赤道ギニア,890,7
147,リベリア,238,23
148,タンザニア,509,21
149,ソマリア,1573,59
150,ベナン,130,2
151,バハマ,96,11
152,モンテネグロ,324,9
153,バルバドス,90,7
154,キルギス,1270,14
155,ザンビア,832,7
156,ジブチ,1828,7
157,ガンビア,24,1
158,モーリシャス,332,10
159,フィジー,18,0
160,エルサルバドル,1571,30
161,チャド,565,56
162,ニカラグア,254,8
163,モントセラト（英領）,11,1
164,マダガスカル,371,2
165,ハイチ,596,21
166,アンゴラ,52,3
167,ニジェール,920,55
168,パプアニューギニア,8,0
169,ジンバブエ,48,4
170,カーボベルデ,349,3
171,エリトリア,39,0
172,東ティモール,24,0
173,マン島（英王室属領）,335,24
174,ウガンダ,264,0
175,ニューカレドニア,18,0
176,シリア,58,3
177,モザンビーク,156,0
178,グレナダ,22,0
179,ベリーズ,18,2
180,バミューダ（英領）,125,9
181,ミャンマー,199,6
182,ドミニカ国,16,0
183,ラオス,19,0
184,タークス・カイコス諸島（英領）,12,1
185,ギニアビサウ,1089,6
186,マリ,931,53
187,セントクリストファー・ネービス,15,0
188,リビア,69,3
189,アンギラ（英領）,3,0
190,バージン諸島（英領）,8,1
191,シエラレオネ,570,33
192,ブルンジ,42,1
193,ボツワナ,25,1
194,マラウイ,71,3
195,ボネール、シント・ユースタティウス及びサバ,6,0
196,フォークランド諸島（英領）,13,0
197,西サハラ,6,0
198,南スーダン共和国,290,4
199,サントメ・プリンシペ,251,7
200,イエメン共和国,184,29
201,タジキスタン共和国,2140,44
202,コモロ連合,34,1
203,レソト王国,1,0
204,その他,712,13
205,計,4946749,326512
