,Country,Infected,Deaths
0,中国,82887,4633
1,香港,1045,4
2,マカオ,45,0
3,日本,15628,601
4,韓国,10840,256
5,台湾,440,6
6,シンガポール,21707,20
7,ネパール,102,0
8,タイ,3000,55
9,ベトナム,288,0
10,マレーシア,6535,107
11,豪州,6896,97
12,米国,1282003,77178
13,カナダ,65399,4471
14,フランス,138421,26230
15,ドイツ,170588,7510
16,カンボジア,122,0
17,スリランカ,824,9
18,アラブ首長国連邦,16793,165
19,フィンランド,5738,255
20,フィリピン,10463,696
21,インド,56342,1886
22,イタリア,217185,30201
23,英国,211364,31241
24,ロシア,187573,1720
25,スウェーデン,25265,3175
26,スペイン,222857,26251
27,ベルギー,52011,8521
28,エジプト,8476,482
29,イラン,104691,6541
30,イスラエル,16436,239
31,レバノン,796,25
32,クウェート,7208,44
33,バーレーン,4444,8
34,オマーン,3112,15
35,アフガニスタン,3778,105
36,イラク,2603,102
37,アルジェリア,5369,483
38,オーストリア,15774,609
39,スイス,30125,1525
40,クロアチア,2161,86
41,ブラジル,145328,9897
42,ジョージア,623,9
43,パキスタン,26435,594
44,北マケドニア,1586,89
45,ギリシア,2691,148
46,ノルウェー,8055,209
47,ルーマニア,14811,876
48,デンマーク,10416,514
49,エストニア,1725,56
50,オランダ,42093,5359
51,サンマリノ,623,41
52,リトアニア,1436,49
53,ナイジェリア,3526,107
54,アイスランド,1801,10
55,アゼルバイジャン,2279,28
56,ベラルーシ,21101,116
57,ニュージーランド,1490,21
58,メキシコ,29616,2961
59,カタール,20201,12
60,ルクセンブルク,3871,100
61,モナコ,95,1
62,エクアドル,28818,1704
63,アイルランド,22541,1403
64,チェコ,8065,270
65,アルメニア,3029,43
66,ドミニカ共和国,9376,373
67,インドネシア,13112,930
68,アンドラ,752,47
69,ポルトガル,27268,1114
70,ラトビア,928,18
71,セネガル,1551,13
72,サウジアラビア,35432,229
73,ヨルダン,508,9
74,アルゼンチン,5611,275
75,チリ,25972,285
76,ウクライナ,14195,361
77,モロッコ,5711,183
78,チュニジア,1026,44
79,ハンガリー,3178,392
80,リヒテンシュタイン,82,1
81,ポーランド,15366,755
82,スロベニア,1450,99
83,パレスチナ,375,4
84,ボスニア・ヘルツェゴビナ,2070,89
85,南アフリカ,8895,161
86,ジブラルタル（英領）,144,0
87,ブータン,7,0
88,カメルーン,2267,108
89,トーゴ,145,9
90,セルビア,9943,206
91,スロバキア,1455,26
92,バチカン,12,0
93,コロンビア,10051,397
94,ペルー,61847,1714
95,コスタリカ,773,6
96,マルタ,489,5
97,パラグアイ,563,10
98,バングラデシュ,13134,186
99,モルドバ,4728,145
100,ブルガリア,1872,84
101,モルディブ,744,3
102,ブルネイ,141,1
103,キプロス,891,21
104,アルバニア,850,31
105,ブルキナファソ,744,48
106,チャンネル諸島（英王室属領）,1,0
107,モンゴル,42,0
108,パナマ,7868,218
109,ボリビア,2081,91
110,ホンジュラス,1685,99
111,コンゴ民主共和国,897,36
112,ジャマイカ,488,9
113,トルコ,135569,3689
114,コートジボワール,1602,20
115,ガイアナ,94,10
116,ガーンジー（英領）,252,13
117,ジャージー（英領）,293,25
118,ケイマン諸島（英領）,78,1
119,キューバ,1741,73
120,トリニダード・トバゴ,116,8
121,スーダン,1111,52
122,ギニア,2009,11
123,エチオピア,194,4
124,ケニア,621,29
125,グアテマラ,832,21
126,ベネズエラ,381,10
127,ガボン,504,8
128,ガーナ,4012,18
129,アンティグア・バーブーダ,25,3
130,カザフスタン,4834,30
131,ウルグアイ,694,17
132,アルバ,101,2
133,ナミビア,16,0
134,セーシェル,11,0
135,セントルシア,18,0
136,ルワンダ,273,0
137,エスワティニ,159,2
138,キュラソー,16,1
139,スリナム,10,1
140,モーリタニア,8,1
141,コソボ,861,27
142,コンゴ共和国,274,10
143,セントビンセント及びクレナディーン諸島,17,0
144,中央アフリカ,94,0
145,ウズベキスタン,2325,10
146,赤道ギニア,439,4
147,リベリア,199,20
148,タンザニア,509,21
149,ソマリア,928,44
150,ベナン,242,2
151,バハマ,92,11
152,モンテネグロ,324,8
153,バルバドス,83,7
154,キルギス,906,12
155,ザンビア,167,4
156,ジブチ,1135,3
157,ガンビア,18,1
158,モーリシャス,332,10
159,フィジー,18,0
160,エルサルバドル,742,15
161,チャド,260,27
162,ニカラグア,16,5
163,モントセラト（英領）,11,1
164,マダガスカル,193,0
165,ハイチ,129,12
166,アンゴラ,43,2
167,ニジェール,795,42
168,パプアニューギニア,8,0
169,ジンバブエ,34,4
170,カーボベルデ,230,2
171,エリトリア,39,0
172,東ティモール,24,0
173,マン島（英王室属領）,327,23
174,ウガンダ,101,0
175,ニューカレドニア,18,0
176,シリア,47,3
177,モザンビーク,82,0
178,グレナダ,21,0
179,ベリーズ,18,2
180,バミューダ（英領）,118,7
181,ミャンマー,176,6
182,ドミニカ国,16,0
183,ラオス,19,0
184,タークス・カイコス諸島（英領）,12,1
185,ギニアビサウ,594,2
186,マリ,668,32
187,セントクリストファー・ネービス,15,0
188,リビア,64,3
189,アンギラ（英領）,3,0
190,バージン諸島（英領）,7,1
191,シエラレオネ,257,14
192,ブルンジ,15,1
193,ボツワナ,23,1
194,マラウイ,43,3
195,ボネール、シント・ユースタティウス及びサバ,6,0
196,フォークランド諸島（英領）,13,0
197,西サハラ,6,0
198,南スーダン共和国,120,0
199,サントメ・プリンシペ,208,4
200,イエメン共和国,34,6
201,タジキスタン共和国,522,16
202,コモロ連合,8,1
203,その他,712,13
204,計,3887643,273496
