,Country,Infected,Deaths
0,中国,83500,4634
1,香港,1197,7
2,マカオ,46,0
3,日本,18390,971
4,韓国,12715,282
5,台湾,447,7
6,シンガポール,43246,26
7,ネパール,12309,28
8,タイ,3162,58
9,ベトナム,355,0
10,マレーシア,8616,121
11,豪州,7686,104
12,米国,2510151,125539
13,カナダ,104878,8576
14,フランス,163019,29778
15,ドイツ,194458,8968
16,カンボジア,141,0
17,スリランカ,2033,11
18,アラブ首長国連邦,47360,311
19,フィンランド,7198,328
20,フィリピン,34803,1236
21,インド,528859,16095
22,イタリア,240136,34716
23,英国,311727,43598
24,ロシア,626779,8958
25,スウェーデン,65137,5280
26,スペイン,248469,28341
27,ベルギー,61209,9732
28,エジプト,63923,2708
29,イラン,220180,10364
30,イスラエル,23421,317
31,レバノン,1719,33
32,クウェート,44391,344
33,バーレーン,25267,78
34,オマーン,36953,159
35,アフガニスタン,30616,703
36,イラク,43262,1660
37,アルジェリア,12968,892
38,オーストリア,17580,700
39,スイス,31403,1681
40,クロアチア,2624,107
41,ブラジル,1313667,57070
42,ジョージア,921,14
43,パキスタン,202955,4118
44,北マケドニア,5906,277
45,ギリシア,3366,191
46,ノルウェー,8846,249
47,ルーマニア,26022,1589
48,デンマーク,12875,604
49,エストニア,1986,69
50,オランダ,50282,6124
51,サンマリノ,698,42
52,リトアニア,1813,78
53,ナイジェリア,24077,558
54,アイスランド,1836,10
55,アゼルバイジャン,15890,193
56,ベラルーシ,61095,377
57,ニュージーランド,1526,22
58,メキシコ,212802,26381
59,カタール,93663,110
60,ルクセンブルク,4217,110
61,モナコ,103,4
62,エクアドル,54574,4424
63,アイルランド,25437,1734
64,チェコ,11298,349
65,アルメニア,23909,421
66,ドミニカ共和国,30619,718
67,インドネシア,52812,2720
68,アンドラ,855,52
69,ポルトガル,41189,1561
70,ラトビア,1115,30
71,セネガル,6459,102
72,サウジアラビア,178504,1511
73,ヨルダン,1111,9
74,アルゼンチン,57744,1207
75,チリ,267766,5347
76,ウクライナ,42932,1121
77,モロッコ,11877,220
78,チュニジア,1168,50
79,ハンガリー,4138,578
80,リヒテンシュタイン,82,1
81,ポーランド,33714,1435
82,スロベニア,1572,109
83,パレスチナ,1815,4
84,ボスニア・ヘルツェゴビナ,3935,178
85,南アフリカ,131800,2413
86,ブータン,75,0
87,カメルーン,12592,313
88,トーゴ,615,14
89,セルビア,13792,267
90,スロバキア,1657,28
91,バチカン,12,0
92,コロンビア,84660,2946
93,ペルー,275989,9135
94,コスタリカ,2979,14
95,マルタ,670,9
96,パラグアイ,1942,15
97,バングラデシュ,133978,1695
98,モルドバ,16080,521
99,ブルガリア,4625,216
100,モルディブ,2305,8
101,ブルネイ,141,3
102,キプロス,994,19
103,アルバニア,2330,53
104,ブルキナファソ,941,53
105,モンゴル,219,0
106,パナマ,30658,592
107,ボリビア,30676,970
108,ホンジュラス,17007,479
109,コンゴ民主共和国,6690,153
110,ジャマイカ,690,10
111,トルコ,195883,5082
112,コートジボワール,8944,66
113,ガイアナ,230,12
114,キューバ,2330,86
115,トリニダード・トバゴ,126,8
116,スーダン,9257,572
117,ギニア,5291,30
118,エチオピア,5570,94
119,ケニア,5811,141
120,グアテマラ,16397,706
121,ベネズエラ,5130,42
122,ガボン,5209,40
123,ガーナ,16431,103
124,アンティグア・バーブーダ,65,3
125,カザフスタン,20319,166
126,ウルグアイ,924,26
127,ナミビア,136,0
128,セーシェル,20,0
129,セントルシア,19,0
130,ルワンダ,878,2
131,エスワティニ,745,8
132,スリナム,467,11
133,モーリタニア,4025,121
134,コソボ,2169,37
135,コンゴ共和国,1087,37
136,セントビンセント及びクレナディーン諸島,29,0
137,中央アフリカ,3429,45
138,ウズベキスタン,7682,20
139,赤道ギニア,2001,32
140,リベリア,729,34
141,タンザニア,509,21
142,ソマリア,2878,90
143,ベナン,1124,14
144,バハマ,104,11
145,モンテネグロ,469,9
146,バルバドス,97,7
147,キルギス,4513,46
148,ザンビア,1531,21
149,ジブチ,4643,52
150,ガンビア,44,2
151,モーリシャス,341,10
152,フィジー,18,0
153,エルサルバドル,5727,143
154,チャド,865,74
155,ニカラグア,2170,74
156,マダガスカル,2005,16
157,ハイチ,5777,100
158,アンゴラ,259,10
159,ニジェール,1062,67
160,パプアニューギニア,11,0
161,ジンバブエ,567,6
162,カーボベルデ,1091,12
163,エリトリア,191,0
164,東ティモール,24,0
165,ウガンダ,848,0
166,シリア,256,9
167,モザンビーク,839,5
168,グレナダ,23,0
169,ベリーズ,24,2
170,ミャンマー,296,6
171,ドミニカ国,18,0
172,ラオス,19,0
173,ギニアビサウ,1614,22
174,マリ,2118,113
175,セントクリストファー・ネービス,15,0
176,リビア,727,18
177,シエラレオネ,1410,59
178,ブルンジ,170,1
179,ボツワナ,92,1
180,マラウイ,1038,13
181,西サハラ,10,1
182,南スーダン共和国,1942,36
183,サントメ・プリンシペ,713,13
184,イエメン共和国,1103,296
185,タジキスタン共和国,5799,52
186,コモロ連合,272,7
187,レソト王国,24,0
188,ダイヤモンド・プリンセス,712,13
189,その他,9,2
190,計,9943065,498426
