,Country,Infected,Deaths
0,中国,85184,4634
1,香港,4939,100
2,マカオ,46,0
3,日本,75218,1439
4,韓国,22176,358
5,台湾,498,7
6,シンガポール,57357,27
7,ネパール,53120,336
8,タイ,3473,58
9,ベトナム,1060,35
10,マレーシア,9868,128
11,豪州,26651,810
12,米国,6485214,193693
13,カナダ,138164,9220
14,フランス,364267,30895
15,ドイツ,260817,9352
16,カンボジア,275,0
17,スリランカ,3195,12
18,アラブ首長国連邦,78849,399
19,フィンランド,8557,337
20,フィリピン,257863,4292
21,インド,4754356,78586
22,イタリア,286297,35603
23,英国,367592,41712
24,ロシア,1053663,18426
25,スウェーデン,86505,5846
26,スペイン,566326,29747
27,ベルギー,92478,9923
28,エジプト,100856,5627
29,イラン,399940,23029
30,イスラエル,152722,1103
31,レバノン,23669,239
32,クウェート,94211,558
33,バーレーン,59586,211
34,オマーン,88337,762
35,アフガニスタン,38641,1420
36,イラク,286778,7941
37,アルジェリア,48007,1605
38,オーストリア,32696,754
39,スイス,46130,1739
40,クロアチア,13368,218
41,ブラジル,4315687,131210
42,ジョージア,2075,19
43,パキスタン,301481,6379
44,北マケドニア,15694,646
45,ギリシア,13036,302
46,ノルウェー,12079,265
47,ルーマニア,102386,4127
48,デンマーク,19989,630
49,エストニア,2655,64
50,オランダ,84709,6291
51,サンマリノ,722,42
52,リトアニア,3296,86
53,ナイジェリア,56177,1078
54,アイスランド,2162,10
55,アゼルバイジャン,38172,559
56,ベラルーシ,73975,744
57,ニュージーランド,1797,24
58,メキシコ,663973,70604
59,カタール,121523,205
60,ルクセンブルク,7159,124
61,モナコ,169,1
62,エクアドル,116451,10864
63,アイルランド,30730,1783
64,チェコ,35401,453
65,アルメニア,45675,911
66,ドミニカ共和国,103092,1953
67,インドネシア,214746,8650
68,アンドラ,1344,53
69,ポルトガル,63310,1860
70,ラトビア,1464,35
71,セネガル,14237,295
72,サウジアラビア,325050,4240
73,ヨルダン,3062,22
74,アルゼンチン,546481,11263
75,チリ,432666,11895
76,ウクライナ,155558,3206
77,モロッコ,84435,1553
78,チュニジア,6635,107
79,ハンガリー,11825,633
80,リヒテンシュタイン,111,1
81,ポーランド,73650,2182
82,スロベニア,3603,135
83,パレスチナ,29906,210
84,ボスニア・ヘルツェゴビナ,23138,690
85,南アフリカ,648214,15427
86,ブータン,244,0
87,カメルーン,20009,415
88,トーゴ,1555,37
89,セルビア,32300,731
90,スロバキア,5453,38
91,バチカン,12,0
92,コロンビア,708964,22734
93,ペルー,716670,30470
94,コスタリカ,55454,590
95,マルタ,2274,15
96,パラグアイ,27324,514
97,バングラデシュ,336044,4702
98,モルドバ,42714,1117
99,ブルガリア,17891,717
100,モルディブ,9052,31
101,ブルネイ,145,3
102,キプロス,1523,22
103,アルバニア,11185,330
104,ブルキナファソ,1514,56
105,モンゴル,311,0
106,パナマ,101041,2155
107,ボリビア,125982,7297
108,ホンジュラス,67136,2065
109,コンゴ民主共和国,10385,262
110,ジャマイカ,3623,40
111,トルコ,289635,6999
112,コートジボワール,18916,119
113,ガイアナ,1812,54
114,キューバ,4653,108
115,トリニダード・トバゴ,2993,51
116,スーダン,13470,834
117,ギニア,10020,63
118,エチオピア,63888,996
119,ケニア,35969,619
120,グアテマラ,81658,2949
121,ベネズエラ,59630,477
122,ガボン,8643,53
123,ガーナ,45434,286
124,アンティグア・バーブーダ,95,3
125,カザフスタン,106803,1634
126,ウルグアイ,1780,45
127,ナミビア,9604,98
128,セーシェル,139,0
129,セントルシア,27,0
130,ルワンダ,4565,22
131,エスワティニ,5050,98
132,スリナム,4579,93
133,モーリタニア,7274,161
134,コソボ,12683,488
135,コンゴ共和国,4928,88
136,セントビンセント及びクレナディーン諸島,64,0
137,中央アフリカ,4749,62
138,ウズベキスタン,46721,384
139,赤道ギニア,4996,83
140,リベリア,1316,82
141,タンザニア,509,21
142,ソマリア,3376,98
143,ベナン,2242,40
144,バハマ,2928,67
145,モンテネグロ,6530,118
146,バルバドス,180,7
147,キルギス,44828,1063
148,ザンビア,13466,312
149,ジブチ,5394,61
150,ガンビア,3376,102
151,モーリシャス,361,10
152,フィジー,32,2
153,エルサルバドル,26851,782
154,チャド,1083,80
155,ニカラグア,4818,144
156,マダガスカル,15737,210
157,ハイチ,8478,219
158,アンゴラ,3335,132
159,ニジェール,1178,69
160,パプアニューギニア,508,5
161,ジンバブエ,7508,224
162,カーボベルデ,4711,44
163,エリトリア,361,0
164,東ティモール,27,0
165,ウガンダ,4703,52
166,シリア,3506,152
167,モザンビーク,5040,35
168,グレナダ,24,0
169,ベリーズ,1458,19
170,ミャンマー,2796,16
171,ドミニカ国,24,0
172,ラオス,23,0
173,ギニアビサウ,2275,39
174,マリ,2916,128
175,セントクリストファー・ネービス,17,0
176,リビア,22348,354
177,シエラレオネ,2096,72
178,ブルンジ,471,1
179,ボツワナ,2252,10
180,マラウイ,5678,177
181,西サハラ,10,1
182,南スーダン共和国,2578,49
183,サントメ・プリンシペ,906,15
184,イエメン共和国,2009,582
185,タジキスタン共和国,9014,72
186,コモロ連合,456,7
187,レソト王国,1245,33
188,ダイヤモンド・プリンセス,712,13
189,その他,9,2
190,計,28719931,919941
