,Country,Infected,Deaths
0,中国,83891,4634
1,香港,2633,18
2,マカオ,46,0
3,日本,29989,996
4,韓国,14175,299
5,台湾,458,7
6,シンガポール,50369,27
7,ネパール,18613,45
8,タイ,3291,58
9,ベトナム,420,0
10,マレーシア,8897,124
11,豪州,14935,161
12,米国,4233923,146935
13,カナダ,115789,8934
14,フランス,180612,30192
15,ドイツ,206667,9124
16,カンボジア,225,0
17,スリランカ,2782,11
18,アラブ首長国連邦,58913,344
19,フィンランド,7393,329
20,フィリピン,80448,1932
21,インド,1435616,32771
22,イタリア,246118,35107
23,英国,301020,45837
24,ロシア,811073,13249
25,スウェーデン,78997,5697
26,スペイン,272421,28432
27,ベルギー,66026,9821
28,エジプト,92062,4606
29,イラン,291172,15700
30,イスラエル,61956,470
31,レバノン,3750,51
32,クウェート,63773,433
33,バーレーン,39131,140
34,オマーン,76005,384
35,アフガニスタン,36157,1259
36,イラク,110032,4362
37,アルジェリア,27357,1155
38,オーストリア,20472,712
39,スイス,34215,1699
40,クロアチア,4857,136
41,ブラジル,2419091,87004
42,ジョージア,1131,16
43,パキスタン,273113,5822
44,北マケドニア,10086,460
45,ギリシア,4193,202
46,ノルウェー,9117,255
47,ルーマニア,44798,2187
48,デンマーク,13665,613
49,エストニア,2034,69
50,オランダ,53005,6159
51,サンマリノ,699,42
52,リトアニア,2008,80
53,ナイジェリア,40532,858
54,アイスランド,1847,10
55,アゼルバイジャン,30050,417
56,ベラルーシ,67132,534
57,ニュージーランド,1556,22
58,メキシコ,390516,43680
59,カタール,109305,165
60,ルクセンブルク,6272,112
61,モナコ,116,4
62,エクアドル,80694,5515
63,アイルランド,25881,1764
64,チェコ,15324,371
65,アルメニア,37317,705
66,ドミニカ共和国,62908,1063
67,インドネシア,98778,4781
68,アンドラ,897,52
69,ポルトガル,50164,1717
70,ラトビア,1219,31
71,セネガル,9681,191
72,サウジアラビア,266941,2733
73,ヨルダン,1168,11
74,アルゼンチン,162526,2939
75,チリ,345790,9112
76,ウクライナ,66261,1625
77,モロッコ,20278,313
78,チュニジア,1452,50
79,ハンガリー,4435,596
80,リヒテンシュタイン,86,1
81,ポーランド,43065,1671
82,スロベニア,2082,116
83,パレスチナ,10469,76
84,ボスニア・ヘルツェゴビナ,9767,280
85,南アフリカ,445433,6769
86,ブータン,95,0
87,カメルーン,16708,385
88,トーゴ,868,18
89,セルビア,23730,534
90,スロバキア,2179,28
91,バチカン,12,0
92,コロンビア,240795,8269
93,ペルー,375961,17843
94,コスタリカ,15229,104
95,マルタ,700,9
96,パラグアイ,4444,41
97,バングラデシュ,223453,2928
98,モルドバ,23034,735
99,ブルガリア,10427,340
100,モルディブ,3302,15
101,ブルネイ,141,3
102,キプロス,1057,19
103,アルバニア,4763,138
104,ブルキナファソ,1086,53
105,モンゴル,288,0
106,パナマ,60296,1294
107,ボリビア,69429,2583
108,ホンジュラス,39276,1116
109,コンゴ民主共和国,8831,204
110,ジャマイカ,842,10
111,トルコ,226100,5613
112,コートジボワール,15596,96
113,ガイアナ,370,20
114,キューバ,2495,87
115,トリニダード・トバゴ,147,8
116,スーダン,11385,717
117,ギニア,7008,43
118,エチオピア,13968,223
119,ケニア,17603,280
120,グアテマラ,45053,1734
121,ベネズエラ,15463,142
122,ガボン,6984,49
123,ガーナ,32969,168
124,アンティグア・バーブーダ,82,3
125,カザフスタン,83122,585
126,ウルグアイ,1192,34
127,ナミビア,1775,8
128,セーシェル,114,0
129,セントルシア,24,0
130,ルワンダ,1821,5
131,エスワティニ,2207,32
132,スリナム,1439,23
133,モーリタニア,6171,156
134,コソボ,6917,169
135,コンゴ共和国,3038,51
136,セントビンセント及びクレナディーン諸島,52,0
137,中央アフリカ,4599,59
138,ウズベキスタン,20531,116
139,赤道ギニア,3071,51
140,リベリア,1162,72
141,タンザニア,509,21
142,ソマリア,3178,93
143,ベナン,1770,35
144,バハマ,342,11
145,モンテネグロ,2799,43
146,バルバドス,110,7
147,キルギス,32813,1277
148,ザンビア,4481,139
149,ジブチ,5050,58
150,ガンビア,277,6
151,モーリシャス,344,10
152,フィジー,27,0
153,エルサルバドル,14630,400
154,チャド,915,75
155,ニカラグア,3439,108
156,マダガスカル,9295,85
157,ハイチ,7315,157
158,アンゴラ,932,40
159,ニジェール,1136,69
160,パプアニューギニア,62,0
161,ジンバブエ,2512,34
162,カーボベルデ,2307,22
163,エリトリア,263,0
164,東ティモール,24,0
165,ウガンダ,1115,2
166,シリア,650,38
167,モザンビーク,1669,11
168,グレナダ,23,0
169,ベリーズ,48,2
170,ミャンマー,350,6
171,ドミニカ国,18,0
172,ラオス,20,0
173,ギニアビサウ,1954,26
174,マリ,2510,123
175,セントクリストファー・ネービス,17,0
176,リビア,2669,60
177,シエラレオネ,1783,66
178,ブルンジ,361,1
179,ボツワナ,686,1
180,マラウイ,3640,99
181,西サハラ,10,1
182,南スーダン共和国,2262,45
183,サントメ・プリンシペ,863,14
184,イエメン共和国,1681,479
185,タジキスタン共和国,7192,59
186,コモロ連合,354,7
187,レソト王国,505,12
188,ダイヤモンド・プリンセス,712,13
189,その他,9,2
190,計,16214596,648354
