,Country,Infected,Deaths
0,中国,81518,3305
1,香港,682,4
2,マカオ,39,0
3,日本,1953,56
4,韓国,9786,162
5,台湾,306,5
6,シンガポール,879,3
7,ネパール,5,0
8,タイ,1524,9
9,ベトナム,203,0
10,マレーシア,2626,34
11,豪州,4359,18
12,米国,160020,3008
13,カナダ,7437,89
14,フランス,44550,3024
15,ドイツ,66711,645
16,カンボジア,107,0
17,スリランカ,122,2
18,アラブ首長国連邦,611,5
19,フィンランド,1313,13
20,フィリピン,1546,78
21,インド,1218,32
22,イタリア,101739,11591
23,英国,22141,1408
24,ロシア,1836,9
25,スウェーデン,4028,146
26,スペイン,85195,7340
27,ベルギー,11899,513
28,エジプト,656,40
29,イラン,41495,2757
30,イスラエル,4695,16
31,レバノン,446,10
32,クウェート,266,0
33,バーレーン,515,4
34,オマーン,179,0
35,アフガニスタン,170,4
36,イラク,630,42
37,アルジェリア,584,35
38,オーストリア,9377,108
39,スイス,15475,295
40,クロアチア,790,6
41,ブラジル,4579,159
42,ジョージア,103,0
43,パキスタン,1717,21
44,北マケドニア,285,7
45,ギリシア,1212,43
46,ノルウェー,4226,26
47,ルーマニア,2109,65
48,デンマーク,2755,72
49,エストニア,715,3
50,オランダ,11750,864
51,サンマリノ,230,25
52,リトアニア,491,7
53,ナイジェリア,131,1
54,アイスランド,1086,2
55,アゼルバイジャン,273,4
56,ベラルーシ,152,0
57,ニュージーランド,589,1
58,メキシコ,993,20
59,カタール,693,2
60,ルクセンブルク,1988,21
61,モナコ,49,0
62,エクアドル,1962,60
63,アイルランド,2910,46
64,チェコ,2976,16
65,アルメニア,482,3
66,ドミニカ共和国,901,42
67,インドネシア,1414,114
68,アンドラ,334,6
69,ポルトガル,6408,140
70,ラトビア,376,0
71,セネガル,162,0
72,サウジアラビア,1453,4
73,ヨルダン,268,3
74,アルゼンチン,820,23
75,チリ,2449,6
76,ウクライナ,548,11
77,モロッコ,556,27
78,チュニジア,312,8
79,ハンガリー,447,15
80,リヒテンシュタイン,62,0
81,ポーランド,2055,22
82,スロベニア,756,11
83,パレスチナ,116,1
84,ボスニア・,358,9
85,南アフリカ,1326,1
86,ジブラルタル（英領）,65,0
87,ブータン,4,0
88,カメルーン,139,2
89,トーゴ,30,1
90,セルビア,785,13
91,スロバキア,336,0
92,バチカン,6,0
93,コロンビア,798,12
94,ペルー,950,18
95,コスタリカ,330,2
96,マルタ,156,0
97,パラグアイ,64,3
98,バングラデシュ,49,5
99,モルドバ,298,2
100,ブルガリア,359,8
101,モルディブ,17,0
102,ブルネイ,127,1
103,キプロス,230,6
104,アルバニア,223,10
105,ブルキナファソ,246,12
106,チャンネル諸島,1,0
107,モンゴル,12,0
108,パナマ,989,17
109,ボリビア,97,0
110,ホンジュラス,139,2
111,コンゴ民主共和国,81,8
112,ジャマイカ,36,1
113,トルコ,10827,168
114,コートジボワール,165,0
115,ガイアナ,8,1
116,ガーンジー（英領）,39,0
117,ジャージー（英領）,63,2
118,ケイマン諸島（英領）,8,1
119,キューバ,170,3
120,トリニダード・トバゴ,82,3
121,スーダン,6,2
122,ギニア,22,0
123,エチオピア,23,0
124,ケニア,50,1
125,グアテマラ,36,1
126,ベネズエラ,135,0
127,ガボン,7,1
128,ガーナ,152,5
129,アンティグア・,7,0
130,カザフスタン,302,1
131,ウルグアイ,310,0
132,アルバ,46,0
133,ナミビア,11,0
134,セーシェル,8,0
135,セントルシア,9,0
136,ルワンダ,70,0
137,エスワティニ,9,0
138,キュラソー,7,1
139,スリナム,8,0
140,モーリタニア,5,0
141,コソボ,94,1
142,コンゴ共和国,19,0
143,セントビンセント及び,1,0
144,中央アフリカ,6,0
145,ウズベキスタン,149,2
146,赤道ギニア,12,0
147,リベリア,3,0
148,タンザニア,19,0
149,ソマリア,3,0
150,ベナン,6,0
151,バハマ,14,0
152,モンテネグロ,91,1
153,バルバドス,33,0
154,キルギス,94,0
155,ザンビア,35,0
156,ジブチ,18,0
157,ガンビア,4,1
158,モーリシャス,128,2
159,フィジー,5,0
160,エルサルバドル,30,0
161,チャド,5,0
162,ニカラグア,4,1
163,モントセラト（英領）,5,0
164,マダガスカル,43,0
165,ハイチ,15,0
166,アンゴラ,7,0
167,ニジェール,22,3
168,パプアニューギニア,1,0
169,ジンバブエ,7,1
170,カーボベルデ,6,0
171,エリトリア,12,0
172,東ティモール,1,0
173,マン島（英王室属領）,42,0
174,ウガンダ,33,0
175,ニューカレドニア,15,0
176,シリア,9,0
177,モザンビーク,8,0
178,グレナダ,9,0
179,ベリーズ,3,0
180,バミューダ（英領）,22,0
181,ミャンマー,14,0
182,ドミニカ国,11,0
183,ラオス,8,0
184,タークス・カイコス諸島（英領）,4,0
185,ギニアビサウ,8,0
186,マリ,25,0
187,セントクリストファー・,7,0
188,リビア,8,0
189,アンギラ（英領）,2,0
190,バージン諸島（英領）,2,0
