,Country,Infected,Deaths
0,中国,85646,4634
1,香港,5214,105
2,マカオ,46,0
3,日本,91431,1650
4,韓国,25035,441
5,台湾,531,7
6,シンガポール,57892,28
7,ネパール,121745,694
8,タイ,3669,59
9,ベトナム,1124,35
10,マレーシア,18129,170
11,豪州,27371,904
12,米国,7979709,217692
13,カナダ,194362,9756
14,フランス,782601,33050
15,ドイツ,352107,9739
16,カンボジア,283,0
17,スリランカ,5244,13
18,アラブ首長国連邦,111437,452
19,フィンランド,12944,350
20,フィリピン,348698,6497
21,インド,7307097,111266
22,イタリア,381602,36372
23,英国,676455,43383
24,ロシア,1346380,23350
25,スウェーデン,102407,5910
26,スペイン,921374,33553
27,ベルギー,191959,10327
28,エジプト,105033,6088
29,イラン,517835,29605
30,イスラエル,300201,2127
31,レバノン,58745,501
32,クウェート,114015,684
33,バーレーン,76954,289
34,オマーン,108296,1071
35,アフガニスタン,40026,1481
36,イラク,416802,10086
37,アルジェリア,53777,1827
38,オーストリア,60224,877
39,スイス,68450,1814
40,クロアチア,22534,344
41,ブラジル,5169386,152460
42,ジョージア,14440,113
43,パキスタン,321877,6621
44,北マケドニア,22170,815
45,ギリシア,23947,482
46,ノルウェー,16137,278
47,ルーマニア,168490,5674
48,デンマーク,34519,677
49,エストニア,3980,68
50,オランダ,209799,6749
51,サンマリノ,759,42
52,リトアニア,6760,110
53,ナイジェリア,60982,1116
54,アイスランド,3837,10
55,アゼルバイジャン,43280,619
56,ベラルーシ,85734,916
57,ニュージーランド,1880,25
58,メキシコ,834910,85285
59,カタール,128803,222
60,ルクセンブルク,10244,133
61,モナコ,253,2
62,エクアドル,150360,12306
63,アイルランド,46429,1838
64,チェコ,149010,1230
65,アルメニア,59995,1046
66,ドミニカ共和国,120066,2189
67,インドネシア,349160,12268
68,アンドラ,3190,59
69,ポルトガル,93294,2128
70,ラトビア,3056,41
71,セネガル,15348,316
72,サウジアラビア,341062,5127
73,ヨルダン,33009,282
74,アルゼンチン,949063,25342
75,チリ,486496,13434
76,ウクライナ,289022,5443
77,モロッコ,163650,2772
78,チュニジア,34790,512
79,ハンガリー,41732,1052
80,リヒテンシュタイン,183,1
81,ポーランド,149903,3308
82,スロベニア,10683,176
83,パレスチナ,46100,401
84,ボスニア・ヘルツェゴビナ,32224,972
85,南アフリカ,698184,18309
86,ブータン,316,0
87,カメルーン,21441,423
88,トーゴ,1996,51
89,セルビア,35454,770
90,スロバキア,24225,71
91,バチカン,26,0
92,コロンビア,936982,28457
93,ペルー,859740,33577
94,コスタリカ,93152,1159
95,マルタ,4160,45
96,パラグアイ,52596,1150
97,バングラデシュ,384559,5608
98,モルドバ,65076,1530
99,ブルガリア,27507,944
100,モルディブ,11113,35
101,ブルネイ,147,3
102,キプロス,2285,25
103,アルバニア,16212,439
104,ブルキナファソ,2335,65
105,モンゴル,320,0
106,パナマ,122883,2529
107,ボリビア,139319,8407
108,ホンジュラス,86089,2552
109,コンゴ民主共和国,10935,281
110,ジャマイカ,8067,160
111,トルコ,342143,9080
112,コートジボワール,20257,120
113,ガイアナ,3620,107
114,キューバ,6062,123
115,トリニダード・トバゴ,5194,93
116,スーダン,13691,836
117,ギニア,11255,70
118,エチオピア,87169,1325
119,ケニア,43143,805
120,グアテマラ,99765,3453
121,ベネズエラ,85469,720
122,ガボン,8869,54
123,ガーナ,47173,310
124,アンティグア・バーブーダ,112,3
125,カザフスタン,109202,1768
126,ウルグアイ,2417,51
127,ナミビア,12103,130
128,セーシェル,148,0
129,セントルシア,31,0
130,ルワンダ,4953,33
131,エスワティニ,5733,115
132,スリナム,5094,109
133,モーリタニア,7585,163
134,コソボ,16502,650
135,コンゴ共和国,5156,92
136,セントビンセント及びクレナディーン諸島,64,0
137,中央アフリカ,4855,62
138,ウズベキスタン,62278,518
139,赤道ギニア,5068,83
140,リベリア,1374,82
141,タンザニア,509,21
142,ソマリア,3864,99
143,ベナン,2496,41
144,バハマ,5385,112
145,モンテネグロ,14672,221
146,バルバドス,218,7
147,キルギス,50589,1099
148,ザンビア,15659,346
149,ジブチ,5443,61
150,ガンビア,3644,118
151,モーリシャス,415,10
152,フィジー,32,2
153,エルサルバドル,31061,908
154,チャド,1350,92
155,ニカラグア,5353,154
156,マダガスカル,16754,237
157,ハイチ,8925,231
158,アンゴラ,7096,228
159,ニジェール,1207,69
160,パプアニューギニア,578,7
161,ジンバブエ,8075,231
162,カーボベルデ,7444,79
163,エリトリア,422,0
164,東ティモール,29,0
165,ウガンダ,10117,96
166,シリア,4931,238
167,モザンビーク,10537,73
168,グレナダ,25,0
169,ベリーズ,2682,41
170,ミャンマー,32351,765
171,ドミニカ国,33,0
172,ラオス,23,0
173,ギニアビサウ,2389,41
174,マリ,3368,132
175,セントクリストファー・ネービス,19,0
176,リビア,46676,681
177,シエラレオネ,2323,73
178,ブルンジ,529,1
179,ボツワナ,3914,20
180,マラウイ,5836,181
181,西サハラ,10,1
182,南スーダン共和国,2807,55
183,サントメ・プリンシペ,929,15
184,イエメン共和国,2053,596
185,タジキスタン共和国,10374,80
186,コモロ連合,496,7
187,レソト王国,1833,42
188,ソロモン諸島,3,0
189,ダイヤモンド・プリンセス,712,13
190,その他,9,2
191,計,38783199,1096962
