,Country,Infected,Deaths
0,中国,86512,4634
1,香港,6124,109
2,マカオ,46,0
3,日本,144653,2106
4,韓国,33824,523
5,台湾,648,7
6,シンガポール,58205,29
7,ネパール,230723,1454
8,タイ,3977,60
9,ベトナム,1341,35
10,マレーシア,63176,354
11,豪州,27892,907
12,米国,13244417,266047
13,カナダ,368279,11993
14,フランス,2210114,51986
15,ドイツ,1052494,16181
16,カンボジア,315,0
17,スリランカ,22988,109
18,アラブ首長国連邦,166502,569
19,フィンランド,24307,393
20,フィリピン,427797,8333
21,インド,9392919,136696
22,イタリア,1564532,54363
23,英国,1609141,58127
24,ロシア,2223500,38676
25,スウェーデン,243129,6681
26,スペイン,1628208,44668
27,ベルギー,574448,16461
28,エジプト,115183,6621
29,イラン,935799,47486
30,イスラエル,334789,2854
31,レバノン,125678,991
32,クウェート,142195,875
33,バーレーン,86645,341
34,オマーン,122579,1391
35,アフガニスタン,45966,1752
36,イラク,548821,12200
37,アルジェリア,81212,2393
38,オーストリア,275661,3018
39,スイス,317017,4236
40,クロアチア,123693,1655
41,ブラジル,6290272,172561
42,ジョージア,127942,1195
43,パキスタン,395185,7985
44,北マケドニア,60723,1699
45,ギリシア,103034,2223
46,ノルウェー,35546,328
47,ルーマニア,465982,11045
48,デンマーク,78874,823
49,エストニア,11698,109
50,オランダ,521639,9403
51,サンマリノ,1586,45
52,リトアニア,58212,482
53,ナイジェリア,67330,1171
54,アイスランド,5371,26
55,アゼルバイジャン,114025,1323
56,ベラルーシ,133324,1143
57,ニュージーランド,2050,25
58,メキシコ,1101403,105459
59,カタール,138477,237
60,ルクセンブルク,33409,300
61,モナコ,607,3
62,エクアドル,190909,13371
63,アイルランド,71942,2050
64,チェコ,518649,8054
65,アルメニア,133594,2121
66,ドミニカ共和国,142653,2328
67,インドネシア,527999,16646
68,アンドラ,6610,76
69,ポルトガル,290706,4363
70,ラトビア,16561,193
71,セネガル,16027,332
72,サウジアラビア,356911,5870
73,ヨルダン,210709,2626
74,アルゼンチン,1413375,38322
75,チリ,548941,15322
76,ウクライナ,728834,12485
77,モロッコ,349688,5739
78,チュニジア,94980,3153
79,ハンガリー,204708,4516
80,リヒテンシュタイン,1253,15
81,ポーランド,973593,16746
82,スロベニア,74257,1336
83,パレスチナ,81890,704
84,ボスニア・ヘルツェゴビナ,86710,2576
85,南アフリカ,785139,21439
86,ブータン,396,0
87,カメルーン,24117,437
88,トーゴ,2946,64
89,セルビア,163035,1484
90,スロバキア,104632,798
91,バチカン,27,0
92,コロンビア,1299613,36401
93,ペルー,960368,35879
94,コスタリカ,137093,1690
95,マルタ,9609,132
96,パラグアイ,81131,1731
97,バングラデシュ,460619,6580
98,モルドバ,105852,2269
99,ブルガリア,141747,3749
100,モルディブ,12947,46
101,ブルネイ,150,3
102,キプロス,10231,48
103,アルバニア,36790,787
104,ブルキナファソ,2816,68
105,モンゴル,784,0
106,パナマ,163453,3039
107,ボリビア,144592,8949
108,ホンジュラス,107513,2905
109,コンゴ民主共和国,12608,333
110,ジャマイカ,10669,251
111,トルコ,578347,13373
112,コートジボワール,21261,131
113,ガイアナ,5338,149
114,キューバ,8173,133
115,トリニダード・トバゴ,6630,118
116,スーダン,17404,1235
117,ギニア,13039,76
118,エチオピア,108930,1695
119,ケニア,82605,1445
120,グアテマラ,121798,4161
121,ベネズエラ,101760,892
122,ガボン,9191,59
123,ガーナ,51379,323
124,アンティグア・バーブーダ,141,4
125,カザフスタン,130865,1990
126,ウルグアイ,5511,75
127,ナミビア,14285,150
128,セーシェル,173,0
129,セントルシア,252,2
130,ルワンダ,5891,47
131,エスワティニ,6406,121
132,スリナム,5312,117
133,モーリタニア,8458,172
134,コソボ,38431,989
135,コンゴ共和国,5774,94
136,セントビンセント及びクレナディーン諸島,85,0
137,中央アフリカ,4913,63
138,ウズベキスタン,72718,608
139,赤道ギニア,5153,85
140,リベリア,1595,83
141,タンザニア,509,21
142,ソマリア,4451,113
143,ベナン,2974,43
144,バハマ,7496,163
145,モンテネグロ,34454,481
146,バルバドス,270,7
147,キルギス,71971,1262
148,ザンビア,17589,357
149,ジブチ,5676,61
150,ガンビア,3731,123
151,モーリシャス,501,10
152,フィジー,38,2
153,エルサルバドル,38405,1107
154,チャド,1663,101
155,ニカラグア,5784,160
156,マダガスカル,17341,251
157,ハイチ,9272,232
158,アンゴラ,15087,345
159,ニジェール,1484,70
160,パプアニューギニア,645,7
161,ジンバブエ,9822,275
162,カーボベルデ,10700,105
163,エリトリア,577,0
164,東ティモール,30,0
165,ウガンダ,19944,201
166,シリア,7715,409
167,モザンビーク,15586,129
168,グレナダ,41,0
169,ベリーズ,5647,144
170,ミャンマー,87977,1887
171,ドミニカ国,85,0
172,ラオス,39,0
173,ギニアビサウ,2422,43
174,マリ,4659,149
175,セントクリストファー・ネービス,22,0
176,リビア,81273,1153
177,シエラレオネ,2410,74
178,ブルンジ,681,1
179,ボツワナ,10258,31
180,マラウイ,6025,185
181,西サハラ,10,1
182,南スーダン共和国,3104,61
183,サントメ・プリンシペ,989,17
184,イエメン共和国,2160,615
185,タジキスタン共和国,12118,86
186,コモロ連合,611,7
187,レソト王国,2109,44
188,ソロモン諸島,17,0
189,マーシャル諸島共和国,4,0
190,バヌアツ共和国,1,0
191,ダイヤモンド・プリンセス,712,13
192,その他,9,2
193,計,62191430,1451863
