,Country,Infected,Deaths
0,中国,86307,4634
1,香港,5431,108
2,マカオ,46,0
3,日本,113298,1867
4,韓国,28133,488
5,台湾,589,7
6,シンガポール,58102,28
7,ネパール,204242,1189
8,タイ,3861,60
9,ベトナム,1253,35
10,マレーシア,43791,303
11,豪州,27676,907
12,米国,10552821,242423
13,カナダ,285936,10828
14,フランス,1876539,42587
15,ドイツ,762832,12216
16,カンボジア,301,0
17,スリランカ,15723,48
18,アラブ首長国連邦,146735,523
19,フィンランド,18542,365
20,フィリピン,402820,7721
21,インド,8728795,128668
22,イタリア,1066401,43589
23,英国,1293715,51020
24,ロシア,1843678,31755
25,スウェーデン,171365,6122
26,スペイン,1437220,40461
27,ベルギー,520393,13891
28,エジプト,110095,6417
29,イラン,726585,40121
30,イスラエル,322159,2706
31,レバノン,100703,775
32,クウェート,134932,830
33,バーレーン,84192,332
34,オマーン,119442,1326
35,アフガニスタン,42795,1591
36,イラク,511806,11532
37,アルジェリア,65108,2111
38,オーストリア,181642,1608
39,スイス,242578,2765
40,クロアチア,75922,925
41,ブラジル,5781582,164281
42,ジョージア,69681,599
43,パキスタン,352296,7092
44,北マケドニア,43835,1238
45,ギリシア,66637,959
46,ノルウェー,27228,291
47,ルーマニア,334236,8510
48,デンマーク,59478,755
49,エストニア,6881,76
50,オランダ,437376,8375
51,サンマリノ,1190,42
52,リトアニア,29812,244
53,ナイジェリア,64728,1162
54,アイスランド,5160,25
55,アゼルバイジャン,70216,905
56,ベラルーシ,110455,1027
57,ニュージーランド,1995,25
58,メキシコ,991835,97056
59,カタール,135132,234
60,ルクセンブルク,25218,211
61,モナコ,532,2
62,エクアドル,177513,12946
63,アイルランド,66632,1965
64,チェコ,446675,5755
65,アルメニア,112680,1668
66,ドミニカ共和国,131636,2274
67,インドネシア,452291,14933
68,アンドラ,5616,75
69,ポルトガル,198011,3181
70,ラトビア,9381,107
71,セネガル,15744,326
72,サウジアラビア,352160,5605
73,ヨルダン,132086,1547
74,アルゼンチン,1284519,34782
75,チリ,526438,14699
76,ウクライナ,515755,9422
77,モロッコ,276821,4570
78,チュニジア,76106,2151
79,ハンガリー,126790,2784
80,リヒテンシュタイン,905,4
81,ポーランド,641496,9080
82,スロベニア,50870,686
83,パレスチナ,60784,542
84,ボスニア・ヘルツェゴビナ,68293,1750
85,南アフリカ,744732,20076
86,ブータン,369,0
87,カメルーン,22490,433
88,トーゴ,2605,60
89,セルビア,73765,955
90,スロバキア,81772,464
91,バチカン,27,0
92,コロンビア,1174012,33491
93,ペルー,928006,35031
94,コスタリカ,120939,1527
95,マルタ,7646,88
96,パラグアイ,69653,1543
97,バングラデシュ,427198,6140
98,モルドバ,86038,1969
99,ブルガリア,90725,1970
100,モルディブ,12085,41
101,ブルネイ,148,3
102,キプロス,6646,34
103,アルバニア,26211,598
104,ブルキナファソ,2586,67
105,モンゴル,412,0
106,パナマ,143352,2830
107,ボリビア,142889,8825
108,ホンジュラス,101468,2804
109,コンゴ民主共和国,11692,318
110,ジャマイカ,9634,225
111,トルコ,404894,11233
112,コートジボワール,20882,127
113,ガイアナ,4662,138
114,キューバ,7487,131
115,トリニダード・トバゴ,5930,111
116,スーダン,14401,1116
117,ギニア,12537,74
118,エチオピア,101248,1554
119,ケニア,66723,1203
120,グアテマラ,113543,3858
121,ベネズエラ,96140,841
122,ガボン,9048,57
123,ガーナ,49957,320
124,アンティグア・バーブーダ,131,3
125,カザフスタン,119129,1899
126,ウルグアイ,3795,63
127,ナミビア,13345,135
128,セーシェル,160,0
129,セントルシア,148,2
130,ルワンダ,5319,41
131,エスワティニ,6060,117
132,スリナム,5261,114
133,モーリタニア,7900,165
134,コソボ,26888,785
135,コンゴ共和国,5379,92
136,セントビンセント及びクレナディーン諸島,77,0
137,中央アフリカ,4888,62
138,ウズベキスタン,69560,593
139,赤道ギニア,5104,85
140,リベリア,1468,82
141,タンザニア,509,21
142,ソマリア,4301,107
143,ベナン,2844,43
144,バハマ,7124,155
145,モンテネグロ,25509,364
146,バルバドス,249,7
147,キルギス,64887,1193
148,ザンビア,17056,350
149,ジブチ,5641,61
150,ガンビア,3697,122
151,モーリシャス,468,10
152,フィジー,35,2
153,エルサルバドル,36030,1028
154,チャド,1578,100
155,ニカラグア,5661,158
156,マダガスカル,17223,249
157,ハイチ,9160,232
158,アンゴラ,13053,315
159,ニジェール,1282,69
160,パプアニューギニア,599,7
161,ジンバブエ,8696,255
162,カーボベルデ,9694,102
163,エリトリア,493,0
164,東ティモール,30,0
165,ウガンダ,15217,143
166,シリア,6486,333
167,モザンビーク,14094,104
168,グレナダ,32,0
169,ベリーズ,4596,75
170,ミャンマー,65598,1508
171,ドミニカ国,68,0
172,ラオス,24,0
173,ギニアビサウ,2419,43
174,マリ,3792,138
175,セントクリストファー・ネービス,19,0
176,リビア,71804,985
177,シエラレオネ,2387,74
178,ブルンジ,623,1
179,ボツワナ,8225,27
180,マラウイ,5958,185
181,西サハラ,10,1
182,南スーダン共和国,2960,59
183,サントメ・プリンシペ,963,16
184,イエメン共和国,2071,605
185,タジキスタン共和国,11496,84
186,コモロ連合,574,7
187,レソト王国,2026,44
188,ソロモン諸島,16,0
189,マーシャル諸島共和国,1,0
190,バヌアツ共和国,1,0
191,ダイヤモンド・プリンセス,712,13
192,その他,9,2
193,計,52686373,1292733
