,Country,Infected,Deaths
0,中国,84871,4634
1,香港,4524,69
2,マカオ,46,0
3,日本,56685,1115
4,韓国,15761,306
5,台湾,485,7
6,シンガポール,55838,27
7,ネパール,27241,107
8,タイ,3378,58
9,ベトナム,983,25
10,マレーシア,9212,125
11,豪州,23773,438
12,米国,5438325,170497
13,カナダ,124218,9075
14,フランス,218751,30410
15,ドイツ,226700,9236
16,カンボジア,273,0
17,スリランカ,2900,11
18,アラブ首長国連邦,64541,364
19,フィンランド,7752,334
20,フィリピン,164474,2681
21,インド,2702681,51797
22,イタリア,254235,35400
23,英国,321064,41454
24,ロシア,925558,15707
25,スウェーデン,85045,5787
26,スペイン,359082,28646
27,ベルギー,78534,9944
28,エジプト,96590,5173
29,イラン,345450,19804
30,イスラエル,94751,692
31,レバノン,9337,105
32,クウェート,76827,502
33,バーレーン,47185,173
34,オマーン,83226,588
35,アフガニスタン,37599,1375
36,イラク,180133,5954
37,アルジェリア,39025,1379
38,オーストリア,23534,729
39,スイス,38031,1715
40,クロアチア,6656,166
41,ブラジル,3359570,108536
42,ジョージア,1341,17
43,パキスタン,289215,6175
44,北マケドニア,12840,547
45,ギリシア,7222,230
46,ノルウェー,10060,261
47,ルーマニア,71194,3029
48,デンマーク,16127,621
49,エストニア,2192,63
50,オランダ,64980,6194
51,サンマリノ,699,42
52,リトアニア,2436,81
53,ナイジェリア,49485,977
54,アイスランド,2014,10
55,アゼルバイジャン,34343,508
56,ベラルーシ,69589,613
57,ニュージーランド,1643,22
58,メキシコ,525733,57023
59,カタール,115368,193
60,ルクセンブルク,7469,124
61,モナコ,148,4
62,エクアドル,101751,6083
63,アイルランド,27313,1774
64,チェコ,20202,399
65,アルメニア,41701,824
66,ドミニカ共和国,86737,1481
67,インドネシア,141370,6207
68,アンドラ,1005,53
69,ポルトガル,54234,1779
70,ラトビア,1323,32
71,セネガル,12237,256
72,サウジアラビア,299914,3436
73,ヨルダン,1398,11
74,アルゼンチン,299126,5814
75,チリ,387502,10513
76,ウクライナ,95007,2122
77,モロッコ,43558,681
78,チュニジア,2185,56
79,ハンガリー,4946,608
80,リヒテンシュタイン,94,1
81,ポーランド,57279,1885
82,スロベニア,2429,129
83,パレスチナ,16844,113
84,ボスニア・ヘルツェゴビナ,16111,486
85,南アフリカ,589886,11982
86,ブータン,141,0
87,カメルーン,18582,403
88,トーゴ,1154,27
89,セルビア,29782,677
90,スロバキア,2907,31
91,バチカン,12,0
92,コロンビア,476660,15372
93,ペルー,535946,26281
94,コスタリカ,29084,304
95,マルタ,1375,9
96,パラグアイ,10135,145
97,バングラデシュ,279144,3694
98,モルドバ,30377,908
99,ブルガリア,14500,512
100,モルディブ,5909,23
101,ブルネイ,142,3
102,キプロス,1351,20
103,アルバニア,7499,230
104,ブルキナファソ,1280,55
105,モンゴル,298,0
106,パナマ,82543,1788
107,ボリビア,101223,4123
108,ホンジュラス,50995,1583
109,コンゴ民主共和国,9706,243
110,ジャマイカ,1129,14
111,トルコ,250542,5996
112,コートジボワール,17107,110
113,ガイアナ,709,23
114,キューバ,3364,88
115,トリニダード・トバゴ,588,12
116,スーダン,12410,803
117,ギニア,8620,51
118,エチオピア,31336,544
119,ケニア,30365,482
120,グアテマラ,62944,2389
121,ベネズエラ,34802,288
122,ガボン,8270,53
123,ガーナ,42653,239
124,アンティグア・バーブーダ,93,3
125,カザフスタン,103300,1269
126,ウルグアイ,1457,40
127,ナミビア,4344,36
128,セーシェル,127,0
129,セントルシア,25,0
130,ルワンダ,2540,8
131,エスワティニ,3894,73
132,スリナム,3077,48
133,モーリタニア,6762,157
134,コソボ,11275,390
135,コンゴ共和国,3831,76
136,セントビンセント及びクレナディーン諸島,58,0
137,中央アフリカ,4667,61
138,ウズベキスタン,35702,236
139,赤道ギニア,4821,83
140,リベリア,1277,82
141,タンザニア,509,21
142,ソマリア,3257,93
143,ベナン,2063,39
144,バハマ,1329,19
145,モンテネグロ,4085,80
146,バルバドス,152,7
147,キルギス,41991,1496
148,ザンビア,9839,264
149,ジブチ,5372,59
150,ガンビア,1872,63
151,モーリシャス,346,10
152,フィジー,28,1
153,エルサルバドル,23193,618
154,チャド,959,76
155,ニカラグア,4115,128
156,マダガスカル,13886,171
157,ハイチ,7897,196
158,アンゴラ,1935,88
159,ニジェール,1167,69
160,パプアニューギニア,333,3
161,ジンバブエ,5308,135
162,カーボベルデ,3203,36
163,エリトリア,285,0
164,東ティモール,25,0
165,ウガンダ,1560,15
166,シリア,1764,68
167,モザンビーク,2914,19
168,グレナダ,24,0
169,ベリーズ,475,4
170,ミャンマー,376,6
171,ドミニカ国,18,0
172,ラオス,22,0
173,ギニアビサウ,2117,33
174,マリ,2640,125
175,セントクリストファー・ネービス,17,0
176,リビア,8579,157
177,シエラレオネ,1956,69
178,ブルンジ,413,1
179,ボツワナ,1308,3
180,マラウイ,5125,162
181,西サハラ,10,1
182,南スーダン共和国,2490,47
183,サントメ・プリンシペ,885,15
184,イエメン共和国,1882,535
185,タジキスタン共和国,8099,64
186,コモロ連合,405,7
187,レソト王国,946,30
188,ダイヤモンド・プリンセス,712,13
189,その他,9,2
190,計,21843823,773737
