,Country,Infected,Deaths
0,中国,82929,4633
1,香港,1051,4
2,マカオ,45,0
3,日本,16079,687
4,韓国,10991,260
5,台湾,440,7
6,シンガポール,25346,21
7,ネパール,243,0
8,タイ,3017,56
9,ベトナム,288,0
10,マレーシア,6779,109
11,豪州,6964,97
12,米国,1389935,84106
13,カナダ,71486,5209
14,フランス,140734,27074
15,ドイツ,174098,7861
16,カンボジア,122,0
17,スリランカ,893,9
18,アラブ首長国連邦,20386,203
19,フィンランド,6054,275
20,フィリピン,11618,772
21,インド,74281,2415
22,イタリア,222104,31106
23,英国,229705,33186
24,ロシア,241932,2208
25,スウェーデン,27909,3460
26,スペイン,228691,27104
27,ベルギー,53981,8843
28,エジプト,10431,544
29,イラン,112725,6783
30,イスラエル,16548,262
31,レバノン,878,26
32,クウェート,11028,75
33,バーレーン,5816,9
34,オマーン,4019,17
35,アフガニスタン,5226,127
36,イラク,3032,112
37,アルジェリア,6253,515
38,オーストリア,15997,623
39,スイス,30413,1560
40,クロアチア,2213,91
41,ブラジル,188974,13149
42,ジョージア,647,11
43,パキスタン,34336,737
44,北マケドニア,1694,92
45,ギリシア,2760,152
46,ノルウェー,8175,228
47,ルーマニア,16002,1002
48,デンマーク,10865,533
49,エストニア,1751,61
50,オランダ,43211,5562
51,サンマリノ,643,41
52,リトアニア,1505,50
53,ナイジェリア,4971,158
54,アイスランド,1802,10
55,アゼルバイジャン,2758,33
56,ベラルーシ,25825,149
57,ニュージーランド,1497,21
58,メキシコ,40186,4220
59,カタール,26539,14
60,ルクセンブルク,3904,102
61,モナコ,96,1
62,エクアドル,30486,2334
63,アイルランド,23401,1488
64,チェコ,8269,283
65,アルメニア,3718,48
66,ドミニカ共和国,11196,402
67,インドネシア,15438,1007
68,アンドラ,760,48
69,ポルトガル,28132,1163
70,ラトビア,951,18
71,セネガル,2105,19
72,サウジアラビア,44830,273
73,ヨルダン,582,9
74,アルゼンチン,6879,317
75,チリ,34381,346
76,ウクライナ,16425,439
77,モロッコ,6512,188
78,チュニジア,1032,45
79,ハンガリー,3341,430
80,リヒテンシュタイン,82,1
81,ポーランド,17204,839
82,スロベニア,1463,102
83,パレスチナ,375,4
84,ボスニア・ヘルツェゴビナ,2181,116
85,南アフリカ,12074,206
86,ジブラルタル（英領）,147,0
87,ブータン,11,0
88,カメルーン,2800,125
89,トーゴ,219,11
90,セルビア,10295,220
91,スロバキア,1469,27
92,バチカン,12,0
93,コロンビア,12930,479
94,ペルー,76306,2169
95,コスタリカ,815,7
96,マルタ,508,5
97,パラグアイ,740,10
98,バングラデシュ,17822,250
99,モルドバ,5406,182
100,ブルガリア,2069,95
101,モルディブ,955,3
102,ブルネイ,141,1
103,キプロス,905,23
104,アルバニア,880,31
105,ブルキナファソ,773,51
106,チャンネル諸島（英王室属領）,1,0
107,モンゴル,42,0
108,パナマ,8783,249
109,ボリビア,2964,122
110,ホンジュラス,2080,116
111,コンゴ民主共和国,1169,50
112,ジャマイカ,507,9
113,トルコ,143114,3952
114,コートジボワール,1912,21
115,ガイアナ,113,10
116,ガーンジー（英領）,252,13
117,ジャージー（英領）,294,25
118,ケイマン諸島（英領）,84,1
119,キューバ,1810,78
120,トリニダード・トバゴ,116,8
121,スーダン,1661,80
122,ギニア,2374,11
123,エチオピア,263,5
124,ケニア,737,36
125,グアテマラ,1199,26
126,ベネズエラ,423,10
127,ガボン,863,9
128,ガーナ,5408,22
129,アンティグア・バーブーダ,25,3
130,カザフスタン,5417,32
131,ウルグアイ,719,19
132,アルバ,101,3
133,ナミビア,16,0
134,セーシェル,11,0
135,セントルシア,18,0
136,ルワンダ,287,0
137,エスワティニ,187,2
138,キュラソー,16,1
139,スリナム,10,1
140,モーリタニア,15,1
141,コソボ,919,29
142,コンゴ共和国,333,11
143,セントビンセント及びクレナディーン諸島,17,0
144,中央アフリカ,143,0
145,ウズベキスタン,2612,10
146,赤道ギニア,522,6
147,リベリア,213,20
148,タンザニア,509,21
149,ソマリア,1219,52
150,ベナン,327,2
151,バハマ,93,11
152,モンテネグロ,324,9
153,バルバドス,85,7
154,キルギス,1044,12
155,ザンビア,446,7
156,ジブチ,1268,3
157,ガンビア,23,1
158,モーリシャス,332,10
159,フィジー,18,0
160,エルサルバドル,1037,18
161,チャド,372,40
162,ニカラグア,25,5
163,モントセラト（英領）,11,1
164,マダガスカル,212,0
165,ハイチ,219,16
166,アンゴラ,45,2
167,ニジェール,860,47
168,パプアニューギニア,8,0
169,ジンバブエ,37,4
170,カーボベルデ,289,2
171,エリトリア,39,0
172,東ティモール,24,0
173,マン島（英王室属領）,330,23
174,ウガンダ,139,0
175,ニューカレドニア,18,0
176,シリア,48,3
177,モザンビーク,104,0
178,グレナダ,21,0
179,ベリーズ,18,2
180,バミューダ（英領）,119,8
181,ミャンマー,181,6
182,ドミニカ国,16,0
183,ラオス,19,0
184,タークス・カイコス諸島（英領）,12,1
185,ギニアビサウ,836,3
186,マリ,758,40
187,セントクリストファー・ネービス,15,0
188,リビア,64,3
189,アンギラ（英領）,3,0
190,バージン諸島（英領）,7,1
191,シエラレオネ,387,20
192,ブルンジ,15,1
193,ボツワナ,24,1
194,マラウイ,63,3
195,ボネール、シント・ユースタティウス及びサバ,6,0
196,フォークランド諸島（英領）,13,0
197,西サハラ,6,0
198,南スーダン共和国,203,0
199,サントメ・プリンシペ,220,4
200,イエメン共和国,70,11
201,タジキスタン共和国,801,23
202,コモロ連合,11,1
203,レソト王国,1,0
204,その他,712,13
205,計,4299697,296017
