,Country,Infected,Deaths
0,中国,80754,3136
1,香港,115,3
2,マカオ,10,0
3,韓国,7513,54
4,台湾,45,1
5,シンガポール,160,0
6,ネパール,1,0
7,タイ,50,1
8,ベトナム,30,0
9,マレーシア,117,0
10,豪州,80,3
11,米国,554,17
12,カナダ,72,1
13,フランス,1412,30
14,ドイツ,1139,2
15,カンボジア,2,0
16,スリランカ,1,0
17,アラブ首長国連邦,45,0
18,フィンランド,30,0
19,フィリピン,24,1
20,インド,34,0
21,イタリア,9172,463
22,英国,319,4
23,ロシア,17,0
24,スウェーデン,248,0
25,スペイン,1024,28
26,ベルギー,239,0
27,エジプト,55,1
28,イラン,7161,237
29,イスラエル,39,0
30,レバノン,32,0
31,クウェート,64,0
32,バーレーン,87,0
33,オマーン,16,0
34,アフガニスタン,4,0
35,イラク,60,6
36,アルジェリア,20,0
37,オーストリア,131,0
38,スイス,374,2
39,クロアチア,12,0
40,ブラジル,25,0
41,ジョージア,15,0
42,パキスタン,6,0
43,北マケドニア,3,0
44,ギリシア,84,0
45,ノルウェー,192,0
46,ルーマニア,15,0
47,デンマーク,90,0
48,エストニア,10,0
49,オランダ,321,3
50,サンマリノ,37,1
51,リトアニア,1,0
52,ナイジェリア,2,0
53,アイスランド,55,0
54,アゼルバイジャン,9,0
55,ベラルーシ,6,0
56,ニュージーランド,5,0
57,メキシコ,7,0
58,カタール,15,0
59,ルクセンブルク,5,0
60,モナコ,1,0
61,エクアドル,15,0
62,アイルランド,21,0
63,チェコ,32,0
64,アルメニア,1,0
65,ドミニカ共和国,2,0
66,インドネシア,19,0
67,アンドラ,1,0
68,ポルトガル,30,0
69,ラトビア,3,0
70,セネガル,4,0
71,サウジアラビア,15,0
72,ヨルダン,1,0
73,アルゼンチン,12,1
74,チリ,10,0
75,ウクライナ,1,0
76,モロッコ,2,0
77,チュニジア,2,0
78,ハンガリー,9,0
79,リヒテンシュタイン,1,0
80,ポーランド,16,0
81,スロベニア,16,0
82,パレスチナ,19,0
83,ボスニア・ヘルツェゴビナ,2,0
84,南アフリカ,3,0
85,ジブラルタル（英領）,1,0
86,ブータン,1,0
87,カメルーン,2,0
88,トーゴ,1,0
89,セルビア,1,0
90,スロバキア,5,0
91,バチカン,1,0
92,コロンビア,1,0
93,ペルー,6,0
94,コスタリカ,9,0
95,マルタ,3,0
96,パラグアイ,1,0
97,バングラデシュ,3,0
98,モルドバ,1,0
99,ブルガリア,4,0
100,モルディブ,4,0
101,ブルネイ,1,0
102,キプロス,2,0
103,アルバニア,2,0
