,Country,Infected,Deaths
0,中国,86398,4634
1,香港,5492,108
2,マカオ,46,0
3,日本,125267,1943
4,韓国,30017,501
5,台湾,609,7
6,シンガポール,58139,28
7,ネパール,215020,1276
8,タイ,3892,60
9,ベトナム,1304,35
10,マレーシア,51680,326
11,豪州,27792,907
12,米国,11715316,252535
13,カナダ,319175,11314
14,フランス,2077755,46760
15,ドイツ,891525,13662
16,カンボジア,304,0
17,スリランカ,18841,73
18,アラブ首長国連邦,155254,544
19,フィンランド,20286,374
20,フィリピン,413430,7998
21,インド,9004365,132162
22,イタリア,1308528,47870
23,英国,1456940,53870
24,ロシア,1998966,34525
25,スウェーデン,201055,6340
26,スペイン,1541574,42291
27,ベルギー,550264,15196
28,エジプト,111955,6508
29,イラン,815117,43417
30,イスラエル,327049,2742
31,レバノン,111946,868
32,クウェート,138822,859
33,バーレーン,85317,337
34,オマーン,121360,1365
35,アフガニスタン,44228,1650
36,イラク,529226,11834
37,アルジェリア,71652,2224
38,オーストリア,228683,2116
39,スイス,279572,3377
40,クロアチア,93879,1200
41,ブラジル,5981767,168061
42,ジョージア,93092,853
43,パキスタン,368665,7561
44,北マケドニア,51213,1423
45,ギリシア,85261,1347
46,ノルウェー,31441,305
47,ルーマニア,393851,9596
48,デンマーク,67621,773
49,エストニア,8715,86
50,オランダ,474641,8846
51,サンマリノ,1358,43
52,リトアニア,40492,341
53,ナイジェリア,65839,1165
54,アイスランド,5231,25
55,アゼルバイジャン,83994,1053
56,ベラルーシ,119390,1074
57,ニュージーランド,2013,25
58,メキシコ,1019543,100104
59,カタール,136649,235
60,ルクセンブルク,29243,254
61,モナコ,573,3
62,エクアドル,183246,13073
63,アイルランド,69473,2010
64,チェコ,481755,6874
65,アルメニア,121979,1870
66,ドミニカ共和国,136183,2301
67,インドネシア,483518,15600
68,アンドラ,6066,76
69,ポルトガル,243009,3701
70,ラトビア,11722,141
71,セネガル,15835,329
72,サウジアラビア,354527,5729
73,ヨルダン,169395,2053
74,アルゼンチン,1349434,36532
75,チリ,536012,14955
76,ウクライナ,600152,10694
77,モロッコ,311554,5090
78,チュニジア,83772,2541
79,ハンガリー,161461,3472
80,リヒテンシュタイン,1072,8
81,ポーランド,796798,12088
82,スロベニア,61034,964
83,パレスチナ,67296,598
84,ボスニア・ヘルツェゴビナ,76757,2153
85,南アフリカ,759658,20671
86,ブータン,378,0
87,カメルーン,23528,435
88,トーゴ,2771,63
89,セルビア,104097,1110
90,スロバキア,91578,579
91,バチカン,27,0
92,コロンビア,1225490,34761
93,ペルー,939931,35317
94,コスタリカ,128231,1599
95,マルタ,8560,104
96,パラグアイ,74495,1636
97,バングラデシュ,441159,6305
98,モルドバ,93961,2091
99,ブルガリア,114435,2649
100,モルディブ,12452,45
101,ブルネイ,148,3
102,キプロス,7979,41
103,アルバニア,30623,657
104,ブルキナファソ,2686,68
105,モンゴル,555,0
106,パナマ,151089,2922
107,ボリビア,143756,8889
108,ホンジュラス,103488,2839
109,コンゴ民主共和国,12008,323
110,ジャマイカ,10088,235
111,トルコ,430170,11943
112,コートジボワール,21083,129
113,ガイアナ,4976,143
114,キューバ,7725,131
115,トリニダード・トバゴ,6233,113
116,スーダン,15299,1179
117,ギニア,12713,75
118,エチオピア,104427,1607
119,ケニア,74145,1330
120,グアテマラ,117066,4050
121,ベネズエラ,98665,863
122,ガボン,9116,59
123,ガーナ,50631,323
124,アンティグア・バーブーダ,139,4
125,カザフスタン,123888,1945
126,ウルグアイ,4377,69
127,ナミビア,13662,141
128,セーシェル,163,0
129,セントルシア,203,2
130,ルワンダ,5572,46
131,エスワティニ,6156,119
132,スリナム,5284,116
133,モーリタニア,8034,168
134,コソボ,32022,874
135,コンゴ共和国,5632,93
136,セントビンセント及びクレナディーン諸島,84,0
137,中央アフリカ,4907,63
138,ウズベキスタン,70921,601
139,赤道ギニア,5121,85
140,リベリア,1539,82
141,タンザニア,509,21
142,ソマリア,4382,108
143,ベナン,2916,43
144,バハマ,7348,163
145,モンテネグロ,29577,420
146,バルバドス,253,7
147,キルギス,68316,1217
148,ザンビア,17350,356
149,ジブチ,5658,61
150,ガンビア,3705,122
151,モーリシャス,494,10
152,フィジー,35,2
153,エルサルバドル,37109,1061
154,チャド,1620,101
155,ニカラグア,5725,159
156,マダガスカル,17310,250
157,ハイチ,9208,232
158,アンゴラ,14134,333
159,ニジェール,1335,70
160,パプアニューギニア,604,7
161,ジンバブエ,9046,265
162,カーボベルデ,10082,104
163,エリトリア,527,0
164,東ティモール,30,0
165,ウガンダ,17148,158
166,シリア,6991,363
167,モザンビーク,14723,120
168,グレナダ,36,0
169,ベリーズ,5018,102
170,ミャンマー,74882,1676
171,ドミニカ国,68,0
172,ラオス,25,0
173,ギニアビサウ,2421,43
174,マリ,4093,142
175,セントクリストファー・ネービス,19,0
176,リビア,76006,1062
177,シエラレオネ,2397,74
178,ブルンジ,641,1
179,ボツワナ,9594,31
180,マラウイ,6002,185
181,西サハラ,10,1
182,南スーダン共和国,3016,59
183,サントメ・プリンシペ,974,16
184,イエメン共和国,2086,608
185,タジキスタン共和国,11772,86
186,コモロ連合,592,7
187,レソト王国,2065,44
188,ソロモン諸島,16,0
189,マーシャル諸島共和国,4,0
190,バヌアツ共和国,1,0
191,ダイヤモンド・プリンセス,712,13
192,その他,9,2
193,計,56832400,1359461
