,Country,Infected,Deaths
0,中国,82971,4634
1,香港,1064,4
2,マカオ,45,0
3,日本,16513,796
4,韓国,11142,264
5,台湾,441,7
6,シンガポール,29812,22
7,ネパール,457,2
8,タイ,3037,56
9,ベトナム,324,0
10,マレーシア,7059,114
11,豪州,7079,100
12,米国,1577140,94702
13,カナダ,81313,6152
14,フランス,144163,28215
15,ドイツ,179021,8203
16,カンボジア,123,0
17,スリランカ,1048,9
18,アラブ首長国連邦,26898,233
19,フィンランド,6493,304
20,フィリピン,13434,846
21,インド,112359,3435
22,イタリア,228006,32486
23,英国,250908,36042
24,ロシア,317107,3095
25,スウェーデン,32172,3871
26,スペイン,233037,27940
27,ベルギー,56235,9186
28,エジプト,15003,680
29,イラン,129341,7249
30,イスラエル,16683,278
31,レバノン,1024,26
32,クウェート,18609,124
33,バーレーン,8174,12
34,オマーン,6370,30
35,アフガニスタン,8676,193
36,イラク,3877,134
37,アルジェリア,7728,568
38,オーストリア,16404,633
39,スイス,30612,1637
40,クロアチア,2237,96
41,ブラジル,310087,20047
42,ジョージア,721,12
43,パキスタン,48091,1017
44,北マケドニア,1898,110
45,ギリシア,2853,166
46,ノルウェー,8309,234
47,ルーマニア,17585,1141
48,デンマーク,11380,554
49,エストニア,1800,64
50,オランダ,44700,5775
51,サンマリノ,658,41
52,リトアニア,1593,60
53,ナイジェリア,7016,200
54,アイスランド,1803,10
55,アゼルバイジャン,3749,43
56,ベラルーシ,33371,185
57,ニュージーランド,1504,21
58,メキシコ,56594,6090
59,カタール,38651,17
60,ルクセンブルク,3980,109
61,モナコ,97,1
62,エクアドル,35306,2939
63,アイルランド,24391,1571
64,チェコ,8754,304
65,アルメニア,5606,70
66,ドミニカ共和国,13657,446
67,インドネシア,20162,1242
68,アンドラ,762,51
69,ポルトガル,29912,1263
70,ラトビア,1025,21
71,セネガル,2812,30
72,サウジアラビア,65077,351
73,ヨルダン,684,9
74,アルゼンチン,9931,393
75,チリ,57581,589
76,ウクライナ,19706,579
77,モロッコ,7211,194
78,チュニジア,1046,47
79,ハンガリー,3641,473
80,リヒテンシュタイン,82,1
81,ポーランド,20143,962
82,スロベニア,1468,105
83,パレスチナ,423,4
84,ボスニア・ヘルツェゴビナ,2350,135
85,南アフリカ,19137,339
86,ジブラルタル（英領）,147,0
87,ブータン,21,0
88,カメルーン,4288,146
89,トーゴ,354,12
90,セルビア,10919,235
91,スロバキア,1502,28
92,バチカン,12,0
93,コロンビア,18330,613
94,ペルー,108769,3148
95,コスタリカ,903,10
96,マルタ,599,6
97,パラグアイ,836,11
98,バングラデシュ,28511,386
99,モルドバ,6704,232
100,ブルガリア,2331,120
101,モルディブ,1216,4
102,ブルネイ,141,1
103,キプロス,923,17
104,アルバニア,969,31
105,ブルキナファソ,812,52
106,チャンネル諸島（英王室属領）,1,0
107,モンゴル,140,0
108,パナマ,10116,281
109,ボリビア,4919,189
110,ホンジュラス,3100,147
111,コンゴ民主共和国,1835,60
112,ジャマイカ,534,9
113,トルコ,153548,4249
114,コートジボワール,2301,29
115,ガイアナ,127,10
116,ガーンジー（英領）,252,13
117,ジャージー（英領）,303,28
118,ケイマン諸島（英領）,111,1
119,キューバ,1908,79
120,トリニダード・トバゴ,116,8
121,スーダン,3138,121
122,ギニア,3067,19
123,エチオピア,399,5
124,ケニア,1109,50
125,グアテマラ,2512,43
126,ベネズエラ,882,10
127,ガボン,1567,12
128,ガーナ,6269,31
129,アンティグア・バーブーダ,25,3
130,カザフスタン,7234,35
131,ウルグアイ,749,20
132,アルバ,101,3
133,ナミビア,18,0
134,セーシェル,11,0
135,セントルシア,18,0
136,ルワンダ,320,0
137,エスワティニ,220,2
138,キュラソー,16,1
139,スリナム,11,1
140,モーリタニア,173,4
141,コソボ,1003,29
142,コンゴ共和国,469,15
143,セントビンセント及びクレナディーン諸島,18,0
144,中央アフリカ,436,0
145,ウズベキスタン,2964,13
146,赤道ギニア,903,10
147,リベリア,240,23
148,タンザニア,509,21
149,ソマリア,1594,61
150,ベナン,135,2
151,バハマ,97,11
152,モンテネグロ,324,9
153,バルバドス,90,7
154,キルギス,1313,14
155,ザンビア,866,7
156,ジブチ,2047,9
157,ガンビア,24,1
158,モーリシャス,332,10
159,フィジー,18,0
160,エルサルバドル,1640,31
161,チャド,588,57
162,ニカラグア,279,17
163,モントセラト（英領）,11,1
164,マダガスカル,405,2
165,ハイチ,663,22
166,アンゴラ,58,3
167,ニジェール,924,58
168,パプアニューギニア,8,0
169,ジンバブエ,51,4
170,カーボベルデ,356,3
171,エリトリア,39,0
172,東ティモール,24,0
173,マン島（英王室属領）,335,24
174,ウガンダ,160,0
175,ニューカレドニア,18,0
176,シリア,58,3
177,モザンビーク,162,0
178,グレナダ,22,0
179,ベリーズ,18,2
180,バミューダ（英領）,125,9
181,ミャンマー,199,6
182,ドミニカ国,16,0
183,ラオス,19,0
184,タークス・カイコス諸島（英領）,12,1
185,ギニアビサウ,1109,6
186,マリ,947,55
187,セントクリストファー・ネービス,15,0
188,リビア,71,3
189,アンギラ（英領）,3,0
190,バージン諸島（英領）,8,1
191,シエラレオネ,585,34
192,ブルンジ,42,1
193,ボツワナ,25,1
194,マラウイ,72,3
195,ボネール、シント・ユースタティウス及びサバ,6,0
196,フォークランド諸島（英領）,13,0
197,西サハラ,6,0
198,南スーダン共和国,481,6
199,サントメ・プリンシペ,251,8
200,イエメン共和国,197,30
201,タジキスタン共和国,2350,44
202,コモロ連合,34,1
203,レソト王国,1,0
204,その他,712,13
205,計,5053383,331599
