,Country,Infected,Deaths
0,中国,81865,3335
1,香港,960,4
2,マカオ,45,0
3,日本,4768,85
4,韓国,10423,204
5,台湾,379,5
6,シンガポール,1623,6
7,ネパール,9,0
8,タイ,2369,30
9,ベトナム,251,0
10,マレーシア,4119,63
11,豪州,6010,45
12,米国,430376,14768
13,カナダ,19274,435
14,フランス,82048,10869
15,ドイツ,113296,2349
16,カンボジア,117,0
17,スリランカ,189,6
18,アラブ首長国連邦,2659,12
19,フィンランド,2487,34
20,フィリピン,3870,182
21,インド,5274,149
22,イタリア,139422,17669
23,英国,60773,7097
24,ロシア,8644,63
25,スウェーデン,8419,687
26,スペイン,146690,14555
27,ベルギー,23403,2240
28,エジプト,1560,94
29,イラン,64586,3993
30,イスラエル,9404,71
31,レバノン,576,19
32,クウェート,855,1
33,バーレーン,823,5
34,オマーン,419,2
35,アフガニスタン,444,14
36,イラク,1202,65
37,アルジェリア,1572,205
38,オーストリア,12852,273
39,スイス,22711,704
40,クロアチア,1343,18
41,ブラジル,15927,800
42,ジョージア,211,3
43,パキスタン,4263,58
44,北マケドニア,617,27
45,ギリシア,1884,81
46,ノルウェー,6042,69
47,ルーマニア,4761,182
48,デンマーク,5597,203
49,エストニア,1185,21
50,オランダ,20549,2248
51,サンマリノ,279,34
52,リトアニア,912,15
53,ナイジェリア,276,6
54,アイスランド,1616,6
55,アゼルバイジャン,822,8
56,ベラルーシ,1066,13
57,ニュージーランド,1210,1
58,メキシコ,2785,125
59,カタール,2210,6
60,ルクセンブルク,3034,44
61,モナコ,81,0
62,エクアドル,4450,242
63,アイルランド,6074,235
64,チェコ,5312,88
65,アルメニア,881,8
66,ドミニカ共和国,2111,98
67,インドネシア,2956,221
68,アンドラ,564,22
69,ポルトガル,13141,380
70,ラトビア,577,2
71,セネガル,244,2
72,サウジアラビア,2932,41
73,ヨルダン,358,6
74,アルゼンチン,1795,53
75,チリ,5546,43
76,ウクライナ,1668,52
77,モロッコ,1275,90
78,チュニジア,628,23
79,ハンガリー,895,58
80,リヒテンシュタイン,78,1
81,ポーランド,5205,129
82,スロベニア,1091,36
83,パレスチナ,263,1
84,ボスニア・ヘルツェゴビナ,804,32
85,南アフリカ,1845,13
86,ジブラルタル（英領）,113,1
87,ブータン,5,0
88,カメルーン,730,9
89,トーゴ,70,3
90,セルビア,2666,61
91,スロバキア,682,2
92,バチカン,8,0
93,コロンビア,2054,55
94,ペルー,4342,121
95,コスタリカ,502,2
96,マルタ,299,0
97,パラグアイ,119,5
98,バングラデシュ,218,17
99,モルドバ,1174,22
100,ブルガリア,593,23
101,モルディブ,19,0
102,ブルネイ,135,1
103,キプロス,526,14
104,アルバニア,400,22
105,ブルキナファソ,414,18
106,チャンネル諸島（英王室属領）,1,0
107,モンゴル,16,0
108,パナマ,2528,55
109,ボリビア,210,14
110,ホンジュラス,312,22
111,コンゴ民主共和国,180,18
112,ジャマイカ,63,3
113,トルコ,38226,812
114,コートジボワール,384,3
115,ガイアナ,37,5
116,ガーンジー（英領）,166,4
117,ジャージー（英領）,170,3
118,ケイマン諸島（英領）,39,1
119,キューバ,457,11
120,トリニダード・トバゴ,107,8
121,スーダン,14,2
122,ギニア,164,0
123,エチオピア,55,1
124,ケニア,179,6
125,グアテマラ,87,3
126,ベネズエラ,167,7
127,ガボン,34,1
128,ガーナ,313,5
129,アンティグア・バーブーダ,19,0
130,カザフスタン,727,6
131,ウルグアイ,456,6
132,アルバ,71,0
133,ナミビア,16,0
134,セーシェル,11,0
135,セントルシア,14,0
136,ルワンダ,110,0
137,エスワティニ,12,0
138,キュラソー,13,1
139,スリナム,10,1
140,モーリタニア,6,1
141,コソボ,184,5
142,コンゴ共和国,45,5
143,セントビンセント及びクレナディーン諸島,8,0
144,中央アフリカ,8,0
145,ウズベキスタン,545,3
146,赤道ギニア,18,0
147,リベリア,31,3
148,タンザニア,25,1
149,ソマリア,12,0
150,ベナン,26,1
151,バハマ,40,5
152,モンテネグロ,248,2
153,バルバドス,63,2
154,キルギス,270,4
155,ザンビア,39,1
156,ジブチ,135,0
157,ガンビア,4,1
158,モーリシャス,273,7
159,フィジー,15,0
160,エルサルバドル,93,4
161,チャド,10,0
162,ニカラグア,6,1
163,モントセラト（英領）,6,0
164,マダガスカル,93,0
165,ハイチ,27,1
166,アンゴラ,19,2
167,ニジェール,342,11
168,パプアニューギニア,2,0
169,ジンバブエ,11,2
170,カーボベルデ,7,1
171,エリトリア,33,0
172,東ティモール,1,0
173,マン島（英王室属領）,150,1
174,ウガンダ,53,0
175,ニューカレドニア,18,0
176,シリア,19,2
177,モザンビーク,17,0
178,グレナダ,12,0
179,ベリーズ,8,1
180,バミューダ（英領）,39,2
181,ミャンマー,22,3
182,ドミニカ国,15,0
183,ラオス,15,0
184,タークス・カイコス諸島（英領）,8,1
185,ギニアビサウ,33,0
186,マリ,59,5
187,セントクリストファー・ネービス,11,0
188,リビア,21,1
189,アンギラ（英領）,3,0
190,バージン諸島（英領）,3,0
191,シエラレオネ,7,0
192,ブルンジ,3,0
193,ボツワナ,6,1
194,マラウイ,8,1
195,ボネール、シント・ユースタティウス及びサバ,2,0
196,フォークランド諸島（英領）,2,0
197,西サハラ,4,0
198,南スーダン共和国,2,0
199,サントメ・プリンシペ,4,0
200,その他,712,11
201,計,1478467,87648
