,Country,Infected,Deaths
0,中国,84464,4634
1,香港,3590,39
2,マカオ,46,0
3,日本,39858,1016
4,韓国,14423,301
5,台湾,475,7
6,シンガポール,53051,27
7,ネパール,20750,57
8,タイ,3320,58
9,ベトナム,652,7
10,マレーシア,9001,125
11,豪州,18730,232
12,米国,4713540,155402
13,カナダ,118973,8995
14,フランス,188003,30265
15,ドイツ,212111,9154
16,カンボジア,240,0
17,スリランカ,2828,11
18,アラブ首長国連邦,61163,351
19,フィンランド,7466,329
20,フィリピン,106330,2104
21,インド,1855745,38938
22,イタリア,248229,35166
23,英国,307251,46295
24,ロシア,854641,14183
25,スウェーデン,81012,5744
26,スペイン,297054,28472
27,ベルギー,70314,9850
28,エジプト,94640,4888
29,イラン,312035,17405
30,イスラエル,74430,546
31,レバノン,5062,65
32,クウェート,68299,461
33,バーレーン,41835,150
34,オマーン,79159,421
35,アフガニスタン,36747,1288
36,イラク,131886,4934
37,アルジェリア,31972,1239
38,オーストリア,21385,718
39,スイス,35461,1706
40,クロアチア,5294,153
41,ブラジル,2750318,94665
42,ジョージア,1179,17
43,パキスタン,280461,5999
44,北マケドニア,11128,500
45,ギリシア,4737,209
46,ノルウェー,9334,256
47,ルーマニア,54009,2432
48,デンマーク,14235,616
49,エストニア,2080,63
50,オランダ,55786,6169
51,サンマリノ,699,42
52,リトアニア,2120,80
53,ナイジェリア,44129,896
54,アイスランド,1915,10
55,アゼルバイジャン,32684,468
56,ベラルーシ,68166,571
57,ニュージーランド,1567,22
58,メキシコ,443813,48012
59,カタール,111322,177
60,ルクセンブルク,6864,118
61,モナコ,121,4
62,エクアドル,87041,5767
63,アイルランド,26208,1763
64,チェコ,17008,386
65,アルメニア,39102,762
66,ドミニカ共和国,73117,1183
67,インドネシア,113134,5302
68,アンドラ,937,52
69,ポルトガル,51569,1738
70,ラトビア,1246,32
71,セネガル,10386,211
72,サウジアラビア,280093,2949
73,ヨルダン,1218,11
74,アルゼンチン,206743,3813
75,チリ,361493,9707
76,ウクライナ,74781,1762
77,モロッコ,26196,401
78,チュニジア,1565,51
79,ハンガリー,4544,597
80,リヒテンシュタイン,89,1
81,ポーランド,47469,1732
82,スロベニア,2181,122
83,パレスチナ,12541,84
84,ボスニア・ヘルツェゴビナ,12462,362
85,南アフリカ,516862,8539
86,ブータン,103,0
87,カメルーン,17255,391
88,トーゴ,976,19
89,セルビア,26451,598
90,スロバキア,2354,29
91,バチカン,12,0
92,コロンビア,327850,11017
93,ペルー,433100,19811
94,コスタリカ,19402,171
95,マルタ,874,9
96,パラグアイ,5724,55
97,バングラデシュ,242102,3184
98,モルドバ,25482,800
99,ブルガリア,12159,404
100,モルディブ,4293,18
101,ブルネイ,141,3
102,キプロス,1155,19
103,アルバニア,5620,172
104,ブルキナファソ,1150,53
105,モンゴル,293,0
106,パナマ,68456,1497
107,ボリビア,81846,3228
108,ホンジュラス,43794,1384
109,コンゴ民主共和国,9133,215
110,ジャマイカ,905,12
111,トルコ,233851,5747
112,コートジボワール,16220,102
113,ガイアナ,474,21
114,キューバ,2670,87
115,トリニダード・トバゴ,182,8
116,スーダン,11738,752
117,ギニア,7364,46
118,エチオピア,19289,336
119,ケニア,22597,382
120,グアテマラ,51542,2013
121,ベネズエラ,20754,180
122,ガボン,7646,51
123,ガーナ,37812,191
124,アンティグア・バーブーダ,92,3
125,カザフスタン,93820,793
126,ウルグアイ,1291,36
127,ナミビア,2406,12
128,セーシェル,114,0
129,セントルシア,25,0
130,ルワンダ,2092,5
131,エスワティニ,2838,45
132,スリナム,1893,27
133,モーリタニア,6382,157
134,コソボ,9049,256
135,コンゴ共和国,3546,58
136,セントビンセント及びクレナディーン諸島,55,0
137,中央アフリカ,4614,59
138,ウズベキスタン,26066,157
139,赤道ギニア,4821,83
140,リベリア,1214,78
141,タンザニア,509,21
142,ソマリア,3220,93
143,ベナン,1805,36
144,バハマ,679,14
145,モンテネグロ,3301,52
146,バルバドス,132,7
147,キルギス,37129,1420
148,ザンビア,6580,171
149,ジブチ,5240,59
150,ガンビア,498,9
151,モーリシャス,344,10
152,フィジー,27,1
153,エルサルバドル,17843,477
154,チャド,936,75
155,ニカラグア,3672,116
156,マダガスカル,11660,118
157,ハイチ,7511,166
158,アンゴラ,1280,58
159,ニジェール,1152,69
160,パプアニューギニア,111,2
161,ジンバブエ,4075,80
162,カーボベルデ,2583,25
163,エリトリア,282,0
164,東ティモール,24,0
165,ウガンダ,1195,5
166,シリア,847,46
167,モザンビーク,1973,14
168,グレナダ,24,0
169,ベリーズ,57,2
170,ミャンマー,355,6
171,ドミニカ国,18,0
172,ラオス,20,0
173,ギニアビサウ,1981,27
174,マリ,2543,124
175,セントクリストファー・ネービス,17,0
176,リビア,4063,93
177,シエラレオネ,1848,67
178,ブルンジ,395,1
179,ボツワナ,804,2
180,マラウイ,4272,123
181,西サハラ,10,1
182,南スーダン共和国,2429,46
183,サントメ・プリンシペ,874,15
184,イエメン共和国,1734,499
185,タジキスタン共和国,7538,61
186,コモロ連合,386,7
187,レソト王国,718,19
188,ダイヤモンド・プリンセス,712,13
189,その他,9,2
190,計,18244619,693415
