,Country,Infected,Deaths
0,中国,85611,4634
1,香港,5202,105
2,マカオ,46,0
3,日本,90140,1638
4,韓国,24889,438
5,台湾,530,7
6,シンガポール,57884,28
7,ネパール,115358,663
8,タイ,3652,59
9,ベトナム,1113,35
10,マレーシア,16880,163
11,豪州,27337,904
12,米国,7856605,215887
13,カナダ,189489,9707
14,フランス,746695,32836
15,ドイツ,337314,9682
16,カンボジア,283,0
17,スリランカ,5038,13
18,アラブ首長国連邦,108608,448
19,フィンランド,12499,346
20,フィリピン,344713,6372
21,インド,7175880,109856
22,イタリア,365467,36246
23,英国,637708,43108
24,ロシア,1318783,22834
25,スウェーデン,100654,5899
26,スペイン,896086,33204
27,ベルギー,173240,10244
28,エジプト,104787,6071
29,イラン,508389,29070
30,イスラエル,296652,2055
31,レバノン,55869,479
32,クウェート,112737,672
33,バーレーン,76272,285
34,オマーン,107213,1053
35,アフガニスタン,39928,1480
36,イラク,409358,9970
37,アルジェリア,53399,1818
38,オーストリア,57326,861
39,スイス,64287,1800
40,クロアチア,20993,330
41,ブラジル,5113628,150998
42,ジョージア,12841,102
43,パキスタン,320463,6601
44,北マケドニア,21193,800
45,ギリシア,23060,462
46,ノルウェー,15793,277
47,ルーマニア,160461,5535
48,デンマーク,33594,674
49,エストニア,3908,68
50,オランダ,194591,6689
51,サンマリノ,741,42
52,リトアニア,6366,106
53,ナイジェリア,60655,1116
54,アイスランド,3668,10
55,アゼルバイジャン,42381,612
56,ベラルーシ,84524,906
57,ニュージーランド,1874,25
58,メキシコ,825340,84420
59,カタール,128405,220
60,ルクセンブルク,9119,128
61,モナコ,241,2
62,エクアドル,148171,12235
63,アイルランド,44159,1830
64,チェコ,129747,1106
65,アルメニア,57566,1032
66,ドミニカ共和国,119008,2183
67,インドネシア,340622,12027
68,アンドラ,2995,57
69,ポルトガル,89121,2110
70,ラトビア,2840,41
71,セネガル,15307,315
72,サウジアラビア,340089,5087
73,ヨルダン,28127,225
74,アルゼンチン,917035,24572
75,チリ,484280,13396
76,ウクライナ,277982,5254
77,モロッコ,156946,2685
78,チュニジア,32556,478
79,ハンガリー,39862,996
80,リヒテンシュタイン,163,1
81,ポーランド,135278,3101
82,スロベニア,9231,173
83,パレスチナ,45200,391
84,ボスニア・ヘルツェゴビナ,31173,947
85,南アフリカ,694537,18028
86,ブータン,313,0
87,カメルーン,21203,423
88,トーゴ,1972,50
89,セルビア,35006,767
90,スロバキア,20886,61
91,バチカン,19,0
92,コロンビア,924098,28141
93,ペルー,853974,33419
94,コスタリカ,90238,1124
95,マルタ,3937,44
96,パラグアイ,51197,1108
97,バングラデシュ,381275,5577
98,モルドバ,63275,1495
99,ブルガリア,25774,923
100,モルディブ,10993,35
101,ブルネイ,146,3
102,キプロス,2130,25
103,アルバニア,15752,429
104,ブルキナファソ,2305,63
105,モンゴル,320,0
106,パナマ,121296,2511
107,ボリビア,138922,8351
108,ホンジュラス,84852,2528
109,コンゴ民主共和国,10872,276
110,ジャマイカ,7910,146
111,トルコ,338779,8957
112,コートジボワール,20183,120
113,ガイアナ,3565,106
114,キューバ,6017,123
115,トリニダード・トバゴ,5127,93
116,スーダン,13691,836
117,ギニア,11134,70
118,エチオピア,85718,1305
119,ケニア,41937,787
120,グアテマラ,98380,3410
121,ベネズエラ,84391,710
122,ガボン,8860,54
123,ガーナ,47126,310
124,アンティグア・バーブーダ,111,3
125,カザフスタン,108984,1768
126,ウルグアイ,2337,51
127,ナミビア,12000,129
128,セーシェル,148,0
129,セントルシア,29,0
130,ルワンダ,4908,32
131,エスワティニ,5696,114
132,スリナム,5072,107
133,モーリタニア,7565,163
134,コソボ,16345,649
135,コンゴ共和国,5118,90
136,セントビンセント及びクレナディーン諸島,64,0
137,中央アフリカ,4854,62
138,ウズベキスタン,61642,511
139,赤道ギニア,5066,83
140,リベリア,1371,82
141,タンザニア,509,21
142,ソマリア,3864,99
143,ベナン,2411,41
144,バハマ,5163,108
145,モンテネグロ,14268,213
146,バルバドス,210,7
147,キルギス,49871,1092
148,ザンビア,15587,345
149,ジブチ,5428,61
150,ガンビア,3636,118
151,モーリシャス,407,10
152,フィジー,32,2
153,エルサルバドル,30480,899
154,チャド,1321,92
155,ニカラグア,5353,154
156,マダガスカル,16754,237
157,ハイチ,8887,230
158,アンゴラ,6680,222
159,ニジェール,1203,69
160,パプアニューギニア,565,7
161,ジンバブエ,8036,230
162,カーボベルデ,7254,77
163,エリトリア,414,0
164,東ティモール,29,0
165,ウガンダ,9945,95
166,シリア,4826,231
167,モザンビーク,10258,73
168,グレナダ,25,0
169,ベリーズ,2585,39
170,ミャンマー,30437,693
171,ドミニカ国,32,0
172,ラオス,23,0
173,ギニアビサウ,2389,41
174,マリ,3297,132
175,セントクリストファー・ネービス,19,0
176,リビア,44985,656
177,シエラレオネ,2309,72
178,ブルンジ,529,1
179,ボツワナ,3515,20
180,マラウイ,5827,181
181,西サハラ,10,1
182,南スーダン共和国,2798,55
183,サントメ・プリンシペ,929,15
184,イエメン共和国,2053,596
185,タジキスタン共和国,10297,79
186,コモロ連合,496,7
187,レソト王国,1822,42
188,ソロモン諸島,2,0
189,ダイヤモンド・プリンセス,712,13
190,その他,9,2
191,計,38013129,1084965
