,Country,Infected,Deaths
0,中国,84951,4634
1,香港,4658,77
2,マカオ,46,0
3,日本,61747,1176
4,韓国,17399,309
5,台湾,487,7
6,シンガポール,56266,27
7,ネパール,31117,146
8,タイ,3390,58
9,ベトナム,1014,26
10,マレーシア,9257,125
11,豪州,24811,502
12,米国,5667112,176353
13,カナダ,126560,9117
14,フランス,234659,30503
15,ドイツ,233861,9272
16,カンボジア,273,0
17,スリランカ,2947,12
18,アラブ首長国連邦,66617,372
19,フィンランド,7906,334
20,フィリピン,187249,2966
21,インド,3044940,56706
22,イタリア,258136,35430
23,英国,326595,41509
24,ロシア,949531,16268
25,スウェーデン,86068,5810
26,スペイン,386054,28838
27,ベルギー,81468,9988
28,エジプト,97237,5243
29,イラン,356792,20502
30,イスラエル,101933,819
31,レバノン,12191,121
32,クウェート,79957,513
33,バーレーン,49038,183
34,オマーン,83769,609
35,アフガニスタン,37953,1385
36,イラク,201050,6353
37,アルジェリア,41068,1424
38,オーストリア,25062,732
39,スイス,39232,1718
40,クロアチア,7900,170
41,ブラジル,3582362,114250
42,ジョージア,1394,17
43,パキスタン,292174,6231
44,北マケドニア,13458,563
45,ギリシア,8381,240
46,ノルウェー,10299,264
47,ルーマニア,77544,3233
48,デンマーク,16637,622
49,エストニア,2265,63
50,オランダ,68051,6225
51,サンマリノ,704,42
52,リトアニア,2594,84
53,ナイジェリア,51905,997
54,アイスランド,2058,10
55,アゼルバイジャン,35105,515
56,ベラルーシ,70285,637
57,ニュージーランド,1674,22
58,メキシコ,556216,60254
59,カタール,116765,193
60,ルクセンブルク,7762,124
61,モナコ,154,4
62,エクアドル,107089,6277
63,アイルランド,27908,1777
64,チェコ,21790,411
65,アルメニア,42616,850
66,ドミニカ共和国,90561,1554
67,インドネシア,151498,6594
68,アンドラ,1045,53
69,ポルトガル,55452,1794
70,ラトビア,1333,33
71,セネガル,12850,266
72,サウジアラビア,306370,3619
73,ヨルダン,1576,11
74,アルゼンチン,336802,6848
75,チリ,395708,10792
76,ウクライナ,105337,2286
77,モロッコ,50812,858
78,チュニジア,2738,68
79,ハンガリー,5133,611
80,リヒテンシュタイン,99,1
81,ポーランド,61181,1951
82,スロベニア,2617,131
83,パレスチナ,18476,125
84,ボスニア・ヘルツェゴビナ,17715,532
85,南アフリカ,607045,12987
86,ブータン,155,0
87,カメルーン,18762,408
88,トーゴ,1275,27
89,セルビア,30548,695
90,スロバキア,3316,33
91,バチカン,12,0
92,コロンビア,522138,16568
93,ペルー,576067,27245
94,コスタリカ,33084,348
95,マルタ,1577,10
96,パラグアイ,12974,192
97,バングラデシュ,292625,3907
98,モルドバ,33072,935
99,ブルガリア,15131,539
100,モルディブ,6660,26
101,ブルネイ,143,3
102,キプロス,1417,20
103,アルバニア,8275,245
104,ブルキナファソ,1297,55
105,モンゴル,298,0
106,パナマ,85480,1878
107,ボリビア,108427,4442
108,ホンジュラス,53983,1643
109,コンゴ民主共和国,9811,251
110,ジャマイカ,1346,16
111,トルコ,257032,6102
112,コートジボワール,17374,113
113,ガイアナ,925,31
114,キューバ,3617,89
115,トリニダード・トバゴ,930,13
116,スーダン,12682,815
117,ギニア,8932,53
118,エチオピア,39033,662
119,ケニア,32118,542
120,グアテマラ,67856,2580
121,ベネズエラ,38957,323
122,ガボン,8388,53
123,ガーナ,43325,261
124,アンティグア・バーブーダ,94,3
125,カザフスタン,104543,1415
126,ウルグアイ,1521,42
127,ナミビア,5538,46
128,セーシェル,132,0
129,セントルシア,26,0
130,ルワンダ,2889,11
131,エスワティニ,4189,83
132,スリナム,3569,57
133,モーリタニア,6894,158
134,コソボ,12168,448
135,コンゴ共和国,3850,77
136,セントビンセント及びクレナディーン諸島,58,0
137,中央アフリカ,4679,61
138,ウズベキスタン,38532,267
139,赤道ギニア,4926,83
140,リベリア,1286,82
141,タンザニア,509,21
142,ソマリア,3269,93
143,ベナン,2115,39
144,バハマ,1703,27
145,モンテネグロ,4313,84
146,バルバドス,158,7
147,キルギス,42889,1055
148,ザンビア,10831,279
149,ジブチ,5382,60
150,ガンビア,2437,84
151,モーリシャス,346,10
152,フィジー,28,1
153,エルサルバドル,24420,654
154,チャド,982,76
155,ニカラグア,4311,133
156,マダガスカル,14277,178
157,ハイチ,8050,196
158,アンゴラ,2134,94
159,ニジェール,1172,69
160,パプアニューギニア,361,4
161,ジンバブエ,5893,153
162,カーボベルデ,3455,37
163,エリトリア,306,0
164,東ティモール,26,0
165,ウガンダ,2166,20
166,シリア,2143,85
167,モザンビーク,3304,20
168,グレナダ,24,0
169,ベリーズ,668,6
170,ミャンマー,441,6
171,ドミニカ国,19,0
172,ラオス,22,0
173,ギニアビサウ,2149,33
174,マリ,2699,125
175,セントクリストファー・ネービス,17,0
176,リビア,10437,188
177,シエラレオネ,1980,69
178,ブルンジ,429,1
179,ボツワナ,1308,3
180,マラウイ,5382,168
181,西サハラ,10,1
182,南スーダン共和国,2497,47
183,サントメ・プリンシペ,892,15
184,イエメン共和国,1907,546
185,タジキスタン共和国,8277,66
186,コモロ連合,417,7
187,レソト王国,1015,30
188,ダイヤモンド・プリンセス,712,13
189,その他,9,2
190,計,23162066,804117
