,Country,Infected,Deaths
0,中国,81218,3281
1,香港,386,4
2,マカオ,29,0
3,日本,1193,43
4,韓国,9137,126
5,台湾,216,2
6,シンガポール,558,2
7,ネパール,2,0
8,タイ,827,4
9,ベトナム,134,0
10,マレーシア,1654,15
11,豪州,2252,8
12,米国,53268,689
13,カナダ,2587,27
14,フランス,22302,1100
15,ドイツ,32986,126
16,カンボジア,91,0
17,スリランカ,102,0
18,アラブ首長国連邦,248,2
19,フィンランド,792,1
20,フィリピン,552,35
21,インド,519,10
22,イタリア,69176,6820
23,英国,8077,422
24,ロシア,494,1
25,スウェーデン,2272,36
26,スペイン,39673,2696
27,ベルギー,4269,122
28,エジプト,402,19
29,イラン,24811,1934
30,イスラエル,1930,1
31,レバノン,318,4
32,クウェート,191,0
33,バーレーン,392,2
34,オマーン,84,0
35,アフガニスタン,74,1
36,イラク,316,23
37,アルジェリア,264,17
38,オーストリア,4876,28
39,スイス,8648,86
40,クロアチア,382,1
41,ブラジル,2201,46
42,ジョージア,70,0
43,パキスタン,972,6
44,北マケドニア,148,2
45,ギリシア,743,17
46,ノルウェー,2566,10
47,ルーマニア,794,7
48,デンマーク,1718,24
49,エストニア,369,0
50,オランダ,5560,276
51,サンマリノ,187,20
52,リトアニア,209,1
53,ナイジェリア,44,0
54,アイスランド,648,2
55,アゼルバイジャン,87,1
56,ベラルーシ,81,0
57,ニュージーランド,155,0
58,メキシコ,367,4
59,カタール,526,0
60,ルクセンブルク,1099,8
61,モナコ,23,0
62,エクアドル,1049,18
63,アイルランド,1329,6
64,チェコ,1394,1
65,アルメニア,249,0
66,ドミニカ共和国,312,3
67,インドネシア,686,49
68,アンドラ,164,1
69,ポルトガル,2362,23
70,ラトビア,197,0
71,セネガル,86,0
72,サウジアラビア,767,0
73,ヨルダン,154,0
74,アルゼンチン,301,4
75,チリ,922,2
76,ウクライナ,97,3
77,モロッコ,170,4
78,チュニジア,114,3
79,ハンガリー,187,8
80,リヒテンシュタイン,51,0
81,ポーランド,901,8
82,スロベニア,480,3
83,パレスチナ,59,0
84,ボスニア・,166,1
85,南アフリカ,554,0
86,ジブラルタル（英領）,15,0
87,ブータン,2,0
88,カメルーン,66,0
89,トーゴ,20,0
90,セルビア,303,3
91,スロバキア,204,1
92,バチカン,4,0
93,コロンビア,306,3
94,ペルー,416,5
95,コスタリカ,177,2
96,マルタ,110,0
97,パラグアイ,27,1
98,バングラデシュ,39,3
99,モルドバ,125,1
100,ブルガリア,218,3
101,モルディブ,13,0
102,ブルネイ,104,0
103,キプロス,124,1
104,アルバニア,123,4
105,ブルキナファソ,114,4
106,チャンネル諸島,1,0
107,モンゴル,10,0
108,パナマ,345,6
109,ボリビア,29,0
110,ホンジュラス,30,0
111,コンゴ民主共和国,45,1
112,ジャマイカ,21,1
113,トルコ,1872,37
114,コートジボワール,73,0
115,ガイアナ,23,1
116,ガーンジー（英領）,17,0
117,ジャージー（英領）,15,0
118,ケイマン諸島（英領）,3,1
119,キューバ,48,1
120,トリニダード・トバゴ,57,0
121,スーダン,3,1
122,ギニア,4,0
123,エチオピア,12,0
124,ケニア,25,0
125,グアテマラ,21,1
126,ベネズエラ,84,0
127,ガボン,6,1
128,ガーナ,53,2
129,アンティグア・バーブーダ,3,0
130,カザフスタン,72,0
131,ウルグアイ,162,0
132,アルバ,8,0
133,ナミビア,7,0
134,セーシェル,7,0
135,セントルシア,3,0
136,ルワンダ,40,0
137,エスワティニ,4,0
138,キュラソー,3,1
139,スリナム,7,0
140,モーリタニア,2,0
141,コソボ,61,1
142,コンゴ共和国,4,0
143,セントビンセント,1,0
144,中央アフリカ,4,0
145,ウズベキスタン,50,0
146,赤道ギニア,9,0
147,リベリア,3,0
148,タンザニア,12,0
149,グリーンランド,2,0
150,ソマリア,1,0
151,ベナン,6,0
152,バハマ,4,0
153,モンテネグロ,47,1
154,バルバドス（英領）,18,0
155,キルギス,42,0
156,ザンビア,3,0
157,ジブチ,3,0
158,ガンビア,3,1
159,モーリシャス,42,2
160,フィジー,4,0
161,エルサルバドル,5,0
162,チャド,3,0
163,ニカラグア,2,0
164,モントセラト（英領）,1,1
165,マダガスカル,17,0
166,ハイチ,7,0
167,アンゴラ,3,0
168,ニジェール,3,0
169,パプアニューギニア,1,0
170,ジンバブエ,3,1
171,カーボベルデ,3,0
172,エリトリア,1,0
173,東ティモール,1,0
174,マン島（英王室属領）,2,0
175,ウガンダ,9,0
176,ニューカレドニア,5,0
177,シリア,1,0
178,モザンビーク,3,0
179,グレナダ,1,0
180,ベリーズ,1,0
181,バミューダ（英領）,2,0
182,ミャンマー,2,0
183,ドミニカ国,2,0
184,ラオス,2,0
185,タークス・,1,0
186,その他,712,10
187,計,415757,18351
