,Country,Infected,Deaths
0,中国,85591,4634
1,香港,5194,105
2,マカオ,46,0
3,日本,89673,1634
4,韓国,24805,434
5,台湾,529,7
6,シンガポール,57880,28
7,ネパール,111802,645
8,タイ,3643,59
9,ベトナム,1110,35
10,マレーシア,16220,159
11,豪州,27310,899
12,米国,7804199,215085
13,カナダ,185378,9680
14,フランス,737693,32740
15,ドイツ,332850,9640
16,カンボジア,283,0
17,スリランカ,4844,13
18,アラブ首長国連邦,107293,446
19,フィンランド,12212,346
20,フィリピン,342816,6332
21,インド,7175880,109856
22,イタリア,359569,36205
23,英国,620458,42965
24,ロシア,1305093,22594
25,スウェーデン,98451,5894
26,スペイン,888968,33124
27,ベルギー,165880,10211
28,エジプト,104648,6062
29,イラン,504281,28816
30,イスラエル,294031,2021
31,レバノン,54624,466
32,クウェート,111893,664
33,バーレーン,75948,280
34,オマーン,106575,1046
35,アフガニスタン,39870,1479
36,イラク,405437,9912
37,アルジェリア,53325,1809
38,オーストリア,56298,855
39,スイス,60230,1793
40,クロアチア,20621,327
41,ブラジル,5103408,150689
42,ジョージア,12272,93
43,パキスタン,319848,6588
44,北マケドニア,21113,797
45,ギリシア,22652,456
46,ノルウェー,15639,276
47,ルーマニア,157352,5467
48,デンマーク,33304,671
49,エストニア,3883,68
50,オランダ,187138,6654
51,サンマリノ,741,42
52,リトアニア,6248,103
53,ナイジェリア,60430,1115
54,アイスランド,3582,10
55,アゼルバイジャン,42104,609
56,ベラルーシ,83998,901
57,ニュージーランド,1872,25
58,メキシコ,821045,83945
59,カタール,128191,220
60,ルクセンブルク,9119,128
61,モナコ,236,2
62,エクアドル,147315,12218
63,アイルランド,43351,1827
64,チェコ,121421,1051
65,アルメニア,56821,1026
66,ドミニカ共和国,118843,2179
67,インドネシア,336716,11935
68,アンドラ,2995,57
69,ポルトガル,87913,2094
70,ラトビア,2765,40
71,セネガル,15292,315
72,サウジアラビア,339615,5068
73,ヨルダン,26073,207
74,アルゼンチン,903730,24186
75,チリ,482832,13376
76,ウクライナ,272671,5143
77,モロッコ,153761,2636
78,チュニジア,32556,478
79,ハンガリー,38837,968
80,リヒテンシュタイン,148,1
81,ポーランド,130210,3039
82,スロベニア,8832,169
83,パレスチナ,44684,387
84,ボスニア・ヘルツェゴビナ,30837,936
85,南アフリカ,693359,17863
86,ブータン,309,0
87,カメルーン,21203,423
88,トーゴ,1949,49
89,セルビア,34854,765
90,スロバキア,20355,61
91,バチカン,19,0
92,コロンビア,919084,27985
93,ペルー,851171,33357
94,コスタリカ,89223,1108
95,マルタ,3844,43
96,パラグアイ,50344,1096
97,バングラデシュ,379738,5555
98,モルドバ,62618,1478
99,ブルガリア,24989,915
100,モルディブ,10943,35
101,ブルネイ,146,3
102,キプロス,2047,25
103,アルバニア,15570,424
104,ブルキナファソ,2294,63
105,モンゴル,320,0
106,パナマ,120802,2502
107,ボリビア,138695,8326
108,ホンジュラス,84413,2521
109,コンゴ民主共和国,10868,276
110,ジャマイカ,7813,146
111,トルコ,337147,8895
112,コートジボワール,20155,120
113,ガイアナ,3521,104
114,キューバ,6000,123
115,トリニダード・トバゴ,5116,92
116,スーダン,13691,836
117,ギニア,11062,70
118,エチオピア,85136,1301
119,ケニア,41619,777
120,グアテマラ,97826,3387
121,ベネズエラ,83756,704
122,ガボン,8860,54
123,ガーナ,47030,308
124,アンティグア・バーブーダ,111,3
125,カザフスタン,108901,1746
126,ウルグアイ,2313,51
127,ナミビア,11989,129
128,セーシェル,148,0
129,セントルシア,29,0
130,ルワンダ,4905,32
131,エスワティニ,5683,113
132,スリナム,5058,107
133,モーリタニア,7554,163
134,コソボ,16247,648
135,コンゴ共和国,5118,90
136,セントビンセント及びクレナディーン諸島,64,0
137,中央アフリカ,4854,62
138,ウズベキスタン,61319,509
139,赤道ギニア,5066,83
140,リベリア,1371,82
141,タンザニア,509,21
142,ソマリア,3864,99
143,ベナン,2411,41
144,バハマ,5163,108
145,モンテネグロ,14050,211
146,バルバドス,208,7
147,キルギス,49528,1090
148,ザンビア,15549,345
149,ジブチ,5426,61
150,ガンビア,3636,118
151,モーリシャス,404,10
152,フィジー,32,2
153,エルサルバドル,30196,894
154,チャド,1308,92
155,ニカラグア,5264,153
156,マダガスカル,16726,237
157,ハイチ,8882,230
158,アンゴラ,6488,219
159,ニジェール,1202,69
160,パプアニューギニア,565,7
161,ジンバブエ,8021,230
162,カーボベルデ,7155,75
163,エリトリア,414,0
164,東ティモール,29,0
165,ウガンダ,9864,94
166,シリア,4774,228
167,モザンビーク,10088,72
168,グレナダ,25,0
169,ベリーズ,2569,37
170,ミャンマー,29314,664
171,ドミニカ国,32,0
172,ラオス,23,0
173,ギニアビサウ,2389,41
174,マリ,3296,132
175,セントクリストファー・ネービス,19,0
176,リビア,43821,644
177,シエラレオネ,2306,72
178,ブルンジ,525,1
179,ボツワナ,3515,20
180,マラウイ,5824,180
181,西サハラ,10,1
182,南スーダン共和国,2787,55
183,サントメ・プリンシペ,929,15
184,イエメン共和国,2052,596
185,タジキスタン共和国,10260,79
186,コモロ連合,495,7
187,レソト王国,1805,42
188,ソロモン諸島,2,0
189,ダイヤモンド・プリンセス,712,13
190,その他,9,2
191,計,37758938,1080417
