,Country,Infected,Deaths
0,中国,83581,4634
1,香港,1323,7
2,マカオ,46,0
3,日本,20371,981
4,韓国,13293,287
5,台湾,449,7
6,シンガポール,45298,26
7,ネパール,16423,35
8,タイ,3197,58
9,ベトナム,369,0
10,マレーシア,8677,121
11,豪州,9056,106
12,米国,3054699,132300
13,カナダ,108334,8786
14,フランス,168893,29933
15,ドイツ,198699,9046
16,カンボジア,141,0
17,スリランカ,2094,11
18,アラブ首長国連邦,53045,327
19,フィンランド,7265,329
20,フィリピン,50359,1314
21,インド,767296,21129
22,イタリア,242149,34914
23,英国,288511,44602
24,ロシア,699749,10650
25,スウェーデン,73858,5482
26,スペイン,252513,28396
27,ベルギー,62123,9776
28,エジプト,78304,3564
29,イラン,248379,12084
30,イスラエル,33557,344
31,レバノン,1946,36
32,クウェート,52007,379
33,バーレーン,30931,98
34,オマーン,50207,233
35,アフガニスタン,33594,936
36,イラク,67442,2779
37,アルジェリア,17348,978
38,オーストリア,18513,706
39,スイス,32284,1685
40,クロアチア,3325,114
41,ブラジル,1713160,67964
42,ジョージア,963,15
43,パキスタン,240848,4983
44,北マケドニア,7406,359
45,ギリシア,3622,193
46,ノルウェー,8950,251
47,ルーマニア,30175,1817
48,デンマーク,13101,609
49,エストニア,2003,69
50,オランダ,50959,6154
51,サンマリノ,698,42
52,リトアニア,1854,79
53,ナイジェリア,30249,684
54,アイスランド,1880,10
55,アゼルバイジャン,21916,274
56,ベラルーシ,64224,443
57,ニュージーランド,1540,22
58,メキシコ,275003,32796
59,カタール,101553,138
60,ルクセンブルク,4650,110
61,モナコ,108,4
62,エクアドル,63245,4873
63,アイルランド,25542,1738
64,チェコ,12814,351
65,アルメニア,29820,521
66,ドミニカ共和国,39588,829
67,インドネシア,68079,3359
68,アンドラ,855,52
69,ポルトガル,44859,1631
70,ラトビア,1141,30
71,セネガル,7657,141
72,サウジアラビア,220144,2059
73,ヨルダン,1169,10
74,アルゼンチン,87030,1694
75,チリ,303083,6573
76,ウクライナ,51457,1323
77,モロッコ,14771,242
78,チュニジア,1221,50
79,ハンガリー,4210,589
80,リヒテンシュタイン,84,1
81,ポーランド,36689,1542
82,スロベニア,1763,111
83,パレスチナ,5029,20
84,ボスニア・ヘルツェゴビナ,5869,209
85,南アフリカ,224665,3602
86,ブータン,80,0
87,カメルーン,14916,359
88,トーゴ,695,15
89,セルビア,17076,341
90,スロバキア,1798,28
91,バチカン,12,0
92,コロンビア,124494,4606
93,ペルー,312911,11133
94,コスタリカ,5836,25
95,マルタ,673,9
96,パラグアイ,2554,20
97,バングラデシュ,172134,2197
98,モルドバ,18471,614
99,ブルガリア,6342,259
100,モルディブ,2517,13
101,ブルネイ,141,3
102,キプロス,1008,19
103,アルバニア,3106,83
104,ブルキナファソ,1003,53
105,モンゴル,227,0
106,パナマ,41251,819
107,ボリビア,42984,1577
108,ホンジュラス,25978,694
109,コンゴ民主共和国,7432,182
110,ジャマイカ,751,10
111,トルコ,208938,5282
112,コートジボワール,11504,78
113,ガイアナ,284,16
114,キューバ,2399,86
115,トリニダード・トバゴ,133,8
116,スーダン,10084,636
117,ギニア,5697,34
118,エチオピア,6774,120
119,ケニア,8528,169
120,グアテマラ,25411,1053
121,ベネズエラ,8008,75
122,ガボン,5871,46
123,ガーナ,22822,129
124,アンティグア・バーブーダ,70,3
125,カザフスタン,51059,264
126,ウルグアイ,974,29
127,ナミビア,593,0
128,セーシェル,91,0
129,セントルシア,22,0
130,ルワンダ,1194,3
131,エスワティニ,1138,14
132,スリナム,665,17
133,モーリタニア,5087,139
134,コソボ,3886,82
135,コンゴ共和国,1821,47
136,セントビンセント及びクレナディーン諸島,29,0
137,中央アフリカ,4109,52
138,ウズベキスタン,11092,45
139,赤道ギニア,3071,51
140,リベリア,926,41
141,タンザニア,509,21
142,ソマリア,3028,92
143,ベナン,1199,21
144,バハマ,106,11
145,モンテネグロ,960,17
146,バルバドス,98,7
147,キルギス,8847,116
148,ザンビア,1895,42
149,ジブチ,4889,55
150,ガンビア,61,3
151,モーリシャス,342,10
152,フィジー,21,0
153,エルサルバドル,8566,235
154,チャド,873,74
155,ニカラグア,2846,91
156,マダガスカル,3573,33
157,ハイチ,6486,123
158,アンゴラ,386,21
159,ニジェール,1097,68
160,パプアニューギニア,11,0
161,ジンバブエ,885,9
162,カーボベルデ,1542,18
163,エリトリア,215,0
164,東ティモール,24,0
165,ウガンダ,977,0
166,シリア,372,14
167,モザンビーク,1071,8
168,グレナダ,23,0
169,ベリーズ,30,2
170,ミャンマー,317,6
171,ドミニカ国,18,0
172,ラオス,19,0
173,ギニアビサウ,1790,25
174,マリ,2358,120
175,セントクリストファー・ネービス,16,0
176,リビア,1268,36
177,シエラレオネ,1584,63
178,ブルンジ,191,1
179,ボツワナ,314,1
180,マラウイ,1864,24
181,西サハラ,10,1
182,南スーダン共和国,2021,38
183,サントメ・プリンシペ,724,13
184,イエメン共和国,1318,351
185,タジキスタン共和国,6364,54
186,コモロ連合,313,7
187,レソト王国,91,0
188,ダイヤモンド・プリンセス,712,13
189,その他,9,2
190,計,12004197,549183
